General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Christian Günter,GER,"DF,MF",29,1993,30.5,1400,1050,348,48,1,18,198,231,68,41,22,0,996,2,41
Daniel Kyereh,GHA,"MF,FW",26,1996,6.2,182,176,5,1,0,0,3,0,2,0,1,0,139,1,7
Hugo Siquet,BEL,DF,20,2002,0.2,7,5,2,0,0,0,0,2,0,0,0,0,5,0,0
Jeong Woo-yeong,KOR,"MF,FW",22,1999,7.3,244,241,3,1,0,2,10,0,0,0,0,0,192,0,6
Jonathan Schmid,FRA,DF,32,1990,0.5,28,25,3,1,0,0,4,2,0,0,0,0,23,0,1
Kenneth Schmidt,GER,DF,20,2002,2.8,187,174,13,4,0,3,1,8,0,0,0,0,166,0,1
Keven Schlotterbeck,GER,DF,25,1997,0.2,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
Kevin Schade,GER,"FW,MF",20,2001,2.0,55,54,1,0,0,0,3,0,0,0,0,0,26,0,4
Kiliann Sildillia,FRA,"DF,MF",20,2002,22.0,1103,893,207,20,1,5,26,187,0,0,0,0,787,3,26
Kimberly Ezekwem,GER,DF,21,2001,0.1,8,7,1,0,0,0,0,1,0,0,0,0,6,0,0
Lucas Höler,GER,"FW,MF",28,1994,16.7,483,469,13,2,0,0,11,2,0,0,0,0,314,1,20
Lukas Kübler,GER,DF,29,1992,18.2,827,701,123,8,1,2,33,115,0,0,0,0,569,3,20
Manuel Gulde,GER,DF,31,1991,7.1,412,392,20,14,0,0,4,3,0,0,0,0,343,0,3
Mark Flekken,NED,GK,29,1993,34.0,1468,1138,324,93,0,15,0,0,0,0,0,0,1035,6,2
Matthias Ginter,GER,DF,28,1994,34.0,1903,1826,68,58,2,12,8,4,0,0,0,0,1566,9,10
Maximilian Eggestein,GER,MF,25,1996,27.2,864,852,9,9,2,2,12,0,0,0,0,0,660,3,31
Merlin Röhl,GER,"MF,FW",20,2002,0.6,18,18,0,0,0,0,0,0,0,0,0,0,13,0,2
Michael Gregoritsch,AUT,FW,28,1994,23.9,541,529,7,1,1,3,13,5,0,0,0,0,297,5,14
Nicolas Höfler,GER,MF,32,1990,31.3,1386,1284,97,50,1,4,1,1,0,0,0,0,1149,5,23
Nils Petersen,GER,FW,33,1988,3.1,74,72,2,0,0,0,0,0,0,0,0,0,33,0,1
Noah Weißhaupt,GER,"MF,DF",20,2001,4.7,162,156,5,2,1,3,15,3,0,0,0,0,111,1,7
Philipp Lienhart,AUT,DF,26,1996,27.8,1612,1519,90,47,3,21,1,17,0,0,0,0,1369,3,11
Ritsu Doan,JPN,"MF,FW",24,1998,26.9,625,616,5,1,4,5,30,1,3,1,2,0,437,4,33
Robert Wagner,GER,MF,19,2003,0.4,15,15,0,0,0,0,0,0,0,0,0,0,7,0,1
Roland Sallai,HUN,"MF,FW",25,1997,11.1,342,328,10,4,2,3,35,5,1,1,0,0,238,4,12
Vincenzo Grifo,ITA,"MF,FW",29,1993,26.8,1336,1155,174,80,5,16,135,16,67,39,19,0,977,7,27
Yannik Keitel,GER,MF,22,2000,7.6,245,234,11,9,0,2,4,0,0,0,0,0,189,0,4
