General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Christian Günter,GER,"DF,MF",29,1993,30.5,1,27,7,25.9,0.88,0.23,0.04,0.14,21.8,0,0,0,1.2,1.2,0.05,-0.2,-0.2
Daniel Kyereh,GHA,"MF,FW",26,1996,6.2,2,11,5,45.5,1.77,0.81,0.18,0.4,14.9,0,0,0,2.2,2.2,0.2,-0.2,-0.2
Hugo Siquet,BEL,DF,20,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jeong Woo-yeong,KOR,"MF,FW",22,1999,7.3,1,13,4,30.8,1.79,0.55,0.08,0.25,16.6,0,0,0,2.1,2.1,0.16,-1.1,-1.1
Jonathan Schmid,FRA,DF,32,1990,0.5,0,1,1,100.0,2.2,2.2,0.0,0.0,13.9,0,0,0,0.3,0.3,0.3,-0.3,-0.3
Kenneth Schmidt,GER,DF,20,2002,2.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Keven Schlotterbeck,GER,DF,25,1997,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Schade,GER,"FW,MF",20,2001,2.0,1,4,1,25.0,1.98,0.49,0.25,1.0,15.0,0,0,0,0.2,0.2,0.06,0.8,0.8
Kiliann Sildillia,FRA,"DF,MF",20,2002,22.0,0,10,0,0.0,0.46,0.0,0.0,,19.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Kimberly Ezekwem,GER,DF,21,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lucas Höler,GER,"FW,MF",28,1994,16.7,5,30,15,50.0,1.8,0.9,0.17,0.33,14.2,0,0,0,3.3,3.3,0.11,1.7,1.7
Lukas Kübler,GER,DF,29,1992,18.2,2,9,4,44.4,0.49,0.22,0.22,0.5,12.2,0,0,0,0.9,0.9,0.1,1.1,1.1
Manuel Gulde,GER,DF,31,1991,7.1,1,2,1,50.0,0.28,0.14,0.5,1.0,6.1,0,0,0,0.7,0.7,0.35,0.3,0.3
Mark Flekken,NED,GK,29,1993,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Matthias Ginter,GER,DF,28,1994,34.0,4,21,11,52.4,0.62,0.32,0.19,0.36,11.1,0,0,0,1.9,1.9,0.09,2.1,2.1
Maximilian Eggestein,GER,MF,25,1996,27.2,1,16,4,25.0,0.59,0.15,0.06,0.25,21.6,0,0,0,0.9,0.9,0.06,0.1,0.1
Merlin Röhl,GER,"MF,FW",20,2002,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Michael Gregoritsch,AUT,FW,28,1994,23.9,10,67,38,56.7,2.8,1.59,0.15,0.26,14.6,1,0,0,10.0,10.0,0.15,0.0,0.0
Nicolas Höfler,GER,MF,32,1990,31.3,0,21,4,19.0,0.67,0.13,0.0,0.0,14.9,0,0,0,1.7,1.7,0.08,-1.7,-1.7
Nils Petersen,GER,FW,33,1988,3.1,1,9,2,22.2,2.92,0.65,0.11,0.5,17.7,0,0,0,1.2,1.2,0.13,-0.2,-0.2
Noah Weißhaupt,GER,"MF,DF",20,2001,4.7,0,2,1,50.0,0.42,0.21,0.0,0.0,14.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Philipp Lienhart,AUT,DF,26,1996,27.8,1,17,3,17.6,0.61,0.11,0.06,0.33,16.4,0,0,0,1.4,1.4,0.08,-0.4,-0.4
Ritsu Doan,JPN,"MF,FW",24,1998,26.9,5,57,27,47.4,2.12,1.0,0.09,0.19,17.3,0,0,0,7.0,7.0,0.12,-2.0,-2.0
Robert Wagner,GER,MF,19,2003,0.4,0,2,0,0.0,4.74,0.0,0.0,,17.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Roland Sallai,HUN,"MF,FW",25,1997,11.1,1,31,11,35.5,2.78,0.99,0.03,0.09,17.5,0,0,0,2.6,2.6,0.08,-1.6,-1.6
Vincenzo Grifo,ITA,"MF,FW",29,1993,26.8,15,58,25,43.1,2.17,0.93,0.14,0.32,22.6,15,7,8,10.3,3.9,0.07,4.7,4.1
Yannik Keitel,GER,MF,22,2000,7.6,0,4,3,75.0,0.53,0.4,0.0,0.0,16.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
