General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Ado Onaiwu,JPN,"MF,FW",29-098,1995,19,5,554,6.2,2,0,2,2,0,0,0,1,3.2,3.2,0.4,3.7,10,17,58,0.32,0.0,0.32,0.32,0.32,0.52,0.07,0.59,0.52,0.59
Aristide Zossou,CIV,MF,19-245,2005,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assane Dioussé,SEN,MF,27-147,1997,9,2,214,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,15,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Ben Viadere,FRA,MF,19-165,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.85
Clément Akpa,CIV,DF,23-082,2001,19,17,1501,16.7,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,20,54,23,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Donovan Léon,GUF,GK,32-103,1992,19,19,1710,19.0,0,2,2,0,0,0,2,0,0.0,0.0,0.4,0.4,0,1,0,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02
Elisha Owusu,GHA,MF,27-099,1997,20,20,1725,19.2,1,3,4,1,0,0,5,0,0.3,0.3,0.8,1.1,5,60,26,0.05,0.16,0.21,0.05,0.21,0.02,0.04,0.06,0.02,0.06
Eros Maddy,NED,DF,24-009,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Ayé,FRA,FW,28-026,1997,16,4,402,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,4,22,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.11,0.09,0.11
Fredrik Oppegard,NOR,DF,22-191,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Osho,NGA,DF,26-184,1998,14,14,1114,12.4,1,0,1,1,0,0,1,1,0.8,0.8,0.0,0.8,10,31,1,0.08,0.0,0.08,0.08,0.08,0.06,0.0,0.06,0.06,0.06
Gaëtan Perrin,FRA,"MF,FW",28-252,1996,21,18,1539,17.1,5,6,11,5,0,0,1,0,3.3,3.3,4.8,8.1,33,74,77,0.29,0.35,0.64,0.29,0.64,0.19,0.28,0.47,0.19,0.47
Gideon Mensah,GHA,DF,26-211,1998,16,15,1372,15.2,0,1,1,0,0,0,2,0,0.2,0.2,1.9,2.1,32,65,60,0.0,0.07,0.07,0.0,0.07,0.01,0.13,0.14,0.01,0.14
