General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alex Mighten,ENG,FW,20,2002,0.1,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
André Ayew,GHA,"FW,MF",32,1989,3.5,53,73,72.6,686,146,38,46,82.6,13,21,61.9,0,1,0.0,0,0.0,0.0,0.0,1,3,1,0,11
Brennan Johnson,WAL,"FW,MF",21,2001,32.6,291,505,57.6,4220,809,155,223,69.5,103,177,58.2,15,34,44.1,3,3.2,1.9,-0.2,28,12,18,6,30
Cafú,POR,MF,29,1993,0.1,2,2,100.0,45,41,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Cheikhou Kouyaté,SEN,MF,32,1989,9.8,185,246,75.2,2908,882,90,120,75.0,62,74,83.8,18,25,72.0,0,0.7,0.3,-0.7,7,13,2,0,19
Chris Wood,NZL,FW,30,1991,4.1,43,71,60.6,581,139,26,43,60.5,14,22,63.6,1,2,50.0,0,0.2,0.1,-0.2,3,5,2,0,7
Danilo,BRA,MF,21,2001,10.8,148,235,63.0,2539,979,77,97,79.4,53,73,72.6,16,34,47.1,2,0.7,0.6,1.3,9,24,7,0,34
Dean Henderson,ENG,GK,25,1997,18.0,425,671,63.3,12543,8838,80,80,100.0,186,188,98.9,159,400,39.8,0,0.0,0.0,0.0,0,11,1,0,0
Emmanuel Dennis,NGA,"FW,MF",24,1997,8.0,124,183,67.8,1860,382,72,93,77.4,40,58,69.0,8,11,72.7,2,0.6,0.4,1.4,7,7,4,2,17
Felipe,BRA,DF,33,1989,15.8,411,568,72.4,7998,3250,154,187,82.4,198,240,82.5,50,112,44.6,1,0.9,0.8,0.1,7,17,2,0,22
Giulian Biancone,FRA,DF,22,2000,0.2,15,21,71.4,253,126,6,7,85.7,8,10,80.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
Gustavo Scarpa,BRA,"MF,FW",28,1994,2.0,51,78,65.4,1112,454,16,19,84.2,26,31,83.9,8,18,44.4,0,0.0,0.0,0.0,1,10,0,0,12
Harry Toffolo,ENG,DF,26,1995,10.4,242,387,62.5,3806,1892,136,166,81.9,92,148,62.2,11,47,23.4,0,0.8,0.9,-0.8,5,14,7,4,29
Jack Colback,ENG,MF,32,1989,5.5,119,143,83.2,1936,446,61,71,85.9,48,55,87.3,8,11,72.7,0,0.2,0.2,-0.2,2,12,3,1,16
Jesse Lingard,ENG,"FW,MF",29,1992,10.3,236,297,79.5,3558,897,121,137,88.3,88,104,84.6,14,28,50.0,0,0.7,0.5,-0.7,11,27,7,1,33
Joe Worrall,ENG,DF,25,1997,24.7,891,1157,77.0,18605,7188,265,322,82.3,475,560,84.8,143,250,57.2,0,0.8,0.6,-0.8,5,75,6,0,67
