General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alex Mighten,ENG,FW,20,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
André Ayew,GHA,"FW,MF",32,1989,3.5,0,3,1,33.3,0.85,0.28,0.0,0.0,19.3,0,0,1,1.0,0.3,0.09,-1.0,-0.3
Brennan Johnson,WAL,"FW,MF",21,2001,32.6,8,52,24,46.2,1.6,0.74,0.13,0.29,16.6,0,1,3,8.6,6.2,0.12,-0.6,0.8
Cafú,POR,MF,29,1993,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Cheikhou Kouyaté,SEN,MF,32,1989,9.8,1,6,5,83.3,0.61,0.51,0.17,0.2,19.4,0,0,0,0.4,0.4,0.06,0.6,0.6
Chris Wood,NZL,FW,30,1991,4.1,1,3,1,33.3,0.73,0.24,0.33,1.0,8.2,0,0,0,1.0,1.0,0.32,0.0,0.0
Danilo,BRA,MF,21,2001,10.8,3,15,4,26.7,1.38,0.37,0.2,0.75,20.4,0,0,0,1.5,1.5,0.1,1.5,1.5
Dean Henderson,ENG,GK,25,1997,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Emmanuel Dennis,NGA,"FW,MF",24,1997,8.0,2,21,7,33.3,2.62,0.87,0.1,0.29,13.2,2,0,0,1.9,1.9,0.09,0.1,0.1
Felipe,BRA,DF,33,1989,15.8,0,13,1,7.7,0.83,0.06,0.0,0.0,9.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2
Giulian Biancone,FRA,DF,22,2000,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Gustavo Scarpa,BRA,"MF,FW",28,1994,2.0,0,7,1,14.3,3.48,0.5,0.0,0.0,26.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Harry Toffolo,ENG,DF,26,1995,10.4,0,6,2,33.3,0.57,0.19,0.0,0.0,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Jack Colback,ENG,MF,32,1989,5.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jesse Lingard,ENG,"FW,MF",29,1992,10.3,0,10,2,20.0,0.98,0.2,0.0,0.0,19.3,0,0,0,1.0,1.0,0.1,-1.0,-1.0
Joe Worrall,ENG,DF,25,1997,24.7,1,7,2,28.6,0.28,0.08,0.14,0.5,12.2,0,0,0,0.8,0.8,0.11,0.2,0.2
Jonjo Shelvey,ENG,MF,30,1992,6.0,0,6,0,0.0,1.0,0.0,0.0,,24.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Keylor Navas,CRC,GK,35,1986,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Lewis O'Brien,ENG,MF,23,1998,6.5,1,7,2,28.6,1.08,0.31,0.14,0.5,23.8,0,0,0,0.3,0.3,0.05,0.7,0.7
Morgan Gibbs-White,ENG,"MF,FW",22,2000,33.0,5,57,19,33.3,1.73,0.58,0.05,0.16,20.0,3,2,2,6.0,4.4,0.08,-1.0,-1.4
Moussa Niakhate,SEN,DF,26,1996,12.9,0,6,3,50.0,0.46,0.23,0.0,0.0,12.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6
Neco Williams,WAL,DF,21,2001,20.9,1,25,7,28.0,1.2,0.33,0.04,0.14,21.2,2,0,0,1.3,1.3,0.05,-0.3,-0.3
Orel Mangala,BEL,MF,24,1998,17.2,1,9,3,33.3,0.52,0.17,0.11,0.33,20.7,0,0,0,0.6,0.6,0.06,0.4,0.4
Remo Freuler,SUI,MF,30,1992,24.0,0,8,1,12.5,0.33,0.04,0.0,0.0,20.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Renan Lodi,BRA,DF,24,1998,24.6,0,15,0,0.0,0.61,0.0,0.0,,19.9,2,0,0,1.0,1.0,0.06,-1.0,-1.0
Ryan Yates,ENG,MF,24,1997,20.4,0,26,5,19.2,1.27,0.24,0.0,0.0,16.8,0,0,0,2.3,2.3,0.09,-2.3,-2.3
Sam Surridge,ENG,FW,24,1998,3.6,1,9,2,22.2,2.51,0.56,0.11,0.5,11.6,0,0,0,1.8,1.8,0.2,-0.8,-0.8
Scott McKenna,SCO,DF,25,1996,17.5,0,2,0,0.0,0.11,0.0,0.0,,8.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Serge Aurier,CIV,DF,29,1992,21.6,1,9,3,33.3,0.42,0.14,0.11,0.33,16.2,0,0,0,0.8,0.8,0.09,0.2,0.2
Steve Cook,ENG,DF,31,1991,10.6,0,3,0,0.0,0.28,0.0,0.0,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Taiwo Awoniyi,NGA,FW,24,1997,15.6,10,35,15,42.9,2.24,0.96,0.29,0.67,11.8,0,0,0,6.6,6.6,0.19,3.4,3.4
Wayne Hennessey,WAL,GK,35,1987,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Willy Boly,CIV,DF,31,1991,7.6,0,2,1,50.0,0.26,0.13,0.0,0.0,16.7,0,0,0,0.0,0.0,0.02,0.0,0.0
