General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alex Mighten,ENG,FW,20,2002,1,8,8,0.2,0.1,0,,0,1,8,5,0.0,0,0,0,0.0,0.79,0.0,0.2,-0.2,-2.55,-1.9
André Ayew,GHA,"FW,MF",32,1989,13,316,24,9.2,3.5,1,78,0,12,20,5,0.69,5,10,-5,-1.42,-0.7,4.7,7.2,-2.6,-0.73,-0.09
Brennan Johnson,WAL,"FW,MF",21,2001,38,2934,77,85.8,32.6,33,86,21,5,20,0,1.0,30,54,-24,-0.74,0.37,31.8,52.8,-20.9,-0.64,0.1
Cafú,POR,MF,29,1993,1,7,7,0.2,0.1,0,,0,1,7,1,3.0,0,0,0,0.0,0.79,0.0,0.2,-0.2,-2.58,-1.93
Cheikhou Kouyaté,SEN,MF,32,1989,21,882,42,25.8,9.8,10,68,1,11,18,1,1.05,9,23,-14,-1.43,-0.86,9.3,16.7,-7.4,-0.75,-0.13
Chris Wood,NZL,FW,30,1991,7,372,53,10.9,4.1,5,71,0,2,9,0,0.86,3,6,-3,-0.73,0.07,3.1,7.4,-4.3,-1.04,-0.43
Dale Taylor,NIR,"FW,MF",18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Danilo,BRA,MF,21,2001,13,976,75,28.5,10.8,12,78,5,1,46,3,1.23,17,17,0,0.0,1.1,11.8,20.1,-8.3,-0.77,-0.15
Dean Henderson,ENG,GK,25,1997,18,1620,90,47.4,18.0,18,90,18,0,,0,1.11,15,31,-16,-0.89,-0.19,20.5,26.6,-6.1,-0.34,0.6
Emmanuel Dennis,NGA,"FW,MF",24,1997,19,720,38,21.1,8.0,6,72,0,13,22,12,0.26,7,17,-10,-1.25,-0.58,8.1,13.3,-5.2,-0.64,0.02
Felipe,BRA,DF,33,1989,16,1418,89,41.5,15.8,15,89,13,1,84,1,0.81,20,32,-12,-0.76,0.05,15.2,31.2,-16.0,-1.02,-0.62
George Shelvey,ENG,GK,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Giulian Biancone,FRA,DF,22,2000,2,17,9,0.5,0.2,0,,0,2,9,8,0.5,0,1,-1,-5.29,-4.53,0.3,0.5,-0.3,-1.38,-0.73
Gustavo Scarpa,BRA,"MF,FW",28,1994,6,181,30,5.3,2.0,2,55,0,4,18,3,1.17,1,1,0,0.0,0.83,2.4,2.8,-0.4,-0.2,0.48
Harry Toffolo,ENG,DF,26,1995,19,940,49,27.5,10.4,9,86,7,10,16,10,1.0,7,17,-10,-0.96,-0.23,9.5,18.7,-9.2,-0.88,-0.31
Jack Colback,ENG,MF,32,1989,11,497,45,14.5,5.5,4,77,2,7,27,7,1.36,3,11,-8,-1.45,-0.77,4.7,9.7,-5.0,-0.91,-0.3
Jesse Lingard,ENG,"FW,MF",29,1992,17,923,54,27.0,10.3,12,70,2,5,16,12,0.71,8,17,-9,-0.88,-0.12,10.4,15.2,-4.9,-0.47,0.25
Joe Worrall,ENG,DF,25,1997,30,2224,74,65.0,24.7,21,89,20,9,40,8,1.1,26,44,-18,-0.73,0.17,26.6,43.6,-16.9,-0.69,-0.08
Jonjo Shelvey,ENG,MF,30,1992,8,540,68,15.8,6.0,6,78,2,2,35,2,0.25,4,10,-6,-1.0,-0.25,4.0,10.7,-6.7,-1.12,-0.55
Jordan Smith,ENG,GK,27,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,
Keylor Navas,CRC,GK,35,1986,17,1529,90,44.7,17.0,17,90,16,0,,0,0.94,21,32,-11,-0.65,0.26,15.8,32.4,-16.6,-0.98,-0.58
Lewis O'Brien,ENG,MF,23,1998,13,584,45,17.1,6.5,6,77,3,7,17,2,0.92,5,14,-9,-1.39,-0.72,6.7,13.7,-7.0,-1.08,-0.51
Loïc Bade,FRA,DF,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Loïc Mbe Soh,FRA,DF,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Lyle Taylor,MSR,FW,32,1990,0,,,,,0,,0,0,,2,,,,,,,,,,,
Morgan Gibbs-White,ENG,"MF,FW",22,2000,35,2971,85,86.9,33.0,34,87,26,1,30,0,1.0,37,59,-22,-0.67,0.94,36.0,54.7,-18.7,-0.57,0.69
Moussa Niakhate,SEN,DF,26,1996,14,1163,83,34.0,12.9,14,83,11,0,,1,1.07,15,21,-6,-0.46,0.49,11.7,23.2,-11.5,-0.89,-0.36
Neco Williams,WAL,DF,21,2001,31,1882,61,55.0,20.9,20,85,15,11,16,2,0.94,18,41,-23,-1.1,-0.69,22.6,38.8,-16.2,-0.77,-0.26
Oliver Hammond,WAL,MF,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Orel Mangala,BEL,MF,24,1998,27,1550,57,45.3,17.2,20,70,5,7,20,5,1.19,22,24,-2,-0.12,1.23,19.6,28.9,-9.3,-0.54,0.21
Remo Freuler,SUI,MF,30,1992,28,2161,77,63.2,24.0,24,84,16,4,38,8,0.82,17,47,-30,-1.25,-1.25,22.9,41.5,-18.5,-0.77,-0.31
Renan Lodi,BRA,DF,24,1998,28,2214,79,64.7,24.6,26,83,16,2,25,2,1.11,29,48,-19,-0.77,0.05,27.0,41.1,-14.1,-0.57,0.23
Ryan Yates,ENG,MF,24,1997,26,1837,71,53.7,20.4,21,81,14,5,27,0,1.04,22,36,-14,-0.69,0.22,22.1,29.0,-6.9,-0.34,0.69
Sam Surridge,ENG,FW,24,1998,20,323,16,9.4,3.6,1,62,0,19,14,16,1.15,5,5,0,0.0,0.87,5.8,8.4,-2.6,-0.72,-0.07
Scott McKenna,SCO,DF,25,1996,20,1571,79,45.9,17.5,19,82,16,1,16,5,0.85,14,32,-18,-1.03,-0.45,18.8,28.5,-9.7,-0.56,0.18
Serge Aurier,CIV,DF,29,1992,24,1943,81,56.8,21.6,22,84,16,2,45,0,1.38,24,31,-7,-0.32,1.08,22.7,32.7,-10.0,-0.46,0.45
Steve Cook,ENG,DF,31,1991,12,957,80,28.0,10.6,11,86,8,1,12,7,0.83,7,21,-14,-1.32,-0.73,10.5,14.9,-4.5,-0.42,0.33
Taiwo Awoniyi,NGA,FW,24,1997,27,1404,52,41.1,15.6,17,71,0,10,19,2,0.93,19,29,-10,-0.64,0.25,17.9,25.9,-8.1,-0.52,0.24
Wayne Hennessey,WAL,GK,35,1987,4,271,68,7.9,3.0,3,90,3,1,1,33,1.25,2,5,-3,-1.0,-0.22,3.1,5.2,-2.2,-0.72,-0.07
Willy Boly,CIV,DF,31,1991,11,685,62,20.0,7.6,9,74,5,2,11,9,1.64,6,10,-4,-0.53,0.33,6.8,10.2,-3.5,-0.46,0.25
