General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alex Mighten,ENG,FW,20,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
André Ayew,GHA,"FW,MF",32,1989,3.5,73,68,5,0,0,0,1,0,1,0,0,0,53,0,0
Brennan Johnson,WAL,"FW,MF",21,2001,32.6,505,480,23,0,0,2,58,4,1,1,0,0,291,2,27
Cafú,POR,MF,29,1993,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Cheikhou Kouyaté,SEN,MF,32,1989,9.8,246,241,4,4,0,1,0,0,0,0,0,0,185,1,7
Chris Wood,NZL,FW,30,1991,4.1,71,71,0,0,1,1,0,0,0,0,0,0,43,0,0
Danilo,BRA,MF,21,2001,10.8,235,225,7,0,2,1,3,2,0,0,0,0,148,3,18
Dean Henderson,ENG,GK,25,1997,18.0,671,455,214,58,0,0,0,0,0,0,0,0,425,2,0
Emmanuel Dennis,NGA,"FW,MF",24,1997,8.0,183,178,4,0,0,0,11,3,0,0,0,0,124,1,14
Felipe,BRA,DF,33,1989,15.8,568,545,20,13,0,3,2,7,0,0,0,0,411,3,11
Giulian Biancone,FRA,DF,22,2000,0.2,21,19,2,0,0,0,1,2,0,0,0,0,15,0,0
Gustavo Scarpa,BRA,"MF,FW",28,1994,2.0,78,72,6,0,1,2,4,3,2,0,1,0,51,0,5
Harry Toffolo,ENG,DF,26,1995,10.4,387,313,72,5,0,1,29,65,2,2,0,0,242,2,12
Jack Colback,ENG,MF,32,1989,5.5,143,139,4,2,0,0,1,1,0,0,0,0,119,0,3
Jesse Lingard,ENG,"FW,MF",29,1992,10.3,297,271,24,7,1,4,5,8,0,0,0,0,236,2,5
Joe Worrall,ENG,DF,25,1997,24.7,1157,1058,97,33,0,8,3,58,0,0,0,0,891,2,9
Jonjo Shelvey,ENG,MF,30,1992,6.0,302,271,31,27,3,6,13,1,0,0,0,0,221,0,1
Keylor Navas,CRC,GK,35,1986,17.0,534,312,217,66,0,0,0,0,0,0,0,0,306,5,0
Lewis O'Brien,ENG,MF,23,1998,6.5,214,207,7,4,0,0,4,3,0,0,0,0,166,0,4
Morgan Gibbs-White,ENG,"MF,FW",22,2000,33.0,1078,891,171,62,16,8,161,5,94,43,44,1,659,16,30
Moussa Niakhate,SEN,DF,26,1996,12.9,391,293,98,8,0,0,2,90,0,0,0,0,265,0,8
Neco Williams,WAL,DF,21,2001,20.9,840,651,182,28,3,7,89,141,13,7,6,0,533,7,38
Orel Mangala,BEL,MF,24,1998,17.2,514,508,4,3,1,1,6,0,0,0,0,0,411,2,11
Remo Freuler,SUI,MF,30,1992,24.0,836,812,23,20,0,2,5,2,0,0,0,0,664,1,17
Renan Lodi,BRA,DF,24,1998,24.6,877,684,189,44,0,3,75,130,15,12,2,0,583,4,29
Ryan Yates,ENG,MF,24,1997,20.4,592,526,62,12,0,6,8,3,0,0,0,0,455,4,17
Sam Surridge,ENG,FW,24,1998,3.6,81,77,3,0,0,0,3,0,0,0,0,0,40,1,3
Scott McKenna,SCO,DF,25,1996,17.5,727,691,32,11,0,3,2,21,0,0,0,0,569,4,2
Serge Aurier,CIV,DF,29,1992,21.6,943,758,183,16,1,0,40,167,0,0,0,0,667,2,28
Steve Cook,ENG,DF,31,1991,10.6,459,445,13,11,0,6,1,2,0,0,0,0,369,1,2
Taiwo Awoniyi,NGA,FW,24,1997,15.6,223,220,3,0,2,1,3,1,0,0,0,0,143,0,9
Wayne Hennessey,WAL,GK,35,1987,3.0,99,63,34,9,0,0,0,0,0,0,0,0,61,2,0
Willy Boly,CIV,DF,31,1991,7.6,258,254,4,3,0,0,0,1,0,0,0,0,194,0,3
