General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Aaron Wan-Bissaka,ENG,DF,24,1997,19,1435,76,42.0,15.9,16,87,12,3,15,7,2.21,28,10,18,1.13,1.26,35.0,19.3,15.7,0.98,0.91
Alejandro Garnacho,ARG,"FW,MF",18,2004,19,569,30,16.6,6.3,5,56,0,14,21,9,2.05,16,13,3,0.47,0.1,16.9,8.2,8.6,1.37,1.09
Anthony Elanga,SWE,FW,20,2002,16,426,27,12.5,4.7,5,59,0,11,12,11,2.13,8,2,6,1.27,1.0,9.5,4.7,4.8,1.01,0.63
Anthony Martial,FRA,FW,26,1995,21,978,47,28.6,10.9,11,64,0,10,28,0,2.19,16,8,8,0.74,0.48,21.5,13.7,7.8,0.72,0.37
Antony,BRA,FW,22,2000,25,1802,72,52.7,20.0,23,76,6,2,30,0,1.88,29,21,8,0.4,0.01,32.5,25.2,7.3,0.36,-0.19
Brandon Williams,ENG,DF,21,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,
Bruno Fernandes,POR,"MF,FW",27,1994,37,3316,90,97.0,36.8,37,90,33,0,,0,2.03,57,39,18,0.49,3.08,65.9,49.2,16.7,0.45,-0.04
Casemiro,BRA,MF,30,1992,28,2124,76,62.1,23.6,24,85,18,4,22,0,2.11,37,21,16,0.68,0.75,45.6,26.0,19.7,0.83,1.0
Christian Eriksen,DEN,MF,30,1992,28,2048,73,59.9,22.8,25,80,7,3,14,1,2.14,33,25,8,0.35,-0.11,36.6,26.0,10.7,0.47,0.03
Cristiano Ronaldo,POR,FW,37,1985,10,525,53,15.4,5.8,4,85,3,6,31,2,1.9,6,8,-2,-0.34,-0.87,6.0,5.8,0.2,0.03,-0.5
David de Gea,ESP,GK,31,1990,38,3420,90,100.0,38.0,38,90,38,0,,0,1.97,58,43,15,0.39,,67.7,50.4,17.3,0.45,
Diogo Dalot,POR,DF,23,1999,26,2154,83,63.0,23.9,24,89,21,2,13,6,1.77,32,34,-2,-0.08,-1.29,37.6,34.6,2.9,0.12,-0.9
Donny van de Beek,NED,MF,25,1997,7,167,24,4.9,1.9,2,55,0,5,12,4,1.71,3,3,0,0.0,-0.42,2.4,1.5,0.9,0.46,0.0
Facundo Pellistri,URU,"FW,MF",20,2001,4,64,16,1.9,0.7,0,,0,4,16,19,1.25,2,1,1,1.41,1.03,1.3,1.0,0.3,0.47,0.02
