General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Fred,BRA,MF,29,1993,35,1249,36,36.5,13.9,12,74,6,23,16,3,1.97,24,22,2,0.14,-0.39,27.7,22.2,5.6,0.4,-0.08
Harry Maguire,ENG,DF,29,1993,16,767,48,22.4,8.5,8,90,8,8,6,15,2.5,15,7,8,0.94,0.7,18.5,10.8,7.7,0.9,0.58
Jack Butland,ENG,GK,29,1993,0,,,,,0,,0,0,,12,,,,,,,,,,,
Jadon Sancho,ENG,"FW,MF",22,2000,26,1686,65,49.3,18.7,21,74,4,5,28,4,1.92,30,18,12,0.64,0.48,37.8,24.8,13.0,0.69,0.47
James Garner,ENG,MF,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Kobbie Mainoo,ENG,MF,17,2005,1,11,11,0.3,0.1,0,,0,1,11,7,3.0,0,0,0,0.0,-0.4,0.6,0.3,0.3,2.37,1.92
Lisandro Martínez,ARG,DF,24,1998,27,2114,78,61.8,23.5,24,87,19,3,11,0,1.85,35,33,2,0.09,-0.81,36.3,32.3,4.0,0.17,-0.75
Luke Shaw,ENG,DF,27,1995,31,2552,82,74.6,28.4,30,84,24,1,45,4,1.74,43,35,8,0.28,-0.44,45.3,38.0,7.3,0.26,-0.78
Marc Jurado,ESP,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Marcel Sabitzer,AUT,MF,28,1994,11,627,57,18.3,7.0,7,81,2,4,14,1,1.73,11,7,4,0.57,0.22,12.8,11.4,1.4,0.2,-0.31
Marcus Rashford,ENG,FW,24,1997,35,2879,82,84.2,32.0,32,86,19,3,42,0,1.89,48,39,9,0.28,-0.72,53.7,43.8,9.9,0.31,-0.91
Martin Dúbravka,SVK,GK,33,1989,0,,,,,0,,0,0,,4,,,,,,,,,,,
Matej Kovar,CZE,GK,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nathan Bishop,ENG,GK,22,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Raphaël Varane,FRA,DF,29,1993,24,1911,80,55.9,21.2,22,85,16,2,23,6,1.96,28,22,6,0.28,-0.25,33.3,26.8,6.5,0.31,-0.34
Rhys Bennett,ENG,DF,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Scott McTominay,SCO,MF,25,1996,24,1160,48,33.9,12.9,10,85,7,14,22,2,2.0,17,20,-3,-0.23,-0.95,19.1,22.5,-3.4,-0.27,-1.09
Shola Shoretire,ENG,MF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Tom Heaton,ENG,GK,36,1986,0,,,,,0,,0,0,,23,,,,,,,,,,,
Tyrell Malacia,NED,DF,22,1999,22,1396,63,40.8,15.5,14,84,10,8,27,15,2.0,22,14,8,0.52,0.2,29.5,19.2,10.4,0.67,0.36
Victor Lindelöf,SWE,DF,28,1994,20,1365,68,39.9,15.2,14,90,13,6,18,10,1.95,29,16,13,0.86,0.77,35.3,20.4,14.9,0.98,0.88
Wout Weghorst,NED,"FW,MF",29,1992,17,797,47,23.3,8.9,10,67,3,7,18,3,1.65,11,11,0,0.0,-0.51,15.4,14.7,0.7,0.07,-0.5
Zidane Iqbal,IRQ,MF,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,
