General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Aaron Wan-Bissaka,ENG,DF,24,1997,15.9,40,25,20,17,3,23,25,92.0,2,24,8,16,22,62,41,0
Alejandro Garnacho,ARG,"FW,MF",18,2004,6.3,5,2,2,0,3,1,11,9.1,10,5,0,5,5,10,3,0
Anthony Elanga,SWE,FW,20,2002,4.7,3,0,0,2,1,1,2,50.0,1,4,0,4,2,5,4,0
Anthony Martial,FRA,FW,26,1995,10.9,5,3,0,2,3,1,4,25.0,3,11,2,9,1,6,4,0
Antony,BRA,FW,22,2000,20.0,22,9,9,9,4,8,28,28.6,20,18,0,18,11,33,6,0
Bruno Fernandes,POR,"MF,FW",27,1994,36.8,68,42,24,25,19,30,71,42.3,41,37,5,32,25,93,40,1
Casemiro,BRA,MF,30,1992,23.6,88,46,43,35,10,47,92,51.1,45,49,11,38,34,122,64,0
Christian Eriksen,DEN,MF,30,1992,22.8,22,18,10,7,5,10,33,30.3,23,23,9,14,11,33,20,1
Cristiano Ronaldo,POR,FW,37,1985,5.8,2,2,1,0,1,1,2,50.0,1,0,0,0,1,3,9,0
David de Gea,ESP,GK,31,1990,38.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,15,3
Diogo Dalot,POR,DF,23,1999,23.9,54,41,40,13,1,33,45,73.3,12,25,7,18,37,91,55,2
Donny van de Beek,NED,MF,25,1997,1.9,0,0,0,0,0,0,1,0.0,1,2,1,1,1,1,1,0
Facundo Pellistri,URU,"FW,MF",20,2001,0.7,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0
Fred,BRA,MF,29,1993,13.9,47,30,24,20,3,15,38,39.5,23,38,2,36,19,66,19,0
Harry Maguire,ENG,DF,29,1993,8.5,8,6,6,1,1,4,5,80.0,1,18,11,7,13,21,41,0
Jadon Sancho,ENG,"FW,MF",22,2000,18.7,16,10,7,5,4,8,28,28.6,20,25,2,23,7,23,6,0
Kobbie Mainoo,ENG,MF,17,2005,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Lisandro Martínez,ARG,DF,24,1998,23.5,54,28,33,18,3,30,43,69.8,13,51,27,24,33,87,103,0
Luke Shaw,ENG,DF,27,1995,28.4,55,36,31,22,2,32,46,69.6,14,51,17,34,36,91,55,2
Marcel Sabitzer,AUT,MF,28,1994,7.0,12,8,3,8,1,2,11,18.2,9,6,2,4,8,20,11,0
Marcus Rashford,ENG,FW,24,1997,32.0,20,10,7,8,5,9,24,37.5,15,31,4,27,7,27,14,0
Raphaël Varane,FRA,DF,29,1993,21.2,24,9,18,6,0,7,17,41.2,10,24,17,7,11,35,91,0
Scott McTominay,SCO,MF,25,1996,12.9,32,19,16,10,6,13,22,59.1,9,15,6,9,14,46,45,1
Tyrell Malacia,NED,DF,22,1999,15.5,46,33,33,12,1,14,25,56.0,11,13,3,10,25,71,49,0
Victor Lindelöf,SWE,DF,28,1994,15.2,22,17,10,9,3,9,17,52.9,8,18,9,9,21,43,63,1
Wout Weghorst,NED,"FW,MF",29,1992,8.9,11,5,6,1,4,2,9,22.2,7,7,2,5,7,18,9,0
