General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Aaron Wan-Bissaka,ENG,DF,24,1997,15.9,706,840,84.0,9538,3292,448,483,92.8,194,240,80.8,28,44,63.6,0,1.0,0.9,-1.0,15,48,10,2,55
Alejandro Garnacho,ARG,"FW,MF",18,2004,6.3,150,187,80.2,1802,233,113,131,86.3,27,30,90.0,4,5,80.0,2,1.0,0.9,1.0,3,2,2,0,12
Anthony Elanga,SWE,FW,20,2002,4.7,95,130,73.1,1201,298,65,86,75.6,23,32,71.9,3,3,100.0,1,0.9,1.0,0.1,6,3,3,0,8
Anthony Martial,FRA,FW,26,1995,10.9,263,328,80.2,3259,910,173,198,87.4,61,73,83.6,9,14,64.3,2,1.4,1.4,0.6,12,14,13,0,35
Antony,BRA,FW,22,2000,20.0,651,819,79.5,8497,1915,439,495,88.7,146,197,74.1,31,51,60.8,2,2.9,2.4,-0.9,28,29,33,2,74
Bruno Fernandes,POR,"MF,FW",27,1994,36.8,1498,2030,73.8,25425,8933,767,897,85.5,495,633,78.2,181,331,54.7,8,16.7,10.7,-8.7,119,148,89,10,263
Casemiro,BRA,MF,30,1992,23.6,1114,1439,77.4,19801,7351,515,614,83.9,446,545,81.8,126,204,61.8,3,3.1,3.9,-0.1,28,136,23,4,152
Christian Eriksen,DEN,MF,30,1992,22.8,1203,1485,81.0,19681,6193,629,700,89.9,429,502,85.5,105,198,53.0,8,4.2,3.4,3.8,36,149,27,5,164
Cristiano Ronaldo,POR,FW,37,1985,5.8,121,162,74.7,1412,258,85,97,87.6,27,39,69.2,1,5,20.0,0,0.4,0.2,-0.4,6,7,1,0,12
David de Gea,ESP,GK,31,1990,38.0,866,1218,71.1,22585,16134,199,199,100.0,402,410,98.0,260,596,43.6,0,0.1,0.2,-0.1,1,7,1,0,0
Diogo Dalot,POR,DF,23,1999,23.9,1141,1441,79.2,20816,6349,468,527,88.8,543,639,85.0,113,205,55.1,2,1.9,1.5,0.1,29,82,28,13,92
Donny van de Beek,NED,MF,25,1997,1.9,46,61,75.4,502,115,31,34,91.2,8,8,100.0,1,2,50.0,0,0.1,0.1,-0.1,3,0,4,0,6
Facundo Pellistri,URU,"FW,MF",20,2001,0.7,15,16,93.8,180,17,8,9,88.9,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Fred,BRA,MF,29,1993,13.9,618,781,79.1,9392,2767,344,398,86.4,197,234,84.2,48,77,62.3,2,2.9,1.8,-0.9,30,65,11,2,76
Harry Maguire,ENG,DF,29,1993,8.5,491,577,85.1,9892,3056,147,165,89.1,276,304,90.8,58,93,62.4,0,0.0,0.1,0.0,1,31,0,0,26
Jadon Sancho,ENG,"FW,MF",22,2000,18.7,647,776,83.4,7890,1794,450,504,89.3,140,164,85.4,15,26,57.7,3,5.0,4.1,-2.0,43,23,40,1,76
Kobbie Mainoo,ENG,MF,17,2005,0.1,7,8,87.5,83,31,5,6,83.3,2,2,100.0,0,0,,0,0.0,0.1,0.0,0,1,1,0,1
Lisandro Martínez,ARG,DF,24,1998,23.5,1330,1528,87.0,23895,8188,532,568,93.7,683,728,93.8,96,193,49.7,0,0.3,1.0,-0.3,6,92,5,0,83
Luke Shaw,ENG,DF,27,1995,28.4,1757,2098,83.7,27648,10568,962,1047,91.9,641,732,87.6,112,205,54.6,2,3.6,2.9,-1.6,34,169,28,14,140
Marcel Sabitzer,AUT,MF,28,1994,7.0,237,307,77.2,3577,1123,129,157,82.2,80,97,82.5,15,22,68.2,1,0.9,1.3,0.1,10,30,7,1,38
Marcus Rashford,ENG,FW,24,1997,32.0,627,817,76.7,8886,2180,409,480,85.2,146,187,78.1,41,64,64.1,5,3.4,2.8,1.6,30,38,53,2,88
Raphaël Varane,FRA,DF,29,1993,21.2,954,1106,86.3,17988,5712,319,355,89.9,551,597,92.3,72,128,56.3,0,0.2,0.5,-0.2,4,82,3,0,63
Scott McTominay,SCO,MF,25,1996,12.9,355,432,82.2,5433,1549,194,224,86.6,122,141,86.5,25,36,69.4,0,0.6,1.0,-0.6,8,32,5,1,33
Tyrell Malacia,NED,DF,22,1999,15.5,694,802,86.5,10156,2981,429,463,92.7,205,232,88.4,35,60,58.3,0,0.7,0.7,-0.7,9,36,8,0,44
Victor Lindelöf,SWE,DF,28,1994,15.2,866,930,93.1,15313,4622,318,336,94.6,479,495,96.8,54,76,71.1,0,0.1,0.4,-0.1,3,35,2,0,36
Wout Weghorst,NED,"FW,MF",29,1992,8.9,151,207,72.9,1773,457,95,121,78.5,31,40,77.5,5,13,38.5,1,1.2,1.2,-0.2,14,8,1,0,17
