General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alejandro Alfaro,ESP,MF,20,2002,1,15,15,0.4,0.2,0,,0,1,15,1,0.0,0,0,0,0.0,0.98,0.0,0.4,-0.4,-2.24,-1.39
Axel Werner,ARG,GK,26,1996,2,180,90,5.3,2.0,2,90,2,0,,36,0.0,1,4,-3,-1.5,-0.56,1.7,3.0,-1.3,-0.66,0.21
Carlos Clerc,ESP,"DF,MF",30,1992,32,2639,82,77.2,29.3,31,84,21,1,22,5,0.72,24,50,-26,-0.89,0.38,29.1,50.7,-21.7,-0.74,0.51
Carmona,ESP,"MF,DF",20,2002,9,589,65,17.2,6.5,8,72,2,1,15,0,1.0,5,10,-5,-0.76,0.25,8.1,9.6,-1.5,-0.23,0.76
Diego González,ESP,DF,27,1995,16,958,60,28.0,10.6,8,85,5,8,35,16,0.5,8,23,-15,-1.41,-0.6,8.9,24.4,-15.6,-1.46,-0.84
Domingos Quina,POR,MF,22,1999,10,275,28,8.0,3.1,2,73,1,8,16,3,0.3,2,8,-6,-1.96,-1.08,2.9,7.8,-4.9,-1.6,-0.8
Enzo Roco,CHI,DF,29,1992,22,1652,75,48.3,18.4,19,80,11,3,42,12,0.59,16,36,-20,-1.09,-0.22,18.4,36.4,-18.1,-0.98,-0.25
Ezequiel Ponce,ARG,"FW,MF",25,1997,33,1122,34,32.8,12.5,8,68,1,25,23,3,0.58,14,17,-3,-0.24,1.09,16.2,24.4,-8.2,-0.66,0.3
Federico Fernández,ARG,DF,33,1989,1,90,90,2.6,1.0,1,90,1,0,,4,0.0,1,2,-1,-1.0,-0.03,1.1,0.9,0.3,0.29,1.18
Fidel,ESP,"MF,FW",32,1989,27,1714,63,50.1,19.0,21,73,4,6,30,1,0.81,14,29,-15,-0.79,0.37,20.1,32.2,-12.0,-0.63,0.45
Gerard Gumbau,ESP,MF,27,1994,35,2737,78,80.0,30.4,31,84,20,4,36,0,0.69,24,54,-30,-0.99,-0.06,31.4,56.7,-25.3,-0.83,0.13
