General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alejandro Alfaro,ESP,MF,20,2002,0.2,2,0,0,1,1,0,2,1,0,0.0,1,100.0,1,6,0,0,1,0,0,0,2,0
Axel Werner,ARG,GK,26,1996,2.0,74,57,72,2,0,0,74,1,1,100.0,0,0.0,38,194,125,0,0,0,0,0,37,0
Carlos Clerc,ESP,"DF,MF",30,1992,29.3,1714,131,596,761,370,25,1714,56,26,46.4,23,41.1,884,4694,2204,51,40,2,28,10,950,91
Carmona,ESP,"MF,DF",20,2002,6.5,265,20,83,93,92,14,265,20,9,45.0,8,40.0,143,814,338,8,10,6,12,4,116,27
Diego González,ESP,DF,27,1995,10.6,487,79,321,151,17,8,487,3,1,33.3,2,66.7,240,1266,689,1,0,0,2,3,265,2
Domingos Quina,POR,MF,22,1999,3.1,191,6,39,104,53,4,191,10,5,50.0,3,30.0,139,1085,460,12,8,3,7,10,124,7
Enzo Roco,CHI,DF,29,1992,18.4,891,113,486,376,37,15,891,5,3,60.0,2,40.0,474,2360,1228,6,6,0,7,0,494,2
Ezequiel Ponce,ARG,"FW,MF",25,1997,12.5,421,18,42,232,151,47,421,16,5,31.3,9,56.3,259,1019,318,10,4,5,30,29,324,51
Federico Fernández,ARG,DF,33,1989,1.0,30,11,24,5,1,0,30,0,0,,0,,5,11,6,0,0,0,1,0,2,0
Fidel,ESP,"MF,FW",32,1989,19.0,1078,18,178,556,364,43,1077,76,32,42.1,35,46.1,746,4045,2228,53,37,7,41,24,822,90
Gerard Gumbau,ESP,MF,27,1994,30.4,1709,60,336,955,433,28,1709,20,7,35.0,9,45.0,916,3944,1874,18,21,2,27,12,1050,52
Gonzalo Verdú,ESP,DF,33,1988,7.8,418,62,238,167,16,12,418,0,0,,0,,223,1075,488,0,1,0,3,0,251,0
Helibelton Palacios,COL,DF,29,1993,21.3,1030,82,427,497,122,9,1030,28,14,50.0,10,35.7,508,2535,1514,25,17,0,10,7,516,25
Javier Pastore,ARG,MF,33,1989,0.1,10,0,0,3,7,2,10,0,0,,0,,9,91,27,2,1,0,1,1,9,2
Johan Mojica,COL,"DF,MF",29,1992,3.0,209,12,65,76,70,4,209,9,4,44.4,4,44.4,125,649,356,14,11,2,5,4,112,11
John Donald,ESP,"MF,DF",21,2000,12.1,542,49,236,273,33,7,542,7,5,71.4,2,28.6,313,1467,609,3,2,0,14,3,318,2
Josan,ESP,"DF,MF",32,1989,12.0,653,20,211,276,178,16,653,36,21,58.3,10,27.8,407,2599,1399,37,19,8,25,21,406,61
Lautaro Blanco,ARG,"DF,MF",23,1999,9.7,494,12,127,163,209,6,494,23,10,43.5,13,56.5,261,1869,890,41,20,1,12,3,281,76
Lisandro Magallán,ARG,DF,28,1993,10.0,480,77,302,163,20,11,480,1,1,100.0,0,0.0,249,1337,533,2,1,0,3,0,250,0
Lucas Boyé,ARG,FW,26,1996,27.4,1121,50,107,585,456,116,1120,130,78,60.0,48,36.9,720,3507,1434,58,33,25,139,85,810,160
Nicolás Ezequiel Fernández,ARG,"MF,DF",22,2000,5.7,314,7,61,123,134,13,314,12,3,25.0,7,58.3,195,1221,690,21,10,4,10,11,195,53
Omar Mascarell,EQG,"MF,DF",29,1993,27.2,1539,112,519,882,150,5,1539,33,21,63.6,10,30.3,839,5302,2337,27,21,1,14,11,929,6
Pape Cheikh Diop,SEN,MF,24,1997,0.4,20,2,7,13,0,0,20,1,0,0.0,1,100.0,13,67,26,0,0,0,0,1,14,0
Pedro Bigas,ESP,DF,31,1990,22.4,1302,174,681,569,63,19,1302,8,5,62.5,3,37.5,722,3899,2273,19,13,0,13,4,766,3
Pere Milla,ESP,"FW,MF",29,1992,20.5,822,28,148,445,245,59,819,44,17,38.6,23,52.3,482,2068,963,23,27,5,47,22,558,83
Pol Lirola,ESP,DF,24,1997,7.0,396,18,126,159,117,8,396,19,7,36.8,10,52.6,213,1264,727,21,18,1,8,5,210,35
Randy Nteka,ANG,"FW,MF",24,1997,8.1,290,18,43,140,110,32,290,24,12,50.0,11,45.8,175,837,346,13,6,6,21,17,190,43
Raúl Guti,ESP,MF,25,1996,12.4,521,12,120,283,123,18,521,13,5,38.5,8,61.5,307,1210,445,4,13,2,14,18,358,17
Roger Martí,ESP,FW,31,1991,7.3,226,8,27,107,93,19,226,7,3,42.9,4,57.1,135,618,215,8,6,6,25,10,153,50
Tete Morente,ESP,"MF,DF",25,1996,23.0,1068,40,190,379,509,60,1068,74,32,43.2,40,54.1,640,3751,1773,60,39,15,40,21,703,193
Álex Collado,ESP,MF,23,1999,8.1,442,10,58,202,189,19,442,31,15,48.4,15,48.4,294,2052,943,24,23,6,16,9,334,43
Édgar Badía,ESP,GK,30,1992,36.0,1189,1110,1188,2,0,0,1189,0,0,,0,,599,3229,1937,0,0,0,2,0,401,0
