General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alejandro Alfaro,ESP,MF,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Werner,ARG,GK,26,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Clerc,ESP,"DF,MF",30,1992,32,31,2639,29.3,0,1,1,0,0,0,5,0,0.6,0.6,2.1,2.7,51,107,91,0.0,0.03,0.03,0.0,0.03,0.02,0.07,0.09,0.02,0.09
Carmona,ESP,"MF,DF",20,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8,10,27,0.15,0.0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08
Diego González,ESP,DF,27,1995,16,8,958,10.6,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,1,13,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Domingos Quina,POR,MF,22,1999,10,2,275,3.1,0,0,0,0,0,0,3,1,0.2,0.2,0.4,0.6,12,17,7,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.07,0.21
Enzo Roco,CHI,DF,29,1992,22,19,1652,18.4,0,0,0,0,0,0,7,1,0.6,0.6,0.0,0.6,6,42,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Ezequiel Ponce,ARG,"FW,MF",25,1997,33,8,1122,12.5,4,0,4,4,0,0,2,1,3.6,3.6,0.7,4.3,10,19,51,0.32,0.0,0.32,0.32,0.32,0.29,0.05,0.34,0.29,0.34
Federico Fernández,ARG,DF,33,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fidel,ESP,"MF,FW",32,1989,27,21,1714,19.0,3,2,5,2,1,1,5,0,2.3,1.5,2.3,3.8,53,139,90,0.16,0.11,0.26,0.11,0.21,0.12,0.12,0.24,0.08,0.2
Gerard Gumbau,ESP,MF,27,1994,35,31,2737,30.4,1,6,7,1,0,0,11,0,2.3,2.3,6.2,8.5,18,145,52,0.03,0.2,0.23,0.03,0.23,0.08,0.2,0.28,0.08,0.28
Gonzalo Verdú,ESP,DF,33,1988,16,9,703,7.8,1,0,1,1,0,0,1,2,0.6,0.6,0.0,0.6,0,13,0,0.13,0.0,0.13,0.13,0.13,0.08,0.0,0.08,0.08,0.08
Helibelton Palacios,COL,DF,29,1993,24,23,1915,21.3,0,0,0,0,0,0,6,0,0.4,0.4,0.7,1.1,25,51,25,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05
Javier Pastore,ARG,MF,33,1989,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Mojica,COL,"DF,MF",29,1992,3,3,270,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,14,9,11,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
John Donald,ESP,"MF,DF",21,2000,14,13,1092,12.1,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,3,23,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Josan,ESP,"DF,MF",32,1989,26,9,1078,12.0,1,3,4,1,0,0,3,0,0.4,0.4,1.6,2.0,37,39,61,0.08,0.25,0.33,0.08,0.33,0.04,0.13,0.17,0.04,0.17
Lautaro Blanco,ARG,"DF,MF",23,1999,17,9,872,9.7,0,2,2,0,0,0,2,0,0.0,0.0,1.5,1.6,41,28,76,0.0,0.21,0.21,0.0,0.21,0.0,0.16,0.16,0.0,0.16
Lisandro Magallán,ARG,DF,28,1993,14,11,902,10.0,0,0,0,0,0,0,0,1,0.6,0.6,0.1,0.7,2,16,0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
Lucas Boyé,ARG,FW,26,1996,35,29,2462,27.4,7,2,9,7,0,1,7,1,8.3,7.5,2.9,10.5,58,63,160,0.26,0.07,0.33,0.26,0.33,0.3,0.11,0.41,0.27,0.38
Nicolás Ezequiel Fernández,ARG,"MF,DF",22,2000,18,3,514,5.7,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,21,29,53,0.0,0.18,0.18,0.0,0.18,0.07,0.14,0.22,0.07,0.22
Omar Mascarell,EQG,"MF,DF",29,1993,28,28,2447,27.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.5,27,116,6,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.05,0.02,0.05
Pape Cheikh Diop,SEN,MF,24,1997,2,0,37,0.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Bigas,ESP,DF,31,1990,28,25,2020,22.4,0,0,0,0,0,0,4,2,1.8,1.8,0.0,1.8,19,83,3,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
Pere Milla,ESP,"FW,MF",29,1992,31,21,1843,20.5,6,1,7,3,3,3,7,0,5.4,3.0,1.2,4.2,23,65,83,0.29,0.05,0.34,0.15,0.2,0.26,0.06,0.32,0.15,0.2
Pol Lirola,ESP,DF,24,1997,12,7,628,7.0,1,0,1,1,0,0,1,0,0.2,0.2,0.7,0.9,21,19,35,0.14,0.0,0.14,0.14,0.14,0.03,0.1,0.12,0.03,0.12
Randy Nteka,ANG,"FW,MF",24,1997,14,10,726,8.1,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.2,13,13,43,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.28,0.16,0.28
Raúl Guti,ESP,MF,25,1996,28,12,1117,12.4,0,0,0,0,0,0,1,0,1.6,1.6,0.1,1.7,4,32,17,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.14,0.13,0.14
Roger Martí,ESP,FW,31,1991,12,8,655,7.3,0,1,1,0,0,0,2,0,0.6,0.6,0.7,1.2,8,7,50,0.0,0.14,0.14,0.0,0.14,0.08,0.09,0.17,0.08,0.17
Tete Morente,ESP,"MF,DF",25,1996,32,23,2068,23.0,4,0,4,4,0,0,5,0,4.2,4.2,1.1,5.3,60,63,193,0.17,0.0,0.17,0.17,0.17,0.18,0.05,0.23,0.18,0.23
Álex Collado,ESP,MF,23,1999,16,8,729,8.1,1,1,2,1,0,0,1,0,0.6,0.6,1.6,2.2,24,34,43,0.12,0.12,0.25,0.12,0.25,0.08,0.2,0.28,0.08,0.28
Édgar Badía,ESP,GK,30,1992,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
