General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alejandro Alfaro,ESP,MF,20,2002,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Axel Werner,ARG,GK,26,1996,2.0,70,50,19,3,0,0,0,0,0,0,0,0,52,1,0
Carlos Clerc,ESP,"DF,MF",30,1992,29.3,1397,1124,267,30,1,8,89,234,3,0,3,0,1040,6,36
Carmona,ESP,"MF,DF",20,2002,6.5,186,157,28,2,0,1,12,26,0,0,0,0,129,1,9
Diego González,ESP,DF,27,1995,10.6,382,351,31,18,0,2,1,13,0,0,0,0,299,0,6
Domingos Quina,POR,MF,22,1999,3.1,147,137,9,4,2,0,6,4,1,0,0,0,122,1,3
Enzo Roco,CHI,DF,29,1992,18.4,719,676,38,33,1,5,1,4,0,0,0,0,587,5,7
Ezequiel Ponce,ARG,"FW,MF",25,1997,12.5,292,280,9,0,1,4,1,1,0,0,0,0,218,3,8
Federico Fernández,ARG,DF,33,1989,1.0,14,13,1,1,0,0,0,0,0,0,0,0,8,0,0
Fidel,ESP,"MF,FW",32,1989,19.0,897,842,46,9,7,14,57,6,31,14,10,0,631,9,35
Gerard Gumbau,ESP,MF,27,1994,30.4,1446,1239,196,76,3,42,164,2,114,44,48,4,1112,11,37
Gonzalo Verdú,ESP,DF,33,1988,7.8,338,317,21,21,0,0,0,0,0,0,0,0,269,0,1
Helibelton Palacios,COL,DF,29,1993,21.3,835,672,162,18,0,4,18,144,0,0,0,0,623,1,20
Javier Pastore,ARG,MF,33,1989,0.1,8,7,0,0,0,0,0,0,0,0,0,0,6,1,0
Johan Mojica,COL,"DF,MF",29,1992,3.0,178,143,33,3,0,0,14,30,0,0,0,0,127,2,4
John Donald,ESP,"MF,DF",21,2000,12.1,427,419,5,4,0,2,0,1,0,0,0,0,356,3,7
Josan,ESP,"DF,MF",32,1989,12.0,539,446,90,8,1,4,48,77,5,1,3,0,424,3,13
Lautaro Blanco,ARG,"DF,MF",23,1999,9.7,416,331,83,2,0,3,86,80,1,0,0,1,235,2,17
Lisandro Magallán,ARG,DF,28,1993,10.0,391,370,19,17,0,1,1,1,0,0,0,0,325,2,3
Lucas Boyé,ARG,FW,26,1996,27.4,650,591,55,1,2,7,15,0,0,0,0,0,510,4,30
Nicolás Ezequiel Fernández,ARG,"MF,DF",22,2000,5.7,240,203,37,5,1,3,33,23,9,3,5,0,178,0,13
Omar Mascarell,EQG,"MF,DF",29,1993,27.2,1270,1183,83,56,0,20,22,4,19,1,9,3,1091,4,11
Pape Cheikh Diop,SEN,MF,24,1997,0.4,19,19,0,0,1,0,0,0,0,0,0,0,14,0,0
Pedro Bigas,ESP,DF,31,1990,22.4,1053,976,68,52,0,18,5,13,0,0,0,0,843,9,10
Pere Milla,ESP,"FW,MF",29,1992,20.5,585,555,28,4,2,5,14,6,1,0,0,0,410,2,26
Pol Lirola,ESP,DF,24,1997,7.0,325,260,65,6,0,3,32,59,0,0,0,0,240,0,11
Randy Nteka,ANG,"FW,MF",24,1997,8.1,171,161,9,1,1,1,0,2,0,0,0,0,118,1,7
Raúl Guti,ESP,MF,25,1996,12.4,409,399,8,3,0,8,9,1,3,0,3,0,327,2,10
Roger Martí,ESP,FW,31,1991,7.3,160,147,10,0,0,1,5,0,0,0,0,0,118,3,8
Tete Morente,ESP,"MF,DF",25,1996,23.0,785,717,67,8,0,2,99,54,5,2,1,0,571,1,45
Álex Collado,ESP,MF,23,1999,8.1,336,317,19,3,1,5,18,4,12,7,1,0,276,0,13
Édgar Badía,ESP,GK,30,1992,36.0,1072,666,402,106,0,1,0,0,0,0,0,0,791,4,0
