General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Adri Embarba,ESP,FW,30,1992,0.4,4,6,66.7,80,37,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,0
Adrià Pedrosa,ESP,"DF,MF",24,1998,2.5,61,76,80.3,881,239,37,40,92.5,20,27,74.1,2,4,50.0,0,0.7,1.0,-0.7,5,2,4,2,4
Aleix Vidal,ESP,"MF,FW",32,1989,11.4,279,384,72.7,4979,1379,147,176,83.5,90,127,70.9,37,53,69.8,3,2.2,1.3,0.8,15,19,10,4,23
Benjamin Lecomte,FRA,GK,31,1991,10.0,179,275,65.1,6302,5234,21,21,100.0,66,67,98.5,92,184,50.0,0,0.1,0.0,-0.1,1,5,0,0,0
Brian Oliván,ESP,DF,28,1994,26.7,688,1106,62.2,12987,6417,305,370,82.4,260,410,63.4,105,261,40.2,7,4.3,3.9,2.7,34,69,31,24,80
César Montes,MEX,DF,25,1997,17.7,624,799,78.1,12344,4658,223,251,88.8,312,367,85.0,81,158,51.3,0,0.0,0.7,0.0,0,46,1,1,41
Dani Gómez,ESP,"MF,FW",24,1998,1.0,13,17,76.5,196,28,9,9,100.0,4,6,66.7,0,0,,0,0.0,0.0,0.0,1,1,1,0,4
Denis Suárez,ESP,"MF,FW",28,1994,10.5,331,452,73.2,5200,1637,183,228,80.3,109,133,82.0,28,66,42.4,0,1.1,1.5,-1.1,16,36,14,4,43
Edu Expósito,ESP,MF,25,1996,12.9,389,530,73.4,6692,2025,166,198,83.8,168,206,81.6,36,86,41.9,2,2.4,2.2,-0.4,22,45,20,4,72
Fernando Calero,ESP,"DF,MF",26,1995,17.9,617,765,80.7,11710,4547,245,275,89.1,289,335,86.3,78,139,56.1,1,0.6,0.4,0.4,4,58,3,0,64
Fernando Pacheco,ESP,GK,30,1992,16.0,399,557,71.6,12946,10565,54,55,98.2,174,176,98.9,171,323,52.9,0,0.2,0.1,-0.2,3,22,1,0,2
Javi Puado,ESP,"FW,MF",24,1998,26.0,450,590,76.3,6618,1312,250,295,84.7,146,192,76.0,26,44,59.1,2,2.6,2.0,-0.6,25,15,21,3,58
Joan García,ESP,GK,21,2001,1.0,26,30,86.7,521,425,9,9,100.0,12,12,100.0,5,9,55.6,0,0.0,0.0,0.0,0,0,0,0,0
Joselu,ESP,FW,32,1990,33.2,458,759,60.3,6536,1417,277,406,68.2,126,221,57.0,27,53,50.9,2,2.4,2.0,-0.4,22,41,12,1,66
José Carlos Lazo,ESP,"MF,FW",26,1996,1.8,25,35,71.4,335,55,11,14,78.6,10,11,90.9,2,5,40.0,1,0.2,0.1,0.8,2,0,3,1,4
José Gragera,ESP,"MF,DF",21,2000,5.1,178,208,85.6,3239,1070,66,81,81.5,89,99,89.9,18,22,81.8,0,0.0,0.1,0.0,0,11,0,0,11
