General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Keidi Bare,ALB,MF,24,1997,5.6,221,267,82.8,3777,1040,106,122,86.9,93,104,89.4,20,31,64.5,1,0.2,0.2,0.8,3,25,1,0,28
Leandro Cabrera,URU,DF,31,1991,29.7,959,1343,71.4,19673,9222,307,368,83.4,502,614,81.8,137,314,43.6,1,1.5,1.3,-0.5,14,87,12,4,95
Luca Koleosho,ITA,"FW,DF",17,2004,0.7,18,28,64.3,231,34,10,11,90.9,7,12,58.3,0,1,0.0,0,0.0,0.2,0.0,0,1,0,0,1
Martin Braithwaite,DEN,"FW,MF",31,1991,27.3,294,446,65.9,4173,986,183,242,75.6,74,112,66.1,19,30,63.3,2,1.4,1.1,0.6,12,26,13,2,54
Nabil Touaizi,MAR,MF,21,2001,0.0,1,1,100.0,17,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Nico Ribaudo,ESP,"MF,FW",21,2001,13.9,352,454,77.5,5496,1476,188,214,87.9,130,150,86.7,23,60,38.3,2,2.3,1.2,-0.3,25,44,10,5,57
Omar El Hilali,MAR,"DF,MF",18,2003,1.0,21,35,60.0,356,128,8,12,66.7,13,17,76.5,0,5,0.0,0,0.0,0.0,0.0,1,0,0,0,0
Pol Lozano,ESP,MF,22,1999,0.2,5,8,62.5,91,46,2,3,66.7,2,3,66.7,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Roger Martínez,ESP,DF,18,2004,0.1,5,5,100.0,104,26,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Ronaël Pierre-Gabriel,FRA,DF,24,1998,2.6,77,104,74.0,1187,440,37,41,90.2,34,42,81.0,3,8,37.5,0,0.3,0.5,-0.3,2,3,1,1,7
Rubén,ESP,"DF,MF",21,2001,9.9,232,339,68.4,3895,1166,119,138,86.2,81,117,69.2,25,61,41.0,2,1.5,0.9,0.5,7,12,7,3,14
Sergi Darder,ESP,MF,28,1993,36.9,1181,1628,72.5,22446,8537,488,563,86.7,509,619,82.2,163,362,45.0,3,7.5,6.3,-4.5,73,158,52,16,233
Sergi Gómez,ESP,DF,30,1992,26.0,968,1132,85.5,20365,7288,277,302,91.7,561,600,93.5,127,214,59.3,0,0.4,0.7,-0.4,5,38,1,0,43
Simo,ESP,DF,17,2005,1.6,58,61,95.1,998,384,31,32,96.9,21,21,100.0,6,7,85.7,0,0.0,0.0,0.0,0,11,0,0,11
Vinicius Souza,BRA,MF,23,1999,27.0,726,909,79.9,12361,3394,343,396,86.6,295,353,83.6,66,106,62.3,1,0.6,0.7,0.4,11,85,4,1,82
Álvaro Fernández,ESP,GK,24,1998,11.0,231,358,64.5,8998,7511,19,19,100.0,83,85,97.6,129,252,51.2,0,0.2,0.1,-0.2,1,16,0,0,0
Óscar Gil,ESP,DF,25,1997,28.4,757,991,76.4,12559,3678,358,416,86.1,323,397,81.4,54,109,49.5,1,2.9,1.9,-1.9,15,29,11,7,47
