General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adri Embarba,ESP,FW,30,1992,1,35,35,1.0,0.4,0,,0,1,35,0,1.0,2,1,1,2.57,3.05,1.0,0.2,0.8,2.12,2.45
Adrià Pedrosa,ESP,"DF,MF",24,1998,7,229,33,6.7,2.5,2,64,0,5,20,2,0.86,4,3,1,0.39,0.9,5.3,2.6,2.7,1.07,1.47
Aleix Vidal,ESP,"MF,FW",32,1989,25,1025,41,30.0,11.4,10,66,1,15,25,6,1.16,18,19,-1,-0.09,0.51,17.5,15.5,2.0,0.18,0.69
Benjamin Lecomte,FRA,GK,31,1991,10,899,90,26.3,10.0,10,90,9,0,,4,0.8,10,14,-4,-0.4,0.06,11.2,11.2,0.0,0.0,0.41
Brian Oliván,ESP,DF,28,1994,30,2403,80,70.3,26.7,29,82,18,1,17,1,1.1,37,44,-7,-0.26,0.62,34.2,39.6,-5.5,-0.21,0.32
César Montes,MEX,DF,25,1997,20,1590,80,46.5,17.7,18,87,17,2,11,0,0.9,26,40,-14,-0.79,-0.64,23.0,32.8,-9.8,-0.55,-0.47
Dani Gómez,ESP,"MF,FW",24,1998,8,88,11,2.6,1.0,0,,0,8,11,18,0.38,2,1,1,1.02,1.51,2.8,1.6,1.1,1.13,1.47
Daniel Villahermosa,ESP,MF,21,2001,0,,,,,0,,0,0,,10,,,,,,,,,,,
Denis Suárez,ESP,"MF,FW",28,1994,18,945,53,27.6,10.5,11,70,2,7,25,1,0.94,16,23,-7,-0.67,-0.3,14.1,20.6,-6.6,-0.62,-0.45
Edu Expósito,ESP,MF,25,1996,28,1160,41,33.9,12.9,13,65,0,15,21,9,0.89,21,26,-5,-0.39,0.09,16.7,19.3,-2.6,-0.2,0.15
Fernando Calero,ESP,"DF,MF",26,1995,27,1611,60,47.1,17.9,20,73,7,7,23,9,1.07,21,29,-8,-0.45,0.0,21.8,25.7,-3.8,-0.21,0.17
Fernando Pacheco,ESP,GK,30,1992,16,1440,90,42.1,16.0,16,90,16,0,,3,0.94,23,33,-10,-0.62,-0.31,23.1,31.4,-8.3,-0.52,-0.37
Fortuño,ESP,GK,20,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
