General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Javi Puado,ESP,"FW,MF",24,1998,37,2340,63,68.4,26.0,25,78,5,12,33,0,0.97,37,44,-7,-0.27,0.56,35.8,42.3,-6.5,-0.25,0.16
Joan García,ESP,GK,21,2001,1,90,90,2.6,1.0,1,90,1,0,,35,1.0,3,3,0,0.0,0.46,0.6,1.8,-1.2,-1.2,-0.92
Joan Puig,ESP,DF,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Joselu,ESP,FW,32,1990,34,2990,88,87.4,33.2,33,90,33,1,20,1,0.94,43,61,-18,-0.54,-0.75,42.5,53.2,-10.7,-0.32,-0.17
José Carlos Lazo,ESP,"MF,FW",26,1996,10,159,16,4.6,1.8,0,,0,10,16,23,0.9,7,2,5,2.83,3.44,3.1,2.0,1.2,0.66,1.0
José Gragera,ESP,"MF,DF",21,2000,9,460,51,13.5,5.1,5,74,1,4,22,3,0.89,3,6,-3,-0.59,-0.16,4.1,6.8,-2.7,-0.53,-0.26
Keidi Bare,ALB,MF,24,1997,18,503,28,14.7,5.6,4,60,0,14,19,7,0.89,5,12,-7,-1.25,-0.94,6.2,10.4,-4.2,-0.75,-0.52
Leandro Cabrera,URU,DF,31,1991,32,2669,83,78.0,29.7,31,86,27,1,1,2,1.03,40,54,-14,-0.47,-0.11,38.5,45.0,-6.5,-0.22,0.38
Luca Koleosho,ITA,"FW,DF",17,2004,4,59,15,1.7,0.7,0,,0,4,15,6,0.5,3,1,2,3.05,3.56,1.9,1.2,0.8,1.19,1.52
Martin Braithwaite,DEN,"FW,MF",31,1991,31,2456,79,71.8,27.3,29,83,14,2,29,0,0.94,35,46,-11,-0.4,0.16,32.4,40.5,-8.1,-0.3,0.01
Nabil Touaizi,MAR,MF,21,2001,1,3,3,0.1,0.0,0,,0,1,3,2,1.0,1,0,1,30.0,30.47,0.8,0.0,0.8,23.65,23.97
Nico Ribaudo,ESP,"MF,FW",21,2001,32,1248,39,36.5,13.9,16,64,2,16,14,6,0.91,23,28,-5,-0.36,0.14,19.0,25.1,-6.0,-0.43,-0.21
Omar El Hilali,MAR,"DF,MF",18,2003,5,92,18,2.7,1.0,1,53,0,4,10,14,0.8,2,2,0,0.0,0.46,0.9,1.6,-0.7,-0.66,-0.37
Pol Lozano,ESP,MF,22,1999,4,17,4,0.5,0.2,0,,0,4,4,7,0.75,0,1,-1,-5.29,-4.87,0.1,0.9,-0.8,-4.26,-3.98
Roger Martínez,ESP,DF,18,2004,1,7,7,0.2,0.1,0,,0,1,7,5,1.0,0,1,-1,-12.86,-12.44,0.1,0.2,-0.1,-1.25,-0.95
Ronaël Pierre-Gabriel,FRA,DF,24,1998,8,236,30,6.9,2.6,2,53,0,6,22,9,1.0,3,5,-2,-0.76,-0.34,2.5,3.1,-0.6,-0.23,0.07
Rubén,ESP,"DF,MF",21,2001,18,888,49,26.0,9.9,9,73,2,9,26,5,0.56,10,25,-15,-1.52,-1.45,9.4,16.6,-7.2,-0.72,-0.57
Sergi Darder,ESP,MF,28,1993,38,3320,87,97.1,36.9,38,87,31,0,,0,0.97,51,64,-13,-0.35,3.25,47.8,56.6,-8.8,-0.24,2.13
Sergi Gómez,ESP,DF,30,1992,29,2339,81,68.4,26.0,26,84,18,3,52,4,0.79,35,46,-11,-0.42,0.08,31.6,40.8,-9.2,-0.36,-0.17
Simo,ESP,DF,17,2005,7,148,21,4.3,1.6,0,,0,7,21,15,1.43,5,6,-1,-0.61,-0.17,1.8,4.4,-2.6,-1.58,-1.33
Vinicius Souza,BRA,MF,23,1999,34,2428,71,71.0,27.0,27,84,14,7,21,2,1.0,34,47,-13,-0.48,-0.12,30.8,39.5,-8.7,-0.32,-0.08
Álvaro Fernández,ESP,GK,24,1998,11,990,90,28.9,11.0,11,90,11,0,,23,1.33,17,18,-1,-0.09,0.5,13.5,15.3,-1.8,-0.16,0.2
Óscar Gil,ESP,DF,25,1997,33,2559,78,74.8,28.4,31,82,17,2,16,0,1.06,34,48,-14,-0.49,-0.18,35.5,44.5,-9.0,-0.32,-0.06
