General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adri Embarba,ESP,FW,30,1992,0.4,6,5,1,1,0,0,2,0,0,0,0,0,4,0,0
Adrià Pedrosa,ESP,"DF,MF",24,1998,2.5,76,69,7,1,1,0,9,6,0,0,0,0,61,0,3
Aleix Vidal,ESP,"MF,FW",32,1989,11.4,384,328,54,11,1,3,39,36,6,0,4,0,279,2,17
Benjamin Lecomte,FRA,GK,31,1991,10.0,275,149,123,43,0,2,0,0,0,0,0,0,179,3,0
Brian Oliván,ESP,DF,28,1994,26.7,1106,859,242,18,0,12,140,211,13,6,4,0,688,5,34
César Montes,MEX,DF,25,1997,17.7,799,733,63,39,1,12,1,7,0,0,0,0,624,3,12
Dani Gómez,ESP,"MF,FW",24,1998,1.0,17,16,1,0,0,0,2,1,0,0,0,0,13,0,2
Denis Suárez,ESP,"MF,FW",28,1994,10.5,452,402,49,16,2,1,37,4,26,9,11,0,331,1,10
Edu Expósito,ESP,MF,25,1996,12.9,530,479,49,21,3,5,48,2,13,6,3,0,389,2,10
Fernando Calero,ESP,"DF,MF",26,1995,17.9,765,691,72,29,0,11,4,41,0,0,0,0,617,2,5
Fernando Pacheco,ESP,GK,30,1992,16.0,557,367,187,50,0,0,0,0,0,0,0,0,399,3,0
Javi Puado,ESP,"FW,MF",24,1998,26.0,590,572,17,2,0,1,36,10,2,0,1,0,450,1,22
Joan García,ESP,GK,21,2001,1.0,30,26,4,1,0,0,0,0,0,0,0,0,26,0,0
Joselu,ESP,FW,32,1990,33.2,759,721,36,0,2,5,17,1,1,0,0,0,458,2,21
José Carlos Lazo,ESP,"MF,FW",26,1996,1.8,35,31,3,0,0,0,4,1,2,0,0,0,25,1,2
José Gragera,ESP,"MF,DF",21,2000,5.1,208,200,8,7,0,1,0,1,0,0,0,0,178,0,0
Keidi Bare,ALB,MF,24,1997,5.6,267,260,7,3,0,2,6,0,1,1,0,0,221,0,6
Leandro Cabrera,URU,DF,31,1991,29.7,1343,1183,147,64,1,10,14,83,0,0,0,0,959,13,12
Luca Koleosho,ITA,"FW,DF",17,2004,0.7,28,28,0,0,0,0,3,0,0,0,0,0,18,0,2
Martin Braithwaite,DEN,"FW,MF",31,1991,27.3,446,427,17,0,3,2,20,0,0,0,0,0,294,2,21
Nabil Touaizi,MAR,MF,21,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nico Ribaudo,ESP,"MF,FW",21,2001,13.9,454,402,48,15,3,2,44,3,22,14,0,0,352,4,11
Omar El Hilali,MAR,"DF,MF",18,2003,1.0,35,28,7,0,0,0,2,7,0,0,0,0,21,0,1
Pol Lozano,ESP,MF,22,1999,0.2,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0
Roger Martínez,ESP,DF,18,2004,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Ronaël Pierre-Gabriel,FRA,DF,24,1998,2.6,104,76,28,0,0,0,10,28,0,0,0,0,77,0,4
Rubén,ESP,"DF,MF",21,2001,9.9,339,286,52,5,2,2,48,47,0,0,0,0,232,1,9
Sergi Darder,ESP,MF,28,1993,36.9,1628,1381,237,109,14,19,181,11,93,39,37,3,1181,10,40
Sergi Gómez,ESP,DF,30,1992,26.0,1132,1070,59,49,0,11,3,7,0,0,0,0,968,3,3
Simo,ESP,DF,17,2005,1.6,61,57,4,1,0,0,0,1,0,0,0,0,58,0,1
Vinicius Souza,BRA,MF,23,1999,27.0,909,885,24,23,0,9,4,0,0,0,0,0,726,0,16
Álvaro Fernández,ESP,GK,24,1998,11.0,358,203,153,50,0,2,0,0,0,0,0,0,231,2,0
Óscar Gil,ESP,DF,25,1997,28.4,991,737,252,16,1,3,38,236,0,0,0,0,757,2,34
