General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Adri Embarba,ESP,FW,30,1992,0.4,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Adrià Pedrosa,ESP,"DF,MF",24,1998,2.5,5,1,5,0,0,4,7,57.1,3,1,1,0,5,10,3,0
Aleix Vidal,ESP,"MF,FW",32,1989,11.4,11,5,6,3,2,4,22,18.2,18,21,2,19,15,26,14,0
Benjamin Lecomte,FRA,GK,31,1991,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2
Brian Oliván,ESP,DF,28,1994,26.7,47,27,30,12,5,17,26,65.4,9,26,6,20,22,69,67,0
César Montes,MEX,DF,25,1997,17.7,17,9,10,7,0,10,18,55.6,8,19,12,7,14,31,101,0
Dani Gómez,ESP,"MF,FW",24,1998,1.0,2,1,1,1,0,1,2,50.0,1,0,0,0,1,3,0,0
Denis Suárez,ESP,"MF,FW",28,1994,10.5,26,20,12,12,2,13,45,28.9,32,11,1,10,5,31,4,0
Edu Expósito,ESP,MF,25,1996,12.9,34,20,16,15,3,13,23,56.5,10,7,0,7,12,46,20,0
Fernando Calero,ESP,"DF,MF",26,1995,17.9,46,29,27,15,4,21,34,61.8,13,31,13,18,13,59,52,0
Fernando Pacheco,ESP,GK,30,1992,16.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,11,0
Javi Puado,ESP,"FW,MF",24,1998,26.0,20,11,12,5,3,12,28,42.9,16,12,2,10,10,30,14,0
Joan García,ESP,GK,21,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Joselu,ESP,FW,32,1990,33.2,13,11,3,4,6,4,17,23.5,13,25,4,21,8,21,43,0
José Carlos Lazo,ESP,"MF,FW",26,1996,1.8,5,3,2,2,1,3,3,100.0,0,2,0,2,3,8,5,0
José Gragera,ESP,"MF,DF",21,2000,5.1,19,9,11,6,2,6,11,54.5,5,10,4,6,7,26,18,0
Keidi Bare,ALB,MF,24,1997,5.6,15,8,7,5,3,7,13,53.8,6,8,2,6,11,26,8,0
Leandro Cabrera,URU,DF,31,1991,29.7,46,24,34,12,0,28,43,65.1,15,37,23,14,43,89,114,2
Luca Koleosho,ITA,"FW,DF",17,2004,0.7,2,2,0,0,2,1,2,50.0,1,1,0,1,0,2,0,0
Martin Braithwaite,DEN,"FW,MF",31,1991,27.3,12,2,2,4,6,5,14,35.7,9,10,0,10,5,17,11,0
Nabil Touaizi,MAR,MF,21,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Nico Ribaudo,ESP,"MF,FW",21,2001,13.9,18,13,5,9,4,11,30,36.7,19,19,1,18,5,23,1,0
Omar El Hilali,MAR,"DF,MF",18,2003,1.0,3,2,3,0,0,1,2,50.0,1,1,0,1,1,4,6,0
Pol Lozano,ESP,MF,22,1999,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Roger Martínez,ESP,DF,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ronaël Pierre-Gabriel,FRA,DF,24,1998,2.6,17,9,12,4,1,5,11,45.5,6,5,2,3,9,26,11,0
Rubén,ESP,"DF,MF",21,2001,9.9,30,15,18,9,3,20,29,69.0,9,14,4,10,18,48,18,0
Sergi Darder,ESP,MF,28,1993,36.9,69,38,12,43,14,29,73,39.7,44,34,2,32,24,93,23,0
Sergi Gómez,ESP,DF,30,1992,26.0,29,16,20,9,0,18,22,81.8,4,33,19,14,27,56,125,1
Simo,ESP,DF,17,2005,1.6,3,1,3,0,0,2,3,66.7,1,5,4,1,0,3,3,0
Vinicius Souza,BRA,MF,23,1999,27.0,99,66,41,45,13,33,59,55.9,26,31,14,17,48,147,50,1
Álvaro Fernández,ESP,GK,24,1998,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,2
Óscar Gil,ESP,DF,25,1997,28.4,63,37,38,16,9,32,61,52.5,29,51,18,33,31,94,55,1
