General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alberto Del Moral,ESP,MF,22,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Moreno,ESP,DF,30,1992,14.4,730,617,107,15,1,4,36,85,7,3,3,0,605,6,13
Alex Baena,ESP,"MF,FW",21,2001,21.6,859,831,23,8,21,3,26,2,8,6,0,0,681,5,30
Alfonso Pedraza,ESP,DF,26,1996,18.1,832,673,158,8,0,2,76,148,2,1,0,0,641,1,32
Arnaut Danjuma,NED,FW,25,1997,5.3,95,83,12,1,0,0,6,2,2,0,0,0,70,0,1
Aïssa Mandi,ALG,DF,30,1991,16.2,911,857,52,24,1,12,2,24,0,0,0,0,826,2,4
Daniel Parejo,ESP,MF,33,1989,36.5,2569,2249,310,178,7,29,144,5,127,57,34,4,2224,10,29
Diego Collado,ESP,FW,21,2001,0.1,7,7,0,0,0,0,2,0,0,0,0,0,5,0,1
Fernando Niño,ESP,"MF,FW",21,2000,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Filip Jørgensen,DEN,GK,20,2002,2.0,55,41,14,3,0,0,0,0,0,0,0,0,49,0,0
Francis Coquelin,FRA,MF,31,1991,8.3,311,300,7,7,1,3,5,0,0,0,0,0,265,4,5
Gerard Moreno,ESP,FW,30,1992,13.7,483,458,18,0,5,6,8,3,0,0,0,0,353,7,18
Gerónimo Rulli,ARG,GK,30,1992,14.0,543,419,124,32,0,0,0,0,0,0,0,0,464,0,2
Giovani Lo Celso,ARG,"MF,FW",26,1996,12.5,694,643,47,8,11,17,31,7,27,17,0,0,578,4,14
Haissem Hassan,FRA,"FW,MF",20,2002,0.6,20,20,0,0,0,1,1,0,0,0,0,0,15,0,0
Johan Mojica,COL,DF,29,1992,7.1,395,329,63,8,0,0,40,51,4,1,2,0,318,3,16
Jorge Cuenca,ESP,DF,22,1999,5.6,384,366,17,9,1,7,1,2,0,0,0,0,334,1,3
José Luis Morales,ESP,"FW,MF",35,1987,13.5,258,237,18,0,2,1,13,4,0,0,0,0,181,3,14
Juan Foyth,ARG,DF,24,1998,21.8,1276,1058,211,41,4,14,10,170,0,0,0,0,1116,7,13
Kiko Femenía,ESP,DF,31,1991,12.6,778,661,114,16,0,1,31,97,1,0,0,0,667,3,14
Mamadou Fall,SEN,DF,19,2002,0.3,16,11,5,0,0,1,1,5,0,0,0,0,13,0,1
Manu Morlanes,ESP,MF,23,1999,1.8,46,42,3,3,0,0,0,0,0,0,0,0,36,1,2
Manu Trigueros,ESP,MF,30,1991,9.2,534,519,14,10,1,1,4,2,2,1,0,0,475,1,7
Nicolas Jackson,SEN,FW,21,2001,17.8,325,299,25,0,0,0,5,1,0,0,0,0,246,1,10
Pascu,ESP,"DF,FW",19,2003,0.1,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
Pau Torres,ESP,DF,25,1997,33.9,2179,2034,141,79,8,49,4,8,0,0,0,0,1855,4,15
Pepe Reina,ESP,GK,39,1982,22.0,855,678,176,58,0,2,0,0,0,0,0,0,685,1,1
Ramón Terrats,ESP,MF,21,2000,9.1,425,399,21,5,3,6,16,3,13,7,0,0,356,5,7
Raúl Albiol,ESP,DF,36,1985,23.5,1472,1428,42,34,0,15,1,0,0,0,0,0,1303,2,7
Samuel Chukwueze,NGA,"FW,MF",23,1999,26.0,908,873,30,3,9,4,28,15,12,3,0,0,697,5,32
Yeremi Pino,ESP,"FW,MF",19,2002,27.2,845,818,16,1,5,2,20,5,5,0,0,0,651,11,41
Étienne Capoue,FRA,MF,34,1988,21.7,1043,1016,27,23,6,6,9,3,0,0,0,0,915,0,15
