General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Alberto Del Moral,ESP,MF,22,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alberto Moreno,ESP,DF,30,1992,14.4,28,1.94,24,2,1,1,0,0,2,0.14,2,0,0,0,0,0
Alex Baena,ESP,"MF,FW",21,2001,21.6,79,3.65,58,0,8,8,5,0,8,0.37,5,0,0,2,1,0
Alfonso Pedraza,ESP,DF,26,1996,18.1,39,2.15,30,0,5,3,0,1,5,0.28,4,0,1,0,0,0
Arnaut Danjuma,NED,FW,25,1997,5.3,13,2.44,7,0,1,1,3,1,0,0.0,0,0,0,0,0,0
Aïssa Mandi,ALG,DF,30,1991,16.2,9,0.55,8,1,0,0,0,0,2,0.12,2,0,0,0,0,0
Daniel Parejo,ESP,MF,33,1989,36.5,113,3.1,84,26,1,1,1,0,11,0.3,8,2,0,1,0,0
Diego Collado,ESP,FW,21,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fernando Niño,ESP,"MF,FW",21,2000,0.2,1,4.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Filip Jørgensen,DEN,GK,20,2002,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Francis Coquelin,FRA,MF,31,1991,8.3,9,1.09,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Gerard Moreno,ESP,FW,30,1992,13.7,48,3.52,35,0,6,4,2,1,5,0.37,4,0,0,1,0,0
Gerónimo Rulli,ARG,GK,30,1992,14.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Giovani Lo Celso,ARG,"MF,FW",26,1996,12.5,60,4.79,45,4,2,4,5,0,3,0.24,3,0,0,0,0,0
Haissem Hassan,FRA,"FW,MF",20,2002,0.6,1,1.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Johan Mojica,COL,DF,29,1992,7.1,13,1.82,11,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Jorge Cuenca,ESP,DF,22,1999,5.6,5,0.89,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
José Luis Morales,ESP,"FW,MF",35,1987,13.5,29,2.16,19,0,5,4,1,0,4,0.3,2,0,0,2,0,0
Juan Foyth,ARG,DF,24,1998,21.8,29,1.33,28,1,0,0,0,0,2,0.09,2,0,0,0,0,0
Kiko Femenía,ESP,DF,31,1991,12.6,24,1.9,23,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Mamadou Fall,SEN,DF,19,2002,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manu Morlanes,ESP,MF,23,1999,1.8,2,1.14,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Manu Trigueros,ESP,MF,30,1991,9.2,17,1.85,16,0,0,0,1,0,2,0.22,2,0,0,0,0,0
Nicolas Jackson,SEN,FW,21,2001,17.8,47,2.65,31,1,8,5,2,0,14,0.79,4,0,7,2,1,0
Pascu,ESP,"DF,FW",19,2003,0.1,1,9.0,1,0,0,0,0,0,1,9.0,1,0,0,0,0,0
Pau Torres,ESP,DF,25,1997,33.9,41,1.21,34,0,0,4,3,0,1,0.03,0,0,0,0,1,0
Pepe Reina,ESP,GK,39,1982,22.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ramón Terrats,ESP,MF,21,2000,9.1,20,2.21,13,2,2,0,2,1,1,0.11,1,0,0,0,0,0
Raúl Albiol,ESP,DF,36,1985,23.5,12,0.51,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Samuel Chukwueze,NGA,"FW,MF",23,1999,26.0,110,4.23,75,4,24,2,4,1,15,0.58,9,0,5,0,1,0
Yeremi Pino,ESP,"FW,MF",19,2002,27.2,87,3.2,61,1,8,11,6,0,9,0.33,7,0,0,2,0,0
Étienne Capoue,FRA,MF,34,1988,21.7,46,2.12,33,1,2,4,4,2,4,0.18,3,0,0,1,0,0
