General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alessio Cragno,ITA,GK,28,1994,1.0,32,26,32,0,0,0,32,0,0,,0,,19,101,61,0,0,0,0,0,17,0
Andrea Barberis,ITA,MF,28,1993,3.8,194,6,38,126,31,2,194,0,0,,0,,100,487,253,3,7,1,3,6,137,0
Andrea Carboni,ITA,DF,21,2001,1.9,104,4,41,43,20,4,104,3,1,33.3,2,66.7,50,284,190,4,2,0,0,0,66,2
Andrea Colpani,ITA,MF,23,1999,10.5,538,8,55,267,232,31,538,41,20,48.8,13,31.7,371,2327,1110,31,32,8,22,17,412,69
Andrea Petagna,ITA,FW,27,1995,18.5,641,21,47,343,256,88,640,37,20,54.1,11,29.7,373,2180,657,23,13,11,64,43,497,132
Andrea Ranocchia,ITA,DF,34,1988,0.5,35,13,28,7,0,0,35,0,0,,0,,11,63,22,0,0,0,0,0,13,0
Armando Izzo,ITA,DF,30,1992,27.4,1890,191,962,812,130,28,1890,22,11,50.0,9,40.9,1041,4854,2484,22,10,1,11,8,1280,29
Carlos Augusto,BRA,DF,23,1999,34.3,2073,111,676,917,498,71,2073,61,33,54.1,24,39.3,1032,5925,3073,87,62,15,45,28,1267,151
Christian Gytkjær,DEN,"FW,MF",32,1990,6.2,161,5,8,80,73,27,160,5,3,60.0,2,40.0,84,274,53,1,2,2,17,5,119,32
Dany Mota,POR,"FW,MF",24,1998,21.2,835,25,76,405,364,94,835,73,35,47.9,25,34.2,519,3543,1410,66,35,31,76,36,639,166
Filippo Ranocchia,ITA,MF,21,2001,5.9,328,14,70,174,90,4,328,15,8,53.3,3,20.0,213,1365,656,13,18,0,10,10,236,15
Franco Carboni,ITA,"DF,FW",19,2003,0.7,61,2,17,28,21,1,61,7,3,42.9,4,57.1,34,293,169,7,3,1,0,0,36,8
Gianluca Caprari,ITA,"MF,FW",29,1993,27.1,1364,7,128,668,577,103,1363,91,40,44.0,43,47.3,884,5535,2661,100,50,42,79,32,1089,188
Giulio Donati,ITA,DF,32,1990,4.7,349,26,151,159,44,1,349,3,1,33.3,2,66.7,219,1022,462,4,6,0,3,1,259,8
Luca Caldirola,ITA,DF,31,1991,26.1,1636,219,891,674,75,12,1636,3,1,33.3,1,33.3,978,4803,2623,12,11,0,5,1,1176,13
Luca Marrone,ITA,DF,32,1990,1.5,93,12,66,25,2,1,93,0,0,,0,,59,215,95,0,0,0,0,0,64,0
Marco D'Alessandro,ITA,"DF,FW",31,1991,3.2,141,1,37,55,52,10,141,5,1,20.0,3,60.0,80,713,329,14,4,5,4,5,89,19
Marlon,BRA,DF,26,1995,17.7,1182,115,552,587,47,11,1182,5,2,40.0,3,60.0,683,3472,1874,19,9,1,6,1,851,12
Matteo Pessina,ITA,MF,25,1997,32.6,2378,87,587,1333,484,51,2375,58,34,58.6,19,32.8,1434,8205,3834,77,45,6,62,35,1704,88
Mattia Valoti,ITA,"MF,FW",28,1993,5.0,231,9,53,133,48,5,231,10,3,30.0,4,40.0,114,673,281,7,4,0,10,5,152,9
Michele Di Gregorio,ITA,GK,25,1997,37.0,1607,1324,1600,7,0,0,1607,2,2,100.0,0,0.0,973,5309,3519,0,0,0,1,1,841,0
Nicolò Rovella,ITA,MF,20,2001,19.3,1556,46,374,950,248,10,1556,15,6,40.0,8,53.3,950,5023,2259,26,30,2,20,7,1134,19
Pablo Marí,ESP,DF,28,1993,27.6,1874,299,1090,750,37,15,1874,4,2,50.0,2,50.0,1049,5335,2820,6,8,1,10,5,1273,3
Patrick Ciurria,ITA,"DF,MF",27,1995,30.6,1604,46,396,694,534,51,1604,54,18,33.3,28,51.9,877,5018,2362,67,48,9,47,16,1062,168
Pepín,EQG,MF,25,1996,12.5,786,23,161,469,164,10,786,20,7,35.0,11,55.0,477,2855,1283,19,23,4,14,12,581,28
Salvatore Molina,ITA,DF,30,1992,2.5,139,6,29,47,65,1,139,4,2,50.0,1,25.0,79,416,275,9,5,0,4,2,85,22
Samuele Birindelli,ITA,DF,23,1999,15.6,957,51,277,372,321,30,957,20,11,55.0,8,40.0,509,3234,1645,55,35,7,24,15,606,121
Samuele Vignato,ITA,"MF,FW",18,2004,0.7,45,0,2,19,24,8,45,4,3,75.0,1,25.0,31,266,107,4,1,3,2,0,39,6
Stefano Sensi,ITA,MF,26,1995,18.0,1442,22,276,880,299,11,1442,29,11,37.9,9,31.0,903,4511,1934,27,32,2,32,15,1103,37
Valentin Antov,BUL,DF,21,2000,3.4,267,34,127,121,19,0,267,1,1,100.0,0,0.0,138,600,313,2,2,0,3,2,174,3
Warren Bondo,FRA,MF,18,2003,0.7,60,0,8,40,13,0,60,4,3,75.0,1,25.0,45,315,147,3,3,0,1,1,51,2
