General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alessio Cragno,ITA,GK,28,1994,1.0,31,24,7,1,0,0,0,0,0,0,0,0,29,0,0
Andrea Barberis,ITA,MF,28,1993,3.8,166,157,9,6,0,0,4,1,2,0,2,0,140,0,2
Andrea Carboni,ITA,DF,21,2001,1.9,87,74,13,1,0,1,5,11,1,0,1,0,69,0,3
Andrea Colpani,ITA,MF,23,1999,10.5,409,374,30,4,3,8,33,3,22,4,18,0,319,5,9
Andrea Petagna,ITA,FW,27,1995,18.5,434,387,41,0,4,10,3,1,0,0,0,0,316,6,9
Andrea Ranocchia,ITA,DF,34,1988,0.5,19,15,4,1,0,0,0,0,0,0,0,0,16,0,0
Armando Izzo,ITA,DF,30,1992,27.4,1597,1495,96,67,1,19,7,25,0,0,0,0,1389,6,8
Carlos Augusto,BRA,DF,23,1999,34.3,1719,1409,305,20,2,7,54,280,0,0,0,0,1430,5,49
Christian Gytkjær,DEN,"FW,MF",32,1990,6.2,102,94,7,0,0,0,1,0,0,0,0,0,69,1,5
Dany Mota,POR,"FW,MF",24,1998,21.2,610,575,33,2,1,3,45,5,0,0,0,0,425,2,34
Filippo Ranocchia,ITA,MF,21,2001,5.9,255,242,13,7,3,9,13,2,4,0,4,0,201,0,6
Franco Carboni,ITA,"DF,FW",19,2003,0.7,50,43,7,0,0,0,9,7,0,0,0,0,33,0,7
Gianluca Caprari,ITA,"MF,FW",29,1993,27.1,1082,1019,57,11,5,15,76,7,33,6,24,0,853,6,45
Giulio Donati,ITA,DF,32,1990,4.7,321,285,34,9,0,4,9,24,1,0,0,0,273,2,4
Luca Caldirola,ITA,DF,31,1991,26.1,1435,1368,65,39,1,8,5,6,0,0,0,0,1262,2,8
Luca Marrone,ITA,DF,32,1990,1.5,84,78,6,6,0,0,0,0,0,0,0,0,78,0,0
Marco D'Alessandro,ITA,"DF,FW",31,1991,3.2,115,100,14,2,0,0,13,12,0,0,0,0,79,1,3
Marlon,BRA,DF,26,1995,17.7,1029,984,45,32,0,3,5,7,0,0,0,0,950,0,1
Matteo Pessina,ITA,MF,25,1997,32.6,2025,1919,94,66,2,10,36,10,15,0,12,0,1719,12,43
Mattia Valoti,ITA,"MF,FW",28,1993,5.0,166,164,1,1,0,3,2,0,0,0,0,0,122,1,4
Michele Di Gregorio,ITA,GK,25,1997,37.0,1515,1162,350,103,0,9,0,0,0,0,0,0,1151,3,0
Nicolò Rovella,ITA,MF,20,2001,19.3,1363,1292,68,52,1,24,28,6,10,2,7,0,1206,3,15
Pablo Marí,ESP,DF,28,1993,27.6,1621,1544,71,40,0,7,1,8,0,0,0,0,1431,6,9
Patrick Ciurria,ITA,"DF,MF",27,1995,30.6,1335,1132,200,23,1,2,98,145,32,0,26,0,1061,3,16
Pepín,EQG,MF,25,1996,12.5,666,646,19,14,3,2,11,3,2,0,1,0,554,1,11
Salvatore Molina,ITA,DF,30,1992,2.5,114,96,17,2,0,0,14,15,0,0,0,0,86,1,3
Samuele Birindelli,ITA,DF,23,1999,15.6,777,659,118,4,0,5,70,114,0,0,0,0,572,0,15
Samuele Vignato,ITA,"MF,FW",18,2004,0.7,36,35,0,0,0,0,2,0,0,0,0,0,30,1,0
Stefano Sensi,ITA,MF,26,1995,18.0,1281,1185,94,51,6,18,50,6,32,10,16,0,1089,2,16
Valentin Antov,BUL,DF,21,2000,3.4,229,213,16,4,0,1,2,12,0,0,0,0,201,0,1
Warren Bondo,FRA,MF,18,2003,0.7,51,48,3,2,0,0,0,1,0,0,0,0,45,0,1
