General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alessio Cragno,ITA,GK,28,1994,1.0,29,31,93.5,621,431,7,7,100.0,18,18,100.0,4,6,66.7,0,0.0,0.0,0.0,0,0,0,0,0
Andrea Barberis,ITA,MF,28,1993,3.8,140,166,84.3,2307,639,67,75,89.3,63,74,85.1,8,11,72.7,1,0.4,0.2,0.6,4,16,1,1,14
Andrea Carboni,ITA,DF,21,2001,1.9,69,87,79.3,1170,558,33,38,86.8,29,31,93.5,7,14,50.0,0,0.1,0.3,-0.1,1,3,2,2,9
Andrea Colpani,ITA,MF,23,1999,10.5,319,409,78.0,5412,1268,157,180,87.2,123,145,84.8,30,55,54.5,1,1.9,1.8,-0.9,17,28,14,2,51
Andrea Petagna,ITA,FW,27,1995,18.5,316,434,72.8,4500,728,193,237,81.4,85,122,69.7,17,27,63.0,5,4.4,2.0,0.6,30,20,10,0,34
Andrea Ranocchia,ITA,DF,34,1988,0.5,16,19,84.2,347,109,2,2,100.0,11,12,91.7,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,0
Armando Izzo,ITA,DF,30,1992,27.4,1389,1597,87.0,25346,7926,543,583,93.1,687,755,91.0,131,213,61.5,0,0.9,0.8,-0.9,15,85,7,2,96
Carlos Augusto,BRA,DF,23,1999,34.3,1430,1719,83.2,22788,6775,743,811,91.6,566,665,85.1,82,133,61.7,5,3.7,3.4,1.3,26,75,27,7,101
Christian Gytkjær,DEN,"FW,MF",32,1990,6.2,69,102,67.6,895,155,41,57,71.9,18,26,69.2,3,3,100.0,0,0.3,0.1,-0.3,3,3,2,0,6
