General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Dany Mota,POR,"FW,MF",24,1998,21.2,425,610,69.7,6145,958,240,299,80.3,138,194,71.1,21,35,60.0,1,2.1,1.8,-1.1,27,21,14,5,34
Filippo Ranocchia,ITA,MF,21,2001,5.9,201,255,78.8,3906,1183,81,93,87.1,83,98,84.7,32,49,65.3,0,0.4,0.4,-0.4,7,23,7,1,26
Franco Carboni,ITA,"DF,FW",19,2003,0.7,33,50,66.0,529,140,19,20,95.0,12,15,80.0,2,5,40.0,0,0.0,0.0,0.0,1,3,2,1,2
Gianluca Caprari,ITA,"MF,FW",29,1993,27.1,853,1082,78.8,13026,2612,495,561,88.2,250,322,77.6,70,100,70.0,2,2.5,2.8,-0.5,29,56,30,4,92
Giulio Donati,ITA,DF,32,1990,4.7,273,321,85.0,5396,1868,94,104,90.4,143,159,89.9,33,46,71.7,0,0.1,0.1,-0.1,1,19,0,0,21
Luca Caldirola,ITA,DF,31,1991,26.1,1262,1435,87.9,22342,8287,534,555,96.2,592,653,90.7,109,179,60.9,0,0.5,0.3,-0.5,4,55,4,1,63
Luca Marrone,ITA,DF,32,1990,1.5,78,84,92.9,1371,634,34,35,97.1,39,41,95.1,5,8,62.5,0,0.0,0.0,0.0,0,0,0,0,4
Marco D'Alessandro,ITA,"DF,FW",31,1991,3.2,79,115,68.7,1182,302,50,57,87.7,23,36,63.9,4,9,44.4,0,0.2,0.1,-0.2,3,4,0,0,3
Marlon,BRA,DF,26,1995,17.7,950,1029,92.3,17131,5816,363,390,93.1,509,534,95.3,66,83,79.5,0,0.3,0.5,-0.3,1,72,5,2,63
Matteo Pessina,ITA,MF,25,1997,32.6,1719,2025,84.9,28932,8199,807,896,90.1,731,813,89.9,134,190,70.5,3,2.1,2.7,0.9,22,150,36,3,193
Mattia Valoti,ITA,"MF,FW",28,1993,5.0,122,166,73.5,2009,466,55,68,80.9,47,64,73.4,13,20,65.0,0,0.1,0.1,-0.1,3,17,2,1,16
Michele Di Gregorio,ITA,GK,25,1997,37.0,1151,1515,76.0,29670,19870,259,259,100.0,539,553,97.5,347,694,50.0,1,0.0,0.1,1.0,1,16,1,0,0
Nicolò Rovella,ITA,MF,20,2001,19.3,1206,1363,88.5,22554,5545,496,534,92.9,549,594,92.4,145,193,75.1,2,2.2,1.6,-0.2,22,105,15,2,99
Pablo Marí,ESP,DF,28,1993,27.6,1431,1621,88.3,29354,11383,404,446,90.6,822,866,94.9,194,275,70.5,0,0.3,0.3,-0.3,3,74,2,0,57
Patrick Ciurria,ITA,"DF,MF",27,1995,30.6,1061,1335,79.5,16691,5156,563,633,88.9,387,493,78.5,76,140,54.3,5,5.5,3.3,-0.5,36,67,31,14,91
Pepín,EQG,MF,25,1996,12.5,554,666,83.2,9428,2784,263,298,88.3,240,269,89.2,38,64,59.4,2,1.5,1.3,0.5,9,67,18,2,74
Salvatore Molina,ITA,DF,30,1992,2.5,86,114,75.4,1260,424,49,55,89.1,36,45,80.0,1,8,12.5,0,0.1,0.3,-0.1,2,4,5,4,7
Samuele Birindelli,ITA,DF,23,1999,15.6,572,777,73.6,9832,2913,265,309,85.8,249,326,76.4,47,107,43.9,1,2.2,1.9,-1.2,18,27,19,13,43
Samuele Vignato,ITA,"MF,FW",18,2004,0.7,30,36,83.3,452,45,13,13,100.0,13,15,86.7,2,2,100.0,1,0.3,0.1,0.7,2,0,1,1,1
Stefano Sensi,ITA,MF,26,1995,18.0,1089,1281,85.0,20124,6412,464,516,89.9,465,511,91.0,134,194,69.1,1,2.1,2.6,-1.1,24,128,21,3,143
Valentin Antov,BUL,DF,21,2000,3.4,201,229,87.8,3529,1518,85,93,91.4,90,98,91.8,19,30,63.3,0,0.0,0.1,0.0,1,12,2,0,14
Warren Bondo,FRA,MF,18,2003,0.7,45,51,88.2,720,106,24,26,92.3,20,22,90.9,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,5
