General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alessio Cragno,ITA,GK,28,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Barberis,ITA,MF,28,1993,9,3,338,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,3,14,0,0.0,0.27,0.27,0.0,0.27,0.03,0.1,0.12,0.03,0.12
Andrea Carboni,ITA,DF,21,2001,4,1,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,9,2,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
Andrea Colpani,ITA,MF,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,2.1,2.1,1.9,4.1,31,51,69,0.38,0.09,0.47,0.38,0.47,0.2,0.18,0.39,0.2,0.39
Andrea Petagna,ITA,FW,27,1995,31,19,1663,18.5,4,5,9,3,1,1,2,0,5.7,4.9,4.4,9.3,23,34,132,0.22,0.27,0.49,0.16,0.43,0.31,0.24,0.54,0.26,0.5
Andrea Ranocchia,ITA,DF,34,1988,1,1,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armando Izzo,ITA,DF,30,1992,30,29,2466,27.4,1,0,1,1,0,0,10,0,2.1,2.1,0.9,3.1,22,96,29,0.04,0.0,0.04,0.04,0.04,0.08,0.03,0.11,0.08,0.11
Carlos Augusto,BRA,DF,23,1999,35,35,3083,34.3,6,5,11,6,0,0,4,0,4.4,4.4,3.7,8.1,87,101,151,0.18,0.15,0.32,0.18,0.32,0.13,0.11,0.24,0.13,0.24
Christian Gytkjær,DEN,"FW,MF",32,1990,22,3,559,6.2,1,0,1,1,0,1,0,0,3.9,3.1,0.3,3.4,1,6,32,0.16,0.0,0.16,0.16,0.16,0.63,0.05,0.68,0.51,0.55
Dany Mota,POR,"FW,MF",24,1998,29,21,1912,21.2,5,1,6,5,0,0,2,0,5.1,5.1,2.1,7.3,66,34,166,0.24,0.05,0.28,0.24,0.28,0.24,0.1,0.34,0.24,0.34
Filippo Ranocchia,ITA,MF,21,2001,14,5,530,5.9,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,13,26,15,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.27,0.21,0.27
Franco Carboni,ITA,"DF,FW",19,2003,3,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,2,8,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17
Gianluca Caprari,ITA,"MF,FW",29,1993,37,32,2441,27.1,5,2,7,4,1,1,7,0,5.0,4.2,2.5,6.7,100,92,188,0.18,0.07,0.26,0.15,0.22,0.18,0.09,0.28,0.15,0.25
Giulio Donati,ITA,DF,32,1990,8,4,422,4.7,1,0,1,1,0,0,4,2,0.4,0.4,0.1,0.5,4,21,8,0.21,0.0,0.21,0.21,0.21,0.08,0.02,0.11,0.08,0.11
Luca Caldirola,ITA,DF,31,1991,31,27,2353,26.1,2,0,2,2,0,0,6,0,1.1,1.1,0.5,1.6,12,63,13,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06
Luca Marrone,ITA,DF,32,1990,2,2,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Marco D'Alessandro,ITA,"DF,FW",31,1991,8,3,290,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,14,3,19,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
Marlon,BRA,DF,26,1995,28,18,1592,17.7,0,0,0,0,0,0,7,1,0.3,0.2,0.3,0.6,19,63,12,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Matteo Pessina,ITA,MF,25,1997,35,34,2932,32.6,5,3,8,2,3,3,6,0,5.1,2.8,2.1,4.9,77,193,88,0.15,0.09,0.25,0.06,0.15,0.16,0.06,0.22,0.08,0.15
Mattia Valoti,ITA,"MF,FW",28,1993,16,4,453,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,7,16,9,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
Michele Di Gregorio,ITA,GK,25,1997,37,37,3330,37.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Nicolò Rovella,ITA,MF,20,2001,25,21,1740,19.3,1,2,3,1,0,0,5,1,1.2,1.2,2.2,3.4,26,99,19,0.05,0.1,0.16,0.05,0.16,0.06,0.11,0.18,0.06,0.18
