General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alexis Flips,FRA,"FW,MF",22,2000,22.0,51,30,18,17,16,27,64,42.2,37,35,5,30,24,75,12,0
Andrew Gravillon,GLP,DF,24,1998,11.5,16,8,9,6,1,8,13,61.5,5,18,9,9,21,37,36,0
Arber Zeneli,KVX,"FW,MF",27,1995,11.1,9,3,3,3,3,5,12,41.7,7,8,0,8,2,11,2,0
Azor Matusiwa,NED,MF,24,1998,27.6,66,41,30,29,7,36,61,59.0,25,37,11,26,46,112,52,0
Bradley Locko,FRA,DF,20,2002,11.8,31,16,21,4,6,15,27,55.6,12,17,4,13,20,51,21,0
Check Keita,FRA,DF,19,2003,7.6,12,9,9,3,0,4,9,44.4,5,6,5,1,5,17,24,1
Dion Lopy,SEN,MF,20,2002,15.3,45,24,22,16,7,23,62,37.1,39,27,3,24,22,67,18,0
El Bilal Touré,MLI,FW,20,2001,1.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
Emmanuel Agbadou,CIV,DF,25,1997,26.5,71,49,53,16,2,42,65,64.6,23,30,14,16,32,103,107,3
Fallou Fall,SEN,DF,18,2004,0.4,0,0,0,0,0,0,1,0.0,1,3,3,0,0,0,4,0
Folarin Balogun,USA,FW,21,2001,33.3,9,5,1,5,3,2,20,10.0,18,20,1,19,3,12,15,0
Ibrahim Diakité,GUI,DF,18,2003,1.5,3,3,3,0,0,2,3,66.7,1,0,0,0,5,8,6,0
Jens Cajuste,SWE,MF,22,1999,17.0,46,25,25,14,7,25,48,52.1,23,30,6,24,18,64,22,0
Junya Ito,JPN,FW,29,1993,32.4,40,20,14,15,11,13,53,24.5,40,29,1,28,8,48,4,1
Kaj Sierhuis,NED,"FW,MF",24,1998,2.4,3,3,1,0,2,0,5,0.0,5,3,1,2,1,4,2,0
Kamory Doumbia,MLI,MF,19,2003,12.8,31,16,9,14,8,12,37,32.4,25,17,1,16,13,44,3,0
Mamadou Diakhon,FRA,FW,16,2005,0.2,2,0,2,0,0,0,1,0.0,1,1,0,1,1,3,0,0
Marshall Munetsi,ZIM,MF,26,1996,30.0,58,27,13,31,14,20,48,41.7,28,37,11,26,26,84,41,1
Martin Adeline,FRA,"MF,FW",18,2003,1.2,3,3,2,1,0,3,4,75.0,1,3,1,2,3,6,3,0
Maxime Busi,BEL,DF,22,1999,11.6,21,16,9,11,1,13,29,44.8,16,14,6,8,14,35,24,0
Mitchell van Bergen,NED,"FW,DF",22,1999,10.1,18,8,6,7,5,8,20,40.0,12,8,2,6,6,24,11,0
Mohamed Toure,AUS,"FW,MF",18,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Myziane Maolida,COM,"MF,FW",23,1999,2.6,8,3,2,5,1,5,12,41.7,7,1,0,1,2,10,0,0
Nathanael Mbuku,FRA,"FW,MF",20,2002,0.7,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,0,0
Noah Holm,NOR,"FW,MF",21,2001,2.2,6,4,2,2,2,2,5,40.0,3,0,0,0,0,6,5,0
Patrick Pentz,AUT,GK,25,1997,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Rafik Guitane,FRA,FW,23,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Samuel Koeberlé,FRA,MF,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Thibault De Smet,BEL,DF,24,1998,19.5,24,17,10,14,0,11,37,29.7,26,28,5,23,20,44,40,1
Thomas Foket,BEL,DF,27,1994,22.0,35,22,18,11,6,17,46,37.0,29,21,7,14,33,68,29,2
Valentin Atangana Edoa,FRA,MF,16,2005,1.9,8,3,4,2,2,3,6,50.0,3,2,1,1,0,8,1,0
Wout Faes,BEL,DF,24,1998,3.0,1,1,1,0,0,1,2,50.0,1,6,3,3,7,8,19,0
Yehvann Diouf,FRA,GK,22,1999,31.0,2,0,2,0,0,1,3,33.3,2,0,0,0,1,3,13,5
Yunis Abdelhamid,MAR,DF,34,1987,37.0,82,50,47,33,2,39,52,75.0,13,65,27,38,64,146,116,1
