General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alexis Flips,FRA,"FW,MF",22,2000,22.0,690,1034,66.7,12630,5069,313,395,79.2,263,366,71.9,95,204,46.6,6,6.2,6.7,-0.2,44,83,45,19,110
Andrew Gravillon,GLP,DF,24,1998,11.5,330,445,74.2,6298,2474,127,157,80.9,159,191,83.2,38,75,50.7,0,0.4,0.6,-0.4,3,31,4,2,38
Arber Zeneli,KVX,"FW,MF",27,1995,11.1,302,430,70.2,4497,1514,180,219,82.2,90,130,69.2,19,49,38.8,2,3.1,2.3,-1.1,22,24,19,1,51
Azor Matusiwa,NED,MF,24,1998,27.6,1376,1617,85.1,26423,8698,508,605,84.0,636,702,90.6,192,234,82.1,0,1.2,1.3,-1.2,24,148,13,0,213
Bradley Locko,FRA,DF,20,2002,11.8,362,470,77.0,5529,2311,199,229,86.9,129,177,72.9,21,38,55.3,0,0.5,0.5,-0.5,8,44,7,3,55
Check Keita,FRA,DF,19,2003,7.6,264,305,86.6,5059,1150,90,100,90.0,146,154,94.8,22,35,62.9,0,0.0,0.0,0.0,1,14,0,0,19
Dion Lopy,SEN,MF,20,2002,15.3,627,741,84.6,12141,3116,229,274,83.6,279,318,87.7,97,118,82.2,1,1.6,0.7,-0.6,15,82,4,0,101
El Bilal Touré,MLI,FW,20,2001,1.0,16,20,80.0,234,46,9,11,81.8,6,7,85.7,0,1,0.0,0,0.1,0.0,-0.1,2,1,1,0,1
Emmanuel Agbadou,CIV,DF,25,1997,26.5,1281,1493,85.8,27077,9413,360,413,87.2,705,764,92.3,202,284,71.1,3,2.4,1.7,0.6,13,112,15,1,131
Fallou Fall,SEN,DF,18,2004,0.4,12,13,92.3,263,155,1,2,50.0,10,10,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Folarin Balogun,USA,FW,21,2001,33.3,408,582,70.1,5755,1189,235,303,77.6,127,180,70.6,17,29,58.6,2,3.8,3.3,-1.8,36,28,19,1,55
Ibrahim Diakité,GUI,DF,18,2003,1.5,48,68,70.6,600,354,36,42,85.7,11,15,73.3,0,6,0.0,0,0.0,0.0,0.0,0,1,0,0,2
Jens Cajuste,SWE,MF,22,1999,17.0,606,739,82.0,11081,3065,251,297,84.5,266,312,85.3,72,98,73.5,1,1.2,0.9,-0.2,16,66,15,0,109
Junya Ito,JPN,FW,29,1993,32.4,708,1125,62.9,11236,4338,363,479,75.8,253,392,64.5,59,151,39.1,5,8.0,9.2,-3.0,65,68,73,21,141
Kaj Sierhuis,NED,"FW,MF",24,1998,2.4,33,64,51.6,627,107,15,24,62.5,12,24,50.0,5,8,62.5,0,0.0,0.1,0.0,0,2,0,0,3
Kamory Doumbia,MLI,MF,19,2003,12.8,428,538,79.6,6994,2058,202,241,83.8,179,212,84.4,31,47,66.0,2,2.9,1.6,-0.9,18,66,14,1,85
Mamadou Diakhon,FRA,FW,16,2005,0.2,2,2,100.0,27,8,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
