General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Marshall Munetsi,ZIM,MF,26,1996,30.0,651,886,73.5,10519,3417,306,394,77.7,248,313,79.2,56,109,51.4,3,3.1,2.1,-0.1,31,71,11,2,95
Martin Adeline,FRA,"MF,FW",18,2003,1.2,29,41,70.7,390,93,12,18,66.7,11,14,78.6,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3
Maxime Busi,BEL,DF,22,1999,11.6,464,614,75.6,8573,2893,197,242,81.4,200,249,80.3,58,98,59.2,1,0.7,0.7,0.3,7,39,13,7,57
Mitchell van Bergen,NED,"FW,DF",22,1999,10.1,205,303,67.7,3177,1016,110,134,82.1,63,97,64.9,19,46,41.3,1,2.7,2.6,-1.7,19,11,18,10,21
Mohamed Toure,AUS,"FW,MF",18,2004,0.3,3,6,50.0,46,15,2,4,50.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,1
Myziane Maolida,COM,"MF,FW",23,1999,2.6,75,104,72.1,1057,225,46,61,75.4,20,28,71.4,4,7,57.1,0,0.4,0.3,-0.4,2,6,6,0,8
Nathanael Mbuku,FRA,"FW,MF",20,2002,0.7,22,27,81.5,318,86,12,14,85.7,9,10,90.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,3
Noah Holm,NOR,"FW,MF",21,2001,2.2,27,44,61.4,404,80,16,21,76.2,9,14,64.3,1,4,25.0,0,0.3,0.1,-0.3,3,3,1,0,2
Patrick Pentz,AUT,GK,25,1997,7.0,141,211,66.8,3725,2480,34,36,94.4,61,61,100.0,44,112,39.3,0,0.0,0.0,0.0,0,3,0,0,0
Rafik Guitane,FRA,FW,23,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Samuel Koeberlé,FRA,MF,17,2004,0.0,5,6,83.3,43,25,4,4,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Thibault De Smet,BEL,DF,24,1998,19.5,878,1123,78.2,14328,5398,413,486,85.0,387,467,82.9,53,112,47.3,1,1.3,1.8,-0.3,12,86,20,9,89
Thomas Foket,BEL,DF,27,1994,22.0,1011,1257,80.4,16877,4625,445,535,83.2,470,555,84.7,66,103,64.1,1,2.8,2.9,-1.8,23,67,17,9,94
Valentin Atangana Edoa,FRA,MF,16,2005,1.9,41,48,85.4,650,180,20,23,87.0,18,18,100.0,1,4,25.0,0,0.2,0.2,-0.2,3,4,1,1,5
Wout Faes,BEL,DF,24,1998,3.0,95,115,82.6,2016,841,22,28,78.6,54,58,93.1,16,23,69.6,0,0.0,0.2,0.0,1,8,2,0,8
Yehvann Diouf,FRA,GK,22,1999,31.0,851,1063,80.1,23462,15373,97,98,99.0,460,466,98.7,289,490,59.0,0,0.0,0.0,0.0,1,6,0,0,1
Yunis Abdelhamid,MAR,DF,34,1987,37.0,1679,2031,82.7,32967,13407,490,571,85.8,1006,1117,90.1,155,279,55.6,2,1.0,0.9,1.0,13,155,5,0,215
