General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alexandre Olliero,FRA,GK,26,1996,0,,,,,0,,0,0,,14,,,,,,,,,,,
Alexis Flips,FRA,"FW,MF",22,2000,33,1978,60,57.8,22.0,28,68,4,5,17,3,1.45,28,23,5,0.23,0.54,37.4,29.3,8.0,0.37,0.32
Andrew Gravillon,GLP,DF,24,1998,13,1038,80,30.4,11.5,12,86,9,1,6,4,0.85,11,18,-7,-0.61,-0.87,15.3,16.0,-0.7,-0.06,-0.42
Arber Zeneli,KVX,"FW,MF",27,1995,23,1000,43,29.2,11.1,12,64,0,11,21,14,1.48,12,7,5,0.45,0.64,17.2,15.2,2.0,0.18,-0.08
Azor Matusiwa,NED,MF,24,1998,30,2484,83,72.6,27.6,29,85,19,1,28,0,1.47,34,29,5,0.18,0.66,48.3,36.7,11.6,0.42,0.69
Bradley Locko,FRA,DF,20,2002,15,1059,71,31.0,11.8,13,81,10,2,6,1,1.0,15,18,-3,-0.25,-0.37,18.1,16.5,1.7,0.14,-0.13
Check Keita,FRA,DF,19,2003,9,682,76,19.9,7.6,8,81,2,1,31,13,1.89,9,6,3,0.4,0.49,13.5,9.2,4.3,0.57,0.42
Dion Lopy,SEN,MF,20,2002,29,1379,48,40.3,15.3,16,70,4,13,20,3,1.34,15,16,-1,-0.07,-0.11,23.1,18.7,4.3,0.28,0.08
El Bilal Touré,MLI,FW,20,2001,3,91,30,2.7,1.0,1,63,0,2,14,2,0.33,0,4,-4,-3.96,-4.06,0.8,0.8,0.1,0.06,-0.18
Emmanuel Agbadou,CIV,DF,25,1997,29,2388,82,69.8,26.5,27,87,24,2,20,0,1.14,33,33,0,0.0,0.0,43.5,37.0,6.6,0.25,0.05
Fallou Fall,SEN,DF,18,2004,1,32,32,0.9,0.4,0,,0,1,32,4,0.0,0,1,-1,-2.81,-2.84,0.2,1.7,-1.5,-4.09,-4.36
Florent Duparchy,FRA,GK,22,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Folarin Balogun,USA,FW,21,2001,37,2999,81,87.7,33.3,34,86,19,3,29,0,1.35,42,37,5,0.15,1.22,56.9,45.2,11.7,0.35,0.96
Ibrahim Diakité,GUI,DF,18,2003,3,131,44,3.8,1.5,1,77,0,2,27,10,0.67,0,2,-2,-1.37,-1.43,1.9,3.1,-1.2,-0.84,-1.11
Jens Cajuste,SWE,MF,22,1999,31,1530,49,44.7,17.0,14,76,2,17,28,0,1.45,16,19,-3,-0.18,-0.32,26.5,24.9,1.6,0.1,-0.25
Junya Ito,JPN,FW,29,1993,35,2916,83,85.3,32.4,34,85,19,1,15,0,1.4,39,36,3,0.09,0.63,52.4,42.3,10.1,0.31,0.54
Kaj Sierhuis,NED,"FW,MF",24,1998,14,218,16,6.4,2.4,1,57,0,13,12,7,1.5,4,1,3,1.24,1.32,3.7,1.8,1.9,0.79,0.6
Kamory Doumbia,MLI,MF,19,2003,26,1155,44,33.8,12.8,13,66,0,13,23,9,1.35,17,12,5,0.39,0.59,23.6,16.5,7.1,0.55,0.48
Mamadou Diakhon,FRA,FW,16,2005,2,21,11,0.6,0.2,0,,0,2,11,0,0.0,0,1,-1,-4.29,-4.31,0.2,1.4,-1.2,-5.32,-5.59
Marshall Munetsi,ZIM,MF,26,1996,34,2700,79,78.9,30.0,31,84,21,3,31,0,1.32,35,39,-4,-0.13,-0.63,46.3,43.3,3.1,0.1,-0.62
Martin Adeline,FRA,"MF,FW",18,2003,5,107,21,3.1,1.2,0,,0,5,21,10,1.4,3,5,-2,-1.68,-1.74,2.1,2.7,-0.7,-0.57,-0.82
