General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Maxime Busi,BEL,DF,22,1999,21,1043,50,30.5,11.6,11,79,4,10,18,9,0.95,13,18,-5,-0.43,-0.62,17.9,16.3,1.6,0.14,-0.14
Mitchell van Bergen,NED,"FW,DF",22,1999,28,905,32,26.5,10.1,6,74,2,22,21,2,1.39,13,15,-2,-0.2,-0.27,18.4,13.0,5.4,0.53,0.41
Mohamed Toure,AUS,"FW,MF",18,2004,3,23,8,0.7,0.3,0,,0,3,8,1,1.33,0,0,0,0.0,0.0,0.5,0.5,0.0,-0.06,-0.3
Moustapha Mbow,SEN,DF,22,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Myziane Maolida,COM,"MF,FW",23,1999,9,232,26,6.8,2.6,2,66,0,7,14,1,1.78,5,1,4,1.55,1.66,6.4,3.3,3.1,1.2,1.04
Nathanael Mbuku,FRA,"FW,MF",20,2002,6,66,11,1.9,0.7,0,,0,6,11,7,1.0,1,2,-1,-1.36,-1.39,1.7,1.6,0.2,0.22,-0.01
Nicolas Penneteau,FRA,GK,41,1981,0,,,,,0,,0,0,,7,,,,,,,,,,,
Noah Holm,NOR,"FW,MF",21,2001,8,194,24,5.7,2.2,2,74,1,6,8,4,1.63,1,4,-3,-1.39,-1.48,1.6,4.8,-3.2,-1.48,-1.82
Patrick Pentz,AUT,GK,25,1997,7,630,90,18.4,7.0,7,90,7,0,,12,0.86,10,14,-4,-0.57,-0.7,11.4,11.2,0.2,0.03,-0.25
Rafik Guitane,FRA,FW,23,1999,1,3,3,0.1,0.0,0,,0,1,3,7,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.27,0.03
Samuel Koeberlé,FRA,MF,17,2004,1,3,3,0.1,0.0,0,,0,1,3,14,0.0,0,0,0,0.0,0.0,0.0,0.9,-0.9,-25.83,-26.09
Soumaïla Sylla,GUI,GK,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Therence Koudou,FRA,MF,17,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
Thibault De Smet,BEL,DF,24,1998,22,1758,80,51.4,19.5,20,86,14,2,20,4,1.64,26,14,12,0.61,1.26,34.8,27.0,7.7,0.4,0.34
Thomas Foket,BEL,DF,27,1994,24,1976,82,57.8,22.0,23,85,16,1,13,0,1.46,28,25,3,0.14,0.32,34.8,30.8,4.0,0.18,-0.12
Valentin Atangana Edoa,FRA,MF,16,2005,7,174,25,5.1,1.9,2,64,0,5,9,5,1.0,0,5,-5,-2.59,-2.72,1.9,4.0,-2.1,-1.11,-1.42
Wout Faes,BEL,DF,24,1998,3,270,90,7.9,3.0,3,90,3,0,,0,0.67,3,6,-3,-1.0,-1.09,3.4,4.4,-1.1,-0.35,-0.63
Yehvann Diouf,FRA,GK,22,1999,31,2790,90,81.6,31.0,31,90,31,0,,4,1.45,35,31,4,0.13,0.7,50.1,41.5,8.6,0.28,0.25
Yunis Abdelhamid,MAR,DF,34,1987,37,3330,90,97.4,37.0,37,90,37,0,,0,1.38,45,42,3,0.08,3.08,60.5,50.1,10.4,0.28,1.79
