General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Junya Ito,JPN,FW,29,1993,32.4,1471,8,130,538,832,112,1471,141,62,44.0,62,44.0,1123,8281,4060,133,89,43,89,44,1076,338
Kaj Sierhuis,NED,"FW,MF",24,1998,2.4,91,3,10,28,54,15,91,5,2,40.0,2,40.0,71,352,130,5,4,1,5,5,70,29
Kamory Doumbia,MLI,MF,19,2003,12.8,708,14,93,368,254,37,707,36,18,50.0,16,44.4,536,3098,1318,29,21,3,34,20,486,82
Mamadou Diakhon,FRA,FW,16,2005,0.2,10,0,2,4,4,1,10,2,1,50.0,1,50.0,6,35,24,1,0,0,2,0,4,1
Marshall Munetsi,ZIM,MF,26,1996,30.0,1243,73,256,642,364,94,1243,44,20,45.5,18,40.9,818,4165,1792,33,17,9,53,16,732,87
Martin Adeline,FRA,"MF,FW",18,2003,1.2,59,4,22,22,16,1,59,3,1,33.3,2,66.7,31,173,83,1,0,0,4,2,27,1
Maxime Busi,BEL,DF,22,1999,11.6,728,41,185,369,180,10,728,25,7,28.0,14,56.0,462,2885,1442,25,21,3,16,5,407,44
Mitchell van Bergen,NED,"FW,DF",22,1999,10.1,437,10,57,158,239,37,437,38,14,36.8,23,60.5,314,2931,1489,51,44,15,24,11,275,89
Mohamed Toure,AUS,"FW,MF",18,2004,0.3,13,0,1,2,10,7,13,4,2,50.0,2,50.0,9,70,23,1,0,3,2,0,9,5
Myziane Maolida,COM,"MF,FW",23,1999,2.6,138,0,17,56,68,8,138,11,8,72.7,2,18.2,105,732,375,13,4,3,9,4,94,26
Nathanael Mbuku,FRA,"FW,MF",20,2002,0.7,37,2,7,17,14,2,37,2,1,50.0,1,50.0,30,206,123,4,2,2,2,1,26,6
Noah Holm,NOR,"FW,MF",21,2001,2.2,86,6,17,49,21,5,86,9,3,33.3,6,66.7,60,325,109,1,2,0,5,6,58,8
Patrick Pentz,AUT,GK,25,1997,7.0,221,191,221,0,0,0,221,0,0,,0,,144,845,503,0,1,1,0,0,91,0
Rafik Guitane,FRA,FW,23,1999,0.0,3,1,2,1,0,0,3,0,0,,0,,1,7,0,0,0,0,0,1,0,0
Samuel Koeberlé,FRA,MF,17,2004,0.0,9,0,8,0,1,0,9,2,1,50.0,1,50.0,7,12,3,0,0,0,1,0,3,1
Thibault De Smet,BEL,DF,24,1998,19.5,1280,68,358,660,276,5,1280,14,5,35.7,8,57.1,813,4432,2019,39,32,1,19,8,723,89
Thomas Foket,BEL,DF,27,1994,22.0,1442,61,368,657,429,35,1442,21,9,42.9,9,42.9,965,5402,2400,56,38,4,29,20,858,154
Valentin Atangana Edoa,FRA,MF,16,2005,1.9,76,5,21,32,24,8,76,5,0,0.0,3,60.0,50,319,135,5,3,2,3,4,45,6
Wout Faes,BEL,DF,24,1998,3.0,150,38,85,64,2,1,150,2,1,50.0,1,50.0,91,402,210,1,0,0,1,1,76,1
Yehvann Diouf,FRA,GK,22,1999,31.0,1138,914,1131,7,0,0,1138,2,2,100.0,0,0.0,843,4099,2346,0,0,0,2,0,543,0
Yunis Abdelhamid,MAR,DF,34,1987,37.0,2459,241,1088,1275,123,39,2459,37,21,56.8,14,37.8,1723,10871,6123,40,21,3,27,23,1499,10
