General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alexis Flips,FRA,"FW,MF",22,2000,22.0,1331,32,233,590,525,54,1331,42,12,28.6,24,57.1,906,4374,1784,23,44,3,58,23,803,162
Andrew Gravillon,GLP,DF,24,1998,11.5,566,58,236,260,80,6,566,12,7,58.3,3,25.0,370,2213,1183,18,12,1,11,4,307,14
Arber Zeneli,KVX,"FW,MF",27,1995,11.1,602,7,55,220,339,56,602,60,17,28.3,38,63.3,430,3137,1348,45,28,29,47,23,398,118
Azor Matusiwa,NED,MF,24,1998,27.6,1915,100,541,1138,260,2,1915,23,16,69.6,5,21.7,1383,6842,3122,15,26,0,24,12,1203,18
Bradley Locko,FRA,DF,20,2002,11.8,629,44,216,290,138,8,629,36,15,41.7,18,50.0,374,2771,1537,31,15,3,27,15,304,39
Check Keita,FRA,DF,19,2003,7.6,372,32,171,190,14,5,372,3,2,66.7,0,0.0,268,1881,994,8,5,0,4,1,237,0
Dion Lopy,SEN,MF,20,2002,15.3,935,41,209,533,211,12,935,36,16,44.4,15,41.7,696,4238,1717,17,22,1,30,17,612,38
El Bilal Touré,MLI,FW,20,2001,1.0,29,1,3,13,13,3,29,2,1,50.0,1,50.0,13,61,15,0,0,0,1,2,17,1
Emmanuel Agbadou,CIV,DF,25,1997,26.5,1798,213,851,877,87,21,1798,14,8,57.1,6,42.9,1287,7671,3866,15,19,2,23,13,1087,8
Fallou Fall,SEN,DF,18,2004,0.4,20,6,18,2,0,0,20,0,0,,0,,12,126,19,0,1,0,0,0,11,0
Folarin Balogun,USA,FW,21,2001,33.3,970,16,72,385,525,198,963,87,35,40.2,44,50.6,742,4561,1697,56,27,45,94,74,743,283
Ibrahim Diakité,GUI,DF,18,2003,1.5,83,4,30,32,23,1,83,3,1,33.3,1,33.3,46,264,96,0,1,0,1,1,37,6
Jens Cajuste,SWE,MF,22,1999,17.0,969,41,223,533,231,40,969,79,39,49.4,30,38.0,728,4226,2387,46,36,10,28,23,663,40
