NED-Eredivisie
2223
Go Ahead Eag
Aventis Aventisian
ARM
"MF,DF"
19
2002
2
0
12
0.1
0
0
0
0
0
0
0
0
0.0
0.0
0.0
0.0
0
1
1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
