General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Achraf Hakimi,MAR,DF,26-102,1998,16,16,1388,15.4,2,5,7,2,0,0,2,0,2.1,2.1,5.0,7.1,69,111,194,0.13,0.32,0.45,0.13,0.45,0.14,0.33,0.46,0.14,0.46
Bradley Barcola,FRA,FW,22-165,2002,21,18,1378,15.3,11,5,16,11,0,0,1,0,9.8,9.8,6.8,16.6,90,50,228,0.72,0.33,1.04,0.72,1.04,0.64,0.45,1.08,0.64,1.08
Désiré Doué,FRA,"FW,MF",19-256,2005,18,8,888,9.9,1,4,5,1,0,0,1,0,2.3,2.3,4.0,6.4,57,62,119,0.1,0.41,0.51,0.1,0.51,0.24,0.41,0.64,0.24,0.64
Fabián Ruiz Peña,ESP,MF,28-317,1996,20,13,1244,13.8,2,1,3,2,0,0,0,0,2.5,2.5,1.9,4.4,33,132,56,0.14,0.07,0.22,0.14,0.22,0.18,0.14,0.32,0.18,0.32
Gianluigi Donnarumma,ITA,GK,25-355,1999,17,17,1461,16.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonçalo Ramos,POR,FW,23-239,2001,10,5,402,4.5,4,2,6,4,0,0,0,0,4.7,4.7,1.5,6.3,3,8,24,0.9,0.45,1.34,0.9,1.34,1.06,0.34,1.4,1.06,1.4
Ibrahim Mbaye,FRA,"FW,MF",17-021,2008,5,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,3,15,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
João Neves,POR,"MF,DF",20-140,2004,17,14,1208,13.4,2,7,9,2,0,0,0,0,1.9,1.9,3.3,5.2,26,105,49,0.15,0.52,0.67,0.15,0.67,0.14,0.25,0.39,0.14,0.39
Khvicha Kvaratskhelia,GEO,FW,24-002,2001,3,3,205,2.3,1,1,2,1,0,0,0,0,1.3,1.3,0.4,1.8,9,12,31,0.44,0.44,0.88,0.44,0.88,0.59,0.18,0.77,0.59,0.77
Lee Kang-in,KOR,"FW,MF",23-361,2001,21,13,1225,13.6,6,4,10,6,0,0,1,0,2.8,2.8,4.5,7.3,40,105,102,0.44,0.29,0.73,0.44,0.73,0.2,0.33,0.53,0.2,0.53
Lucas Beraldo,BRA,DF,21-082,2003,13,12,1085,12.1,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.6,7,73,0,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.05,0.04,0.05
Lucas Hernández,FRA,DF,29-000,1996,7,3,285,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Asensio,ESP,"FW,MF",29-024,1996,12,8,618,6.9,2,4,6,2,0,0,0,0,5.6,5.6,2.7,8.3,19,36,49,0.29,0.58,0.87,0.29,0.87,0.82,0.39,1.21,0.82,1.21
Marquinhos,BRA,DF,30-276,1994,15,13,1196,13.3,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,21,100,3,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
Matvei Safonov,RUS,GK,25-355,1999,5,4,429,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milan Škriniar,SVK,DF,30-003,1995,5,4,382,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,20,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
Nuno Mendes,POR,DF,22-240,2002,14,13,1082,12.0,0,2,2,0,0,0,1,0,0.9,0.9,3.7,4.6,39,88,79,0.0,0.17,0.17,0.0,0.17,0.07,0.31,0.38,0.07,0.38
Ousmane Dembélé,FRA,FW,27-275,1997,19,14,1204,13.4,16,4,20,15,1,1,1,0,10.3,9.5,6.1,15.6,90,96,175,1.2,0.3,1.5,1.12,1.42,0.77,0.46,1.22,0.71,1.16
Randal Kolo Muani,FRA,FW,26-071,1998,10,2,358,4.0,2,1,3,1,1,1,0,0,4.7,3.9,0.9,4.7,8,5,35,0.5,0.25,0.75,0.25,0.5,1.17,0.21,1.39,0.98,1.19
Senny Mayulu,FRA,MF,18-273,2006,11,3,293,3.3,1,0,1,1,0,0,1,0,2.0,2.0,0.7,2.7,12,15,29,0.31,0.0,0.31,0.31,0.31,0.62,0.22,0.84,0.62,0.84
Vitinha,POR,MF,25-001,2000,18,14,1355,15.1,4,0,4,2,2,2,1,0,2.6,1.1,1.5,2.5,31,144,33,0.27,0.0,0.27,0.13,0.13,0.17,0.1,0.27,0.07,0.17
Warren Zaïre-Emery,FRA,"MF,DF",18-343,2006,18,15,1330,14.8,1,1,2,1,0,0,2,0,0.9,0.9,0.8,1.6,30,77,57,0.07,0.07,0.14,0.07,0.14,0.06,0.05,0.11,0.06,0.11
Willian Pacho,ECU,DF,23-121,2001,19,16,1527,17.0,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,3,39,1,0.0,0.06,0.06,0.0,0.06,0.0,0.01,0.01,0.0,0.01
Yoram Zague,FRA,DF,18-275,2006,3,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,8,13,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04
