General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alex Král,CZE,MF,24,1998,29,2357,81,77.0,26.2,26,89,23,3,18,3,0.93,27,52,-25,-0.95,0.45,28.7,47.1,-18.4,-0.7,-0.81
Alexander Schwolow,GER,GK,30,1992,23,2035,88,66.5,22.6,22,90,22,1,55,11,0.83,24,58,-34,-1.5,-1.33,26.5,40.8,-14.3,-0.63,-0.35
Andreas Ivan,ROU,MF,27,1995,1,46,46,1.5,0.5,0,,0,1,46,2,0.0,1,2,-1,-1.96,-0.91,0.7,0.8,-0.1,-0.28,0.24
Cédric Brunner,SUI,DF,28,1994,28,2315,83,75.7,25.7,28,83,18,0,,0,0.79,22,54,-32,-1.24,-0.76,27.8,41.7,-13.9,-0.54,-0.1
Danny Latza,GER,MF,32,1989,20,853,43,27.9,9.5,8,81,5,12,17,7,0.8,12,28,-16,-1.69,-0.87,12.5,18.7,-6.2,-0.65,-0.19
Dominick Drexler,GER,"MF,FW",32,1990,27,1366,51,44.6,15.2,16,68,3,11,25,0,0.89,18,33,-15,-0.99,0.13,17.7,25.8,-8.0,-0.53,-0.02
Florent Mollet,FRA,MF,30,1991,9,410,46,13.4,4.6,4,72,1,5,24,3,0.56,3,13,-10,-2.2,-1.31,5.9,8.5,-2.6,-0.58,-0.07
Florian Flick,GER,MF,22,2000,8,512,64,16.7,5.7,5,85,4,3,30,7,0.63,6,12,-6,-1.05,0.0,6.7,7.8,-1.1,-0.19,0.39
Henning Matriciani,GER,DF,22,2000,22,1863,85,60.9,20.7,22,85,17,0,,10,1.09,27,42,-15,-0.72,0.85,23.8,32.5,-8.7,-0.42,0.24
Jere Uronen,FIN,DF,28,1994,11,676,61,22.1,7.5,9,72,3,2,16,0,1.18,3,17,-14,-1.86,-1.03,9.2,13.4,-4.2,-0.56,-0.06
Joey Müller,GER,MF,21,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,
Jordan Larsson,SWE,"FW,MF",25,1997,11,463,42,15.1,5.1,5,60,0,6,27,4,0.55,4,12,-8,-1.56,-0.58,5.1,8.8,-3.7,-0.71,-0.23
Julius Schell,GER,MF,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Justin Heekeren,GER,GK,21,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Keke Maximilian Topp,GER,FW,18,2004,1,20,20,0.7,0.2,0,,0,1,20,1,0.0,0,0,0,0.0,1.07,0.2,0.6,-0.4,-1.72,-1.21
Kenan Karaman,TUR,FW,28,1994,21,976,46,31.9,10.8,10,76,4,11,20,5,1.05,12,28,-16,-1.48,-0.61,12.0,21.4,-9.4,-0.87,-0.52
Kerim Calhanoglu,GER,DF,19,2002,3,63,21,2.1,0.7,0,,0,3,21,1,0.33,0,2,-2,-2.86,-1.84,0.6,2.5,-1.8,-2.63,-2.15
