General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Alex Král,CZE,MF,24,1998,26.2,53,2.02,45,0,2,2,3,1,2,0.08,2,0,0,0,0,0
Alexander Schwolow,GER,GK,30,1992,22.6,10,0.44,4,5,0,1,0,0,0,0.0,0,0,0,0,0,0
Andreas Ivan,ROU,MF,27,1995,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cédric Brunner,SUI,DF,28,1994,25.7,37,1.44,22,8,0,3,4,0,1,0.04,0,0,0,0,1,0
Danny Latza,GER,MF,32,1989,9.5,15,1.58,6,4,0,3,2,0,0,0.0,0,0,0,0,0,0
Dominick Drexler,GER,"MF,FW",32,1990,15.2,46,3.03,34,6,2,1,2,1,5,0.33,4,0,1,0,0,0
Florent Mollet,FRA,MF,30,1991,4.6,14,3.07,11,0,0,2,1,0,0,0.0,0,0,0,0,0,0
Florian Flick,GER,MF,22,2000,5.7,7,1.23,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Henning Matriciani,GER,DF,22,2000,20.7,21,1.01,16,2,1,1,0,1,4,0.19,3,0,0,0,0,1
Jere Uronen,FIN,DF,28,1994,7.5,18,2.39,12,3,1,0,2,0,0,0.0,0,0,0,0,0,0
Jordan Larsson,SWE,"FW,MF",25,1997,5.1,11,2.13,9,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Keke Maximilian Topp,GER,FW,18,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Kenan Karaman,TUR,FW,28,1994,10.8,21,1.94,15,0,1,2,3,0,5,0.46,3,0,1,0,1,0
Kerim Calhanoglu,GER,DF,19,2002,0.7,4,5.71,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leo Greiml,AUT,DF,21,2001,4.0,3,0.75,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Malick Thiaw,GER,DF,20,2001,3.0,1,0.33,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Marcin Kamiński,POL,DF,30,1992,7.0,12,1.71,11,0,1,0,0,0,1,0.14,1,0,0,0,0,0
Marius Bülter,GER,"FW,MF",29,1993,28.9,91,3.15,62,1,8,9,10,1,5,0.17,3,0,0,1,1,0
Maya Yoshida,JPN,DF,33,1988,28.4,28,0.99,22,1,0,1,3,1,0,0.0,0,0,0,0,0,0
Mehmet Aydin,GER,"DF,FW",20,2002,6.3,13,2.07,10,1,0,2,0,0,0,0.0,0,0,0,0,0,0
Michael Frey,SUI,FW,28,1994,9.6,15,1.55,13,0,0,2,0,0,4,0.41,4,0,0,0,0,0
Moritz Jenz,GER,DF,23,1999,10.5,12,1.14,8,2,0,0,0,2,0,0.0,0,0,0,0,0,0
Ralf Fährmann,GER,GK,33,1988,11.4,4,0.35,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0
Rodrigo Zalazar,URU,"MF,FW",22,1999,14.7,63,4.3,23,23,3,7,7,0,8,0.55,5,3,0,0,0,0
Sebastian Polter,GER,FW,31,1991,7.0,16,2.29,13,0,0,2,1,0,4,0.57,3,0,0,0,1,0
Sepp van den Berg,NED,DF,20,2001,7.7,3,0.39,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Sidi Sané,GER,FW,19,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Simon Terodde,GER,FW,34,1988,20.3,57,2.81,41,1,1,8,6,0,5,0.25,2,0,0,1,2,0
Soichiro Kozuki,JPN,"FW,MF",21,2000,4.2,10,2.37,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Thomas Ouwejan,NED,DF,25,1996,10.0,29,2.89,12,16,0,0,0,1,2,0.2,0,2,0,0,0,0
Tim Skarke,GER,"FW,MF",25,1996,4.9,19,3.87,12,4,0,1,1,1,1,0.2,1,0,0,0,0,0
Timothée Kolodziejczak,FRA,DF,30,1991,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Tobias Mohr,GER,"DF,MF",26,1995,9.3,29,3.11,17,8,1,2,1,0,4,0.43,3,1,0,0,0,0
Tom Krauß,GER,MF,21,2001,27.9,44,1.58,37,0,3,1,2,1,4,0.14,3,0,0,0,1,0
Éder Álvarez Balanta,COL,"MF,FW",29,1993,2.6,8,3.03,6,1,0,0,0,1,1,0.38,1,0,0,0,0,0
