General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alex Král,CZE,MF,24,1998,26.2,586,847,69.2,10138,3421,255,335,76.1,256,331,77.3,51,103,49.5,0,0.7,1.8,-0.7,11,73,16,5,100
Alexander Schwolow,GER,GK,30,1992,22.6,567,853,66.5,18860,15113,87,88,98.9,231,234,98.7,246,524,46.9,0,0.1,0.2,-0.1,1,32,2,0,0
Andreas Ivan,ROU,MF,27,1995,0.5,9,11,81.8,100,42,7,7,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2
Cédric Brunner,SUI,DF,28,1994,25.7,779,1158,67.3,14299,6288,317,373,85.0,368,510,72.2,86,221,38.9,0,1.5,2.2,-1.5,20,46,26,18,77
Danny Latza,GER,MF,32,1989,9.5,310,394,78.7,5376,1274,132,151,87.4,137,163,84.0,31,51,60.8,1,0.2,0.4,0.8,4,21,5,2,33
Dominick Drexler,GER,"MF,FW",32,1990,15.2,325,498,65.3,5190,1661,159,215,74.0,110,154,71.4,29,57,50.9,3,2.1,1.6,0.9,19,30,20,9,52
Florent Mollet,FRA,MF,30,1991,4.6,113,152,74.3,1664,410,59,71,83.1,39,45,86.7,5,15,33.3,0,0.4,0.5,-0.4,4,12,2,1,14
Florian Flick,GER,MF,22,2000,5.7,129,185,69.7,2170,656,64,82,78.0,50,63,79.4,11,25,44.0,0,0.0,0.1,0.0,1,13,0,0,12
Henning Matriciani,GER,DF,22,2000,20.7,638,883,72.3,12414,4817,219,264,83.0,343,436,78.7,69,141,48.9,0,0.2,0.5,-0.2,3,38,8,4,51
Jere Uronen,FIN,DF,28,1994,7.5,275,373,73.7,4885,2048,130,149,87.2,106,134,79.1,33,64,51.6,0,0.9,0.9,-0.9,9,19,7,7,30
Jordan Larsson,SWE,"FW,MF",25,1997,5.1,87,117,74.4,1236,400,49,58,84.5,27,33,81.8,4,10,40.0,0,0.4,0.6,-0.4,4,7,5,0,12
Keke Maximilian Topp,GER,FW,18,2004,0.2,4,5,80.0,81,42,2,2,100.0,1,1,100.0,1,1,100.0,0,0.0,0.2,0.0,0,0,1,1,0
Kenan Karaman,TUR,FW,28,1994,10.8,129,209,61.7,1740,514,84,118,71.2,35,55,63.6,5,12,41.7,2,1.4,1.3,0.6,7,13,9,2,18
Kerim Calhanoglu,GER,DF,19,2002,0.7,30,42,71.4,574,388,14,16,87.5,10,15,66.7,6,8,75.0,0,0.2,0.2,-0.2,3,0,2,1,3
Leo Greiml,AUT,DF,21,2001,4.0,160,197,81.2,3284,1149,41,46,89.1,101,111,91.0,17,37,45.9,0,0.1,0.1,-0.1,1,10,1,0,10
Malick Thiaw,GER,DF,20,2001,3.0,108,123,87.8,2266,690,25,30,83.3,72,79,91.1,11,14,78.6,0,0.0,0.0,0.0,0,4,0,0,3
Marcin Kamiński,POL,DF,30,1992,7.0,254,314,80.9,5229,2285,81,88,92.0,124,144,86.1,47,73,64.4,0,0.1,0.1,-0.1,2,20,1,0,25
Marius Bülter,GER,"FW,MF",29,1993,28.9,439,762,57.6,6844,2502,258,332,77.7,127,230,55.2,37,94,39.4,1,4.6,4.6,-3.6,39,42,44,23,86
Maya Yoshida,JPN,DF,33,1988,28.4,1071,1407,76.1,23423,8479,252,318,79.2,653,729,89.6,163,326,50.0,0,0.1,0.8,-0.1,4,70,10,1,85
Mehmet Aydin,GER,"DF,FW",20,2002,6.3,178,280,63.6,3104,1260,88,112,78.6,72,105,68.6,15,35,42.9,0,0.8,0.3,-0.8,4,13,5,3,15
Michael Frey,SUI,FW,28,1994,9.6,127,222,57.2,1706,507,81,129,62.8,33,49,67.3,4,12,33.3,3,1.8,1.3,1.2,10,14,5,2,22
Moritz Jenz,GER,DF,23,1999,10.5,374,489,76.5,8350,3387,103,126,81.7,201,231,87.0,69,121,57.0,0,0.0,0.2,0.0,1,20,2,1,18
Ralf Fährmann,GER,GK,33,1988,11.4,304,442,68.8,9920,8106,40,41,97.6,132,135,97.8,131,264,49.6,0,0.0,0.1,0.0,0,18,0,0,0
Rodrigo Zalazar,URU,"MF,FW",22,1999,14.7,253,429,59.0,5131,1977,108,144,75.0,78,112,69.6,59,134,44.0,6,4.5,4.6,1.5,35,20,18,7,34
Sebastian Polter,GER,FW,31,1991,7.0,84,160,52.5,1126,290,44,80,55.0,28,50,56.0,1,4,25.0,3,1.0,0.8,2.0,9,5,5,0,11
Sepp van den Berg,NED,DF,20,2001,7.7,277,334,82.9,5687,1969,76,89,85.4,163,176,92.6,35,61,57.4,0,0.1,0.1,-0.1,2,16,0,0,12
Sidi Sané,GER,FW,19,2003,0.3,7,7,100.0,103,6,1,1,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Simon Terodde,GER,FW,34,1988,20.3,212,316,67.1,2888,473,121,161,75.2,65,97,67.0,9,13,69.2,0,2.3,1.4,-2.3,22,16,7,0,19
Soichiro Kozuki,JPN,"FW,MF",21,2000,4.2,52,85,61.2,950,298,27,36,75.0,17,31,54.8,8,12,66.7,0,0.3,0.4,-0.3,4,3,3,2,10
Thomas Ouwejan,NED,DF,25,1996,10.0,295,503,58.6,5638,3049,118,149,79.2,135,190,71.1,36,123,29.3,1,1.2,1.7,-0.2,18,21,15,7,41
Tim Skarke,GER,"FW,MF",25,1996,4.9,94,145,64.8,1501,486,41,55,74.5,37,55,67.3,9,16,56.3,1,0.9,0.9,0.1,10,6,3,3,13
Timothée Kolodziejczak,FRA,DF,30,1991,0.3,14,17,82.4,289,157,8,8,100.0,3,5,60.0,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,0
Tobias Mohr,GER,"DF,MF",26,1995,9.3,308,506,60.9,6380,2809,108,135,80.0,137,193,71.0,55,139,39.6,3,1.6,2.0,1.4,20,24,13,8,28
Tom Krauß,GER,MF,21,2001,27.9,578,804,71.9,8976,2927,291,376,77.4,233,284,82.0,35,70,50.0,0,0.9,1.4,-0.9,11,55,15,3,86
Éder Álvarez Balanta,COL,"MF,FW",29,1993,2.6,64,91,70.3,1237,408,21,29,72.4,34,39,87.2,9,18,50.0,0,0.3,0.2,-0.3,4,11,0,0,12
