General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alex Král,CZE,MF,24,1998,26.2,847,796,45,16,2,2,27,2,0,0,0,0,586,6,28
Alexander Schwolow,GER,GK,30,1992,22.6,853,612,238,64,0,0,0,0,0,0,0,0,567,3,1
Andreas Ivan,ROU,MF,27,1995,0.5,11,10,0,0,0,0,0,0,0,0,0,0,9,1,0
Cédric Brunner,SUI,DF,28,1994,25.7,1158,886,269,19,1,2,61,250,0,0,0,0,779,3,30
Danny Latza,GER,MF,32,1989,9.5,394,356,37,17,2,2,20,2,10,5,3,1,310,1,10
Dominick Drexler,GER,"MF,FW",32,1990,15.2,498,464,32,5,2,0,47,14,12,6,3,0,325,2,27
Florent Mollet,FRA,MF,30,1991,4.6,152,138,14,4,0,0,9,2,4,2,2,0,113,0,7
Florian Flick,GER,MF,22,2000,5.7,185,180,3,3,0,1,1,0,0,0,0,0,129,2,3
Henning Matriciani,GER,DF,22,2000,20.7,883,702,180,21,0,1,20,156,0,0,0,0,638,1,26
Jere Uronen,FIN,DF,28,1994,7.5,373,285,85,10,0,0,30,71,4,1,3,0,275,3,8
Jordan Larsson,SWE,"FW,MF",25,1997,5.1,117,112,5,1,0,1,2,2,2,1,1,0,87,0,5
Keke Maximilian Topp,GER,FW,18,2004,0.2,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
Kenan Karaman,TUR,FW,28,1994,10.8,209,207,1,0,0,0,22,1,0,0,0,0,129,1,10
Kerim Calhanoglu,GER,DF,19,2002,0.7,42,25,17,2,0,0,2,14,1,0,1,0,30,0,3
Leo Greiml,AUT,DF,21,2001,4.0,197,191,6,4,1,0,3,2,0,0,0,0,160,0,1
Malick Thiaw,GER,DF,20,2001,3.0,123,121,2,2,0,1,0,0,0,0,0,0,108,0,0
Marcin Kamiński,POL,DF,30,1992,7.0,314,289,23,19,0,3,3,2,0,0,0,0,254,2,2
Marius Bülter,GER,"FW,MF",29,1993,28.9,762,736,20,0,5,6,118,20,0,0,0,0,439,6,45
Maya Yoshida,JPN,DF,33,1988,28.4,1407,1338,63,57,2,14,8,5,0,0,0,0,1071,6,9
Mehmet Aydin,GER,"DF,FW",20,2002,6.3,280,220,56,4,1,1,23,51,1,0,0,0,178,4,13
Michael Frey,SUI,FW,28,1994,9.6,222,214,7,0,2,0,8,1,0,0,0,0,127,1,9
Moritz Jenz,GER,DF,23,1999,10.5,489,450,37,32,0,4,1,0,0,0,0,0,374,2,4
Ralf Fährmann,GER,GK,33,1988,11.4,442,320,121,38,0,0,0,0,0,0,0,0,304,1,0
Rodrigo Zalazar,URU,"MF,FW",22,1999,14.7,429,319,106,44,6,2,115,4,56,28,24,3,253,4,20
Sebastian Polter,GER,FW,31,1991,7.0,160,142,13,1,0,1,2,0,0,0,0,0,84,5,3
Sepp van den Berg,NED,DF,20,2001,7.7,334,319,14,9,0,3,0,5,0,0,0,0,277,1,0
Sidi Sané,GER,FW,19,2003,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Simon Terodde,GER,FW,34,1988,20.3,316,286,30,0,1,2,2,3,0,0,0,0,212,0,7
Soichiro Kozuki,JPN,"FW,MF",21,2000,4.2,85,83,2,0,0,1,15,1,1,0,1,0,52,0,4
Thomas Ouwejan,NED,DF,25,1996,10.0,503,332,164,32,0,2,96,91,41,22,18,0,295,7,17
Tim Skarke,GER,"FW,MF",25,1996,4.9,145,126,18,2,0,0,22,5,11,4,6,0,94,1,9
Timothée Kolodziejczak,FRA,DF,30,1991,0.3,17,14,3,0,0,0,1,3,0,0,0,0,14,0,0
Tobias Mohr,GER,"DF,MF",26,1995,9.3,506,372,133,30,1,10,87,78,24,9,14,0,308,1,18
Tom Krauß,GER,MF,21,2001,27.9,804,776,24,6,2,2,16,1,0,0,0,0,578,4,31
Éder Álvarez Balanta,COL,"MF,FW",29,1993,2.6,91,84,5,3,1,1,2,0,2,1,1,0,64,2,1
