General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alex Král,CZE,MF,24,1998,26.2,0,32,2,6.3,1.22,0.08,0.0,0.0,20.1,0,0,0,1.5,1.5,0.05,-1.5,-1.5
Alexander Schwolow,GER,GK,30,1992,22.6,0,1,0,0.0,0.04,0.0,0.0,,5.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Andreas Ivan,ROU,MF,27,1995,0.5,0,1,0,0.0,1.96,0.0,0.0,,26.5,1,0,0,0.0,0.0,0.04,0.0,0.0
Cédric Brunner,SUI,DF,28,1994,25.7,0,10,0,0.0,0.39,0.0,0.0,,24.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Danny Latza,GER,MF,32,1989,9.5,0,16,2,12.5,1.69,0.21,0.0,0.0,19.0,1,0,0,0.9,0.9,0.06,-0.9,-0.9
Dominick Drexler,GER,"MF,FW",32,1990,15.2,4,16,6,37.5,1.05,0.4,0.25,0.67,14.6,0,0,0,2.4,2.4,0.15,1.6,1.6
Florent Mollet,FRA,MF,30,1991,4.6,1,11,1,9.1,2.41,0.22,0.09,1.0,22.1,2,0,0,0.4,0.4,0.03,0.6,0.6
Florian Flick,GER,MF,22,2000,5.7,0,2,1,50.0,0.35,0.18,0.0,0.0,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Henning Matriciani,GER,DF,22,2000,20.7,0,3,0,0.0,0.14,0.0,0.0,,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Jere Uronen,FIN,DF,28,1994,7.5,0,4,0,0.0,0.53,0.0,0.0,,33.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Jordan Larsson,SWE,"FW,MF",25,1997,5.1,0,10,0,0.0,1.94,0.0,0.0,,16.7,0,0,0,1.2,1.2,0.12,-1.2,-1.2
Keke Maximilian Topp,GER,FW,18,2004,0.2,0,1,0,0.0,4.5,0.0,0.0,,11.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Kenan Karaman,TUR,FW,28,1994,10.8,1,22,8,36.4,2.03,0.74,0.05,0.13,13.8,0,0,0,2.5,2.5,0.11,-1.5,-1.5
Kerim Calhanoglu,GER,DF,19,2002,0.7,0,1,0,0.0,1.43,0.0,0.0,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Leo Greiml,AUT,DF,21,2001,4.0,0,1,1,100.0,0.25,0.25,0.0,0.0,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Malick Thiaw,GER,DF,20,2001,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,8.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Marcin Kamiński,POL,DF,30,1992,7.0,2,4,2,50.0,0.57,0.28,0.5,1.0,16.4,2,0,0,0.4,0.4,0.1,1.6,1.6
Marius Bülter,GER,"FW,MF",29,1993,28.9,11,64,23,35.9,2.22,0.8,0.11,0.3,18.4,1,4,4,9.0,6.1,0.1,2.0,0.9
Maya Yoshida,JPN,DF,33,1988,28.4,0,12,2,16.7,0.42,0.07,0.0,0.0,13.9,0,0,0,1.0,1.0,0.08,-1.0,-1.0
Mehmet Aydin,GER,"DF,FW",20,2002,6.3,0,5,0,0.0,0.79,0.0,0.0,,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Michael Frey,SUI,FW,28,1994,9.6,0,27,9,33.3,2.8,0.93,0.0,0.0,15.8,0,0,0,1.7,1.7,0.06,-1.7,-1.7
Moritz Jenz,GER,DF,23,1999,10.5,0,10,3,30.0,0.95,0.29,0.0,0.0,9.7,0,0,0,1.0,1.0,0.1,-1.0,-1.0
Ralf Fährmann,GER,GK,33,1988,11.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Rodrigo Zalazar,URU,"MF,FW",22,1999,14.7,1,38,13,34.2,2.59,0.89,0.03,0.08,21.6,10,0,0,3.1,3.1,0.08,-2.1,-2.1
Sebastian Polter,GER,FW,31,1991,7.0,2,12,7,58.3,1.71,1.0,0.17,0.29,9.8,0,0,0,2.0,2.0,0.17,0.0,0.0
Sepp van den Berg,NED,DF,20,2001,7.7,1,5,1,20.0,0.65,0.13,0.2,1.0,13.0,0,0,0,0.6,0.6,0.12,0.4,0.4
Sidi Sané,GER,FW,19,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Simon Terodde,GER,FW,34,1988,20.3,5,43,19,44.2,2.12,0.94,0.12,0.26,12.4,0,0,1,6.3,5.5,0.13,-1.3,-0.5
Soichiro Kozuki,JPN,"FW,MF",21,2000,4.2,1,14,6,42.9,3.32,1.42,0.07,0.17,18.9,0,0,0,1.1,1.1,0.08,-0.1,-0.1
Thomas Ouwejan,NED,DF,25,1996,10.0,0,5,1,20.0,0.5,0.1,0.0,0.0,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Tim Skarke,GER,"FW,MF",25,1996,4.9,1,11,4,36.4,2.25,0.82,0.09,0.25,23.7,1,0,0,0.5,0.5,0.05,0.5,0.5
