General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alex Král,CZE,MF,24,1998,26.2,34,24,10,22,2,17,37,45.9,20,31,6,25,17,51,53,0
Alexander Schwolow,GER,GK,30,1992,22.6,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,6,3
Andreas Ivan,ROU,MF,27,1995,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Cédric Brunner,SUI,DF,28,1994,25.7,39,27,26,11,2,30,45,66.7,15,24,7,17,43,82,79,0
Danny Latza,GER,MF,32,1989,9.5,17,13,8,8,1,5,17,29.4,12,16,1,15,5,22,15,0
Dominick Drexler,GER,"MF,FW",32,1990,15.2,25,17,12,10,3,9,22,40.9,13,18,2,16,8,33,12,0
Florent Mollet,FRA,MF,30,1991,4.6,4,1,0,4,0,2,7,28.6,5,7,1,6,1,5,1,0
Florian Flick,GER,MF,22,2000,5.7,12,3,7,5,0,4,14,28.6,10,9,3,6,4,16,18,0
Henning Matriciani,GER,DF,22,2000,20.7,43,23,28,12,3,26,60,43.3,34,28,11,17,23,66,57,1
Jere Uronen,FIN,DF,28,1994,7.5,14,10,6,6,2,6,10,60.0,4,5,2,3,8,22,13,0
Jordan Larsson,SWE,"FW,MF",25,1997,5.1,8,5,1,7,0,2,9,22.2,7,9,0,9,4,12,3,0
Keke Maximilian Topp,GER,FW,18,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Kenan Karaman,TUR,FW,28,1994,10.8,11,8,3,5,3,3,12,25.0,9,9,1,8,3,14,9,0
Kerim Calhanoglu,GER,DF,19,2002,0.7,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0
Leo Greiml,AUT,DF,21,2001,4.0,10,5,4,5,1,5,12,41.7,7,7,3,4,3,13,16,0
Malick Thiaw,GER,DF,20,2001,3.0,3,1,2,1,0,1,2,50.0,1,4,3,1,9,12,24,1
Marcin Kamiński,POL,DF,30,1992,7.0,6,4,4,0,2,2,4,50.0,2,8,7,1,9,15,28,0
Marius Bülter,GER,"FW,MF",29,1993,28.9,22,11,8,7,7,12,32,37.5,20,34,1,33,10,32,20,0
Maya Yoshida,JPN,DF,33,1988,28.4,34,22,19,13,2,18,29,62.1,11,40,29,11,46,80,132,2
Mehmet Aydin,GER,"DF,FW",20,2002,6.3,25,18,14,9,2,11,24,45.8,13,11,0,11,10,35,15,0
Michael Frey,SUI,FW,28,1994,9.6,13,5,2,8,3,4,13,30.8,9,6,0,6,2,15,1,0
Moritz Jenz,GER,DF,23,1999,10.5,14,11,8,5,1,5,8,62.5,3,16,10,6,8,22,53,1
Ralf Fährmann,GER,GK,33,1988,11.4,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,10,2
Rodrigo Zalazar,URU,"MF,FW",22,1999,14.7,16,8,5,9,2,9,24,37.5,15,16,1,15,7,23,13,0
Sebastian Polter,GER,FW,31,1991,7.0,4,3,0,4,0,1,4,25.0,3,4,0,4,1,5,6,0
Sepp van den Berg,NED,DF,20,2001,7.7,5,4,2,2,1,1,4,25.0,3,8,5,3,13,18,33,2
Sidi Sané,GER,FW,19,2003,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Simon Terodde,GER,FW,34,1988,20.3,15,8,4,7,4,3,14,21.4,11,6,2,4,6,21,9,0
Soichiro Kozuki,JPN,"FW,MF",21,2000,4.2,6,4,3,3,0,4,6,66.7,2,5,0,5,3,9,3,0
Thomas Ouwejan,NED,DF,25,1996,10.0,20,8,13,5,2,6,10,60.0,4,17,4,13,13,33,27,0
Tim Skarke,GER,"FW,MF",25,1996,4.9,13,7,3,8,2,8,11,72.7,3,5,0,5,0,13,4,0
Timothée Kolodziejczak,FRA,DF,30,1991,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Tobias Mohr,GER,"DF,MF",26,1995,9.3,8,5,3,5,0,2,7,28.6,5,14,5,9,8,16,19,0
Tom Krauß,GER,MF,21,2001,27.9,112,68,39,62,11,51,100,51.0,49,39,6,33,36,148,35,0
Éder Álvarez Balanta,COL,"MF,FW",29,1993,2.6,5,4,2,3,0,2,6,33.3,4,0,0,0,3,8,4,0
