General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Adama Soumaoro,FRA,DF,30,1992,20.7,25,17,11,12,2,5,7,71.4,2,18,13,5,15,40,75,1
Andrea Cambiaso,ITA,DF,22,2000,24.1,57,34,34,20,3,28,65,43.1,37,26,2,24,26,83,33,1
Antonio Raimondo,ITA,FW,18,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Charalambos Lykogiannis,GRE,DF,28,1993,12.3,16,8,5,6,5,5,13,38.5,8,9,4,5,15,31,30,0
Denso Kasius,NED,DF,19,2002,3.8,12,6,7,4,1,8,10,80.0,2,6,3,3,3,15,6,0
Emanuel Vignato,ITA,"MF,FW",21,2000,2.7,4,4,2,2,0,2,4,50.0,2,2,0,2,3,7,0,0
Francesco Bardi,ITA,GK,30,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Gary Medel,CHI,"MF,DF",34,1987,16.4,25,15,16,7,2,9,16,56.3,7,17,10,7,28,53,34,0
Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,7.8,13,6,4,5,4,10,23,43.5,13,14,2,12,4,17,10,0
Jerdy Schouten,NED,MF,25,1997,27.9,63,38,28,33,2,27,49,55.1,22,40,17,23,40,103,43,1
Jhon Lucumí,COL,DF,24,1998,32.2,53,37,39,13,1,24,43,55.8,19,43,26,17,35,88,100,1
Joaquin Sosa,URU,DF,20,2002,7.6,6,2,5,1,0,4,18,22.2,14,5,3,2,6,12,31,0
Joshua Zirkzee,NED,FW,21,2001,9.1,4,2,1,1,2,2,7,28.6,5,4,1,3,4,8,4,0
Kevin Bonifazi,ITA,DF,26,1996,10.0,13,8,7,6,0,6,12,50.0,6,11,8,3,12,25,39,0
Lewis Ferguson,SCO,"MF,FW",22,1999,25.7,44,25,16,20,8,20,40,50.0,20,22,7,15,19,63,25,0
Lorenzo De Silvestri,ITA,DF,34,1988,7.5,3,2,2,0,1,3,7,42.9,4,6,5,1,3,6,20,0
Marko Arnautović,AUT,FW,33,1989,17.0,9,6,2,5,2,1,6,16.7,5,11,1,10,2,11,10,0
Michel Aebischer,SUI,"FW,MF",25,1997,17.1,12,6,3,6,3,2,18,11.1,16,14,2,12,7,19,9,0
Musa Barrow,GAM,"FW,MF",23,1998,21.8,21,4,10,6,5,8,14,57.1,6,25,1,24,1,22,7,0
Nicola Sansone,ITA,FW,30,1991,8.2,12,4,6,4,2,5,10,50.0,5,0,0,0,0,12,4,0
Nicolás Domínguez,ARG,MF,24,1998,25.6,79,49,34,33,12,39,76,51.3,37,29,3,26,21,100,29,1
Niklas Pyyhtiä,FIN,MF,18,2003,1.2,1,0,0,1,0,0,1,0.0,1,1,1,0,1,2,4,0
Nikola Moro,CRO,MF,24,1998,13.6,32,21,11,15,6,14,36,38.9,22,15,2,13,8,40,18,0
Riccardo Orsolini,ITA,FW,25,1997,23.6,30,19,15,10,5,17,41,41.5,24,29,3,26,8,38,18,0
Roberto Soriano,ITA,"FW,MF",31,1991,14.7,31,16,9,16,6,13,25,52.0,12,23,2,21,6,37,14,0
Stefan Posch,AUT,DF,25,1997,28.1,81,43,41,29,11,44,75,58.7,31,44,15,29,35,116,69,0
Łukasz Skorupski,POL,GK,31,1991,37.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,19,2
