General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adama Soumaoro,FRA,DF,30,1992,20.7,1075,1021,48,47,0,1,0,1,0,0,0,0,996,6,5
Andrea Cambiaso,ITA,DF,22,2000,24.1,1521,1281,238,24,0,9,56,211,3,1,1,0,1277,2,37
Antonio Raimondo,ITA,FW,18,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Charalambos Lykogiannis,GRE,DF,28,1993,12.3,731,601,127,12,1,10,69,104,11,6,3,0,518,3,28
Denso Kasius,NED,DF,19,2002,3.8,192,156,35,1,0,3,12,34,0,0,0,0,143,1,3
Emanuel Vignato,ITA,"MF,FW",21,2000,2.7,99,97,2,0,0,2,2,1,1,1,0,0,79,0,2
Francesco Bardi,ITA,GK,30,1992,1.0,23,12,10,1,0,0,0,0,0,0,0,0,18,1,0
Gary Medel,CHI,"MF,DF",34,1987,16.4,1102,1057,45,42,1,8,4,2,0,0,0,0,986,0,7
Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,7.8,413,352,59,12,0,0,38,37,10,9,1,0,318,2,10
Jerdy Schouten,NED,MF,25,1997,27.9,1498,1487,8,8,4,13,3,0,0,0,0,0,1299,3,16
Jhon Lucumí,COL,DF,24,1998,32.2,1951,1870,78,59,3,24,1,2,0,0,0,0,1731,3,15
Joaquin Sosa,URU,DF,20,2002,7.6,379,363,16,16,0,5,1,0,0,0,0,0,308,0,4
Joshua Zirkzee,NED,FW,21,2001,9.1,257,238,17,0,2,0,1,1,0,0,0,0,198,2,9
Kevin Bonifazi,ITA,DF,26,1996,10.0,722,702,19,17,2,5,2,1,0,0,0,0,643,1,1
Lewis Ferguson,SCO,"MF,FW",22,1999,25.7,1218,1190,25,11,4,0,13,12,0,0,0,0,1039,3,20
Lorenzo De Silvestri,ITA,DF,34,1988,7.5,430,352,78,6,1,1,7,72,0,0,0,0,330,0,6
Marko Arnautović,AUT,FW,33,1989,17.0,467,420,40,0,3,0,9,4,0,0,0,0,328,7,15
Michel Aebischer,SUI,"FW,MF",25,1997,17.1,674,641,30,10,0,3,21,13,4,1,3,0,557,3,16
Musa Barrow,GAM,"FW,MF",23,1998,21.8,806,701,94,17,5,17,103,13,50,30,18,0,583,11,22
Nicola Sansone,ITA,FW,30,1991,8.2,218,194,22,1,0,2,20,1,10,7,2,0,161,2,7
Nicolás Domínguez,ARG,MF,24,1998,25.6,1420,1335,73,43,19,14,19,26,0,0,0,0,1169,12,25
Niklas Pyyhtiä,FIN,MF,18,2003,1.2,53,51,2,1,0,0,0,1,0,0,0,0,41,0,1
Nikola Moro,CRO,MF,24,1998,13.6,806,783,19,12,4,10,18,7,0,0,0,0,643,4,18
Riccardo Orsolini,ITA,FW,25,1997,23.6,867,777,89,26,0,30,99,5,56,35,13,0,553,1,41
Roberto Soriano,ITA,"FW,MF",31,1991,14.7,605,595,10,4,5,3,11,6,0,0,0,0,486,0,15
Stefan Posch,AUT,DF,25,1997,28.1,1805,1489,311,35,4,16,49,276,0,0,0,0,1399,5,45
Łukasz Skorupski,POL,GK,31,1991,37.0,1216,854,357,79,0,3,0,0,0,0,0,0,957,5,0
