General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,12,704,59,20.6,7.8,8,78,4,4,20,0,1.58,11,8,3,0.38,0.35,7.2,11.5,-4.4,-0.56,-0.54
Ibrahima Mbaye,SEN,"DF,MF",27,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,
Jerdy Schouten,NED,MF,25,1997,33,2509,76,73.4,27.9,29,84,17,4,16,1,1.27,35,37,-2,-0.07,-0.66,32.4,36.0,-3.6,-0.13,-0.01
Jhon Lucumí,COL,DF,24,1998,33,2900,88,84.8,32.2,33,88,31,0,,1,1.58,51,39,12,0.37,1.76,39.0,40.2,-1.2,-0.04,0.59
Joaquin Sosa,URU,DF,20,2002,10,688,69,20.1,7.6,7,88,6,3,23,27,1.6,5,10,-5,-0.65,-0.95,6.8,11.7,-4.9,-0.64,-0.64
Joshua Zirkzee,NED,FW,21,2001,19,822,43,24.0,9.1,5,87,4,14,28,10,1.21,17,11,6,0.66,0.73,14.8,12.7,2.0,0.22,0.46
Kacper Urbanski,POL,MF,17,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Kevin Bonifazi,ITA,DF,26,1996,13,902,69,26.4,10.0,9,86,7,4,32,12,1.23,16,17,-1,-0.1,-0.28,12.0,13.5,-1.5,-0.15,-0.03
Lewis Ferguson,SCO,"MF,FW",22,1999,32,2314,72,67.7,25.7,27,82,15,5,21,4,1.5,40,30,10,0.39,0.88,30.5,32.8,-2.3,-0.09,0.12
Lorenzo De Silvestri,ITA,DF,34,1988,15,672,45,19.6,7.5,6,76,3,9,24,17,1.27,10,11,-1,-0.13,-0.3,7.8,8.9,-1.0,-0.14,-0.01
Marko Arnautović,AUT,FW,33,1989,21,1530,73,44.7,17.0,18,81,10,3,22,2,1.24,22,24,-2,-0.12,-0.4,19.8,21.2,-1.4,-0.08,0.09
Matteo Angeli,ITA,DF,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Mattia Motolese,ITA,DF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Michel Aebischer,SUI,"FW,MF",25,1997,32,1542,48,45.1,17.1,18,72,5,14,17,6,1.5,23,26,-3,-0.18,-0.51,16.9,21.6,-4.8,-0.28,-0.28
Musa Barrow,GAM,"FW,MF",23,1998,32,1960,61,57.3,21.8,26,72,9,6,14,2,1.59,26,31,-5,-0.23,-0.78,21.6,31.0,-9.4,-0.43,-0.71
Nicola Bagnolini,ITA,GK,18,2004,0,,,,,0,,0,0,,12,,,,,,,,,,,
Nicola Sansone,ITA,FW,30,1991,18,740,41,21.6,8.2,8,69,2,10,19,8,1.33,16,9,7,0.85,0.95,10.6,8.5,2.2,0.26,0.5
Nicolás Domínguez,ARG,MF,24,1998,31,2300,74,67.3,25.6,26,82,13,5,34,1,1.39,34,31,3,0.12,0.04,31.1,32.0,-0.9,-0.04,0.28
Niklas Pyyhtiä,FIN,MF,18,2003,6,110,18,3.2,1.2,0,,0,6,18,17,1.17,3,1,2,1.64,1.58,2.1,0.9,1.3,1.04,1.2
Nikola Moro,CRO,MF,24,1998,26,1226,47,35.8,13.6,12,76,5,14,23,9,1.62,23,16,7,0.51,0.64,17.1,19.5,-2.5,-0.18,-0.08
Riccardo Orsolini,ITA,FW,25,1997,32,2124,66,62.1,23.6,22,83,12,10,30,2,1.59,31,31,0,0.0,-0.28,28.1,30.3,-2.1,-0.09,0.1
Roberto Soriano,ITA,"FW,MF",31,1991,27,1326,49,38.8,14.7,15,70,3,12,23,2,1.59,20,13,7,0.48,0.6,15.8,17.6,-1.8,-0.12,0.01
Stefan Posch,AUT,DF,25,1997,30,2532,84,74.0,28.1,30,84,21,0,,3,1.63,42,34,8,0.28,0.69,33.8,34.4,-0.7,-0.02,0.4
Wisdom Amey,ITA,DF,16,2005,0,,,,,0,,0,0,,7,,,,,,,,,,,
Łukasz Skorupski,POL,GK,31,1991,37,3330,90,97.4,37.0,37,90,37,0,,0,1.38,50,49,1,0.03,-2.97,43.2,47.9,-4.7,-0.13,0.01
