General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adama Soumaoro,FRA,DF,30,1992,23,1867,81,54.6,20.7,22,84,18,1,25,4,1.39,28,25,3,0.14,0.09,22.6,26.0,-3.5,-0.17,-0.09
Andrea Cambiaso,ITA,DF,22,2000,32,2170,68,63.5,24.1,25,81,17,7,19,2,1.38,30,28,2,0.08,-0.06,28.3,29.3,-1.0,-0.04,0.24
Antonio Raimondo,ITA,FW,18,2004,2,15,8,0.4,0.2,0,,0,2,8,6,3.0,1,0,1,6.0,5.92,0.2,0.0,0.2,1.22,1.35
Charalambos Lykogiannis,GRE,DF,28,1993,21,1108,53,32.4,12.3,11,75,5,10,29,17,1.1,16,19,-3,-0.24,-0.52,13.6,15.4,-1.7,-0.14,-0.02
Denso Kasius,NED,DF,19,2002,7,342,49,10.0,3.8,4,69,1,3,22,5,1.14,3,7,-4,-1.05,-1.29,3.9,6.8,-2.9,-0.77,-0.71
Emanuel Vignato,ITA,"MF,FW",21,2000,8,242,30,7.1,2.7,2,53,0,6,23,7,0.63,2,4,-2,-0.74,-0.91,3.6,4.0,-0.3,-0.12,0.01
Federico Ravaglia,ITA,GK,22,1999,0,,,,,0,,0,0,,20,,,,,,,,,,,
Francesco Bardi,ITA,GK,30,1992,1,90,90,2.6,1.0,1,90,1,0,,36,3.0,3,0,3,3.0,2.97,0.7,0.8,-0.1,-0.14,-0.01
Francesco Raffaelli,ITA,GK,17,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,
Gary Medel,CHI,"MF,DF",34,1987,29,1478,51,43.2,16.4,17,76,6,12,15,5,1.45,24,25,-1,-0.06,-0.29,18.4,20.4,-2.0,-0.12,0.01
