General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Adama Soumaoro,FRA,DF,30,1992,20.7,1226,158,649,557,23,7,1226,3,2,66.7,0,0.0,721,3553,1787,7,5,0,6,1,830,1
Andrea Cambiaso,ITA,DF,22,2000,24.1,1790,70,620,771,423,40,1790,60,31,51.7,24,40.0,1030,5494,2822,64,59,17,42,18,1148,105
Antonio Raimondo,ITA,FW,18,2004,0.2,6,0,1,2,3,1,6,0,0,,0,,4,22,4,1,1,0,1,1,5,3
Charalambos Lykogiannis,GRE,DF,28,1993,12.3,855,31,226,403,234,5,855,11,4,36.4,7,63.6,466,2045,1141,32,19,0,10,1,544,47
Denso Kasius,NED,DF,19,2002,3.8,243,6,75,105,65,3,243,10,6,60.0,3,30.0,127,728,374,9,10,1,11,7,144,21
Emanuel Vignato,ITA,"MF,FW",21,2000,2.7,116,0,23,57,37,2,116,2,1,50.0,0,0.0,76,374,119,3,3,0,2,4,89,4
Francesco Bardi,ITA,GK,30,1992,1.0,25,23,25,0,0,0,25,0,0,,0,,10,46,35,0,0,0,0,1,7,0
Gary Medel,CHI,"MF,DF",34,1987,16.4,1226,123,520,656,60,0,1226,6,4,66.7,2,33.3,643,2305,983,1,3,0,6,4,803,5
Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,7.8,490,20,137,194,163,9,490,17,11,64.7,4,23.5,293,1735,1021,21,15,1,13,8,331,50
Jerdy Schouten,NED,MF,25,1997,27.9,1807,81,492,1138,193,10,1807,48,27,56.3,13,27.1,1033,4285,1647,15,13,1,43,25,1239,29
Jhon Lucumí,COL,DF,24,1998,32.2,2258,304,1222,998,51,16,2258,6,4,66.7,2,33.3,1409,7653,4456,37,15,2,19,6,1537,6
Joaquin Sosa,URU,DF,20,2002,7.6,445,49,243,195,8,3,445,4,3,75.0,0,0.0,281,1593,958,6,3,0,5,2,296,1
Joshua Zirkzee,NED,FW,21,2001,9.1,379,8,21,177,185,33,379,37,16,43.2,19,51.4,236,1178,407,10,16,5,36,25,309,74
Kevin Bonifazi,ITA,DF,26,1996,10.0,828,127,448,364,22,4,828,7,5,71.4,2,28.6,549,3188,1823,4,3,0,9,5,613,0
Lewis Ferguson,SCO,"MF,FW",22,1999,25.7,1472,44,272,794,415,69,1472,25,9,36.0,12,48.0,830,3488,1460,31,37,7,33,16,1129,114
Lorenzo De Silvestri,ITA,DF,34,1988,7.5,484,27,172,237,81,7,484,4,2,50.0,1,25.0,261,1371,800,18,12,0,6,5,289,17
Marko Arnautović,AUT,FW,33,1989,17.0,618,14,44,325,255,57,615,27,13,48.1,11,40.7,361,1616,524,13,12,6,42,19,496,116
Michel Aebischer,SUI,"FW,MF",25,1997,17.1,791,14,147,400,246,28,791,13,6,46.2,7,53.8,505,1992,841,14,12,4,30,17,618,85
Musa Barrow,GAM,"FW,MF",23,1998,21.8,1064,5,122,454,502,46,1064,71,24,33.8,41,57.7,667,4328,1960,68,59,19,50,31,791,141
Nicola Sansone,ITA,FW,30,1991,8.2,314,4,26,139,156,29,314,19,4,21.1,11,57.9,209,1114,446,17,14,7,23,14,246,72
Nicolás Domínguez,ARG,MF,24,1998,25.6,1703,47,308,991,419,37,1703,37,23,62.2,12,32.4,908,3910,1802,39,41,5,50,21,1170,84
Niklas Pyyhtiä,FIN,MF,18,2003,1.2,71,4,20,37,15,4,71,0,0,,0,,40,132,51,2,1,0,1,3,46,5
Nikola Moro,CRO,MF,24,1998,13.6,931,29,210,549,181,18,931,26,18,69.2,7,26.9,553,2627,1180,24,22,1,13,9,654,35
Riccardo Orsolini,ITA,FW,25,1997,23.6,1215,22,193,487,544,101,1212,85,33,38.8,44,51.8,716,4369,1892,53,37,34,69,36,881,212
Roberto Soriano,ITA,"FW,MF",31,1991,14.7,739,25,110,393,249,27,739,14,6,42.9,5,35.7,470,2620,1170,30,34,0,22,15,568,66
Stefan Posch,AUT,DF,25,1997,28.1,2145,127,851,955,363,36,2145,35,13,37.1,16,45.7,1118,5528,3091,45,41,3,39,11,1286,65
Łukasz Skorupski,POL,GK,31,1991,37.0,1311,1189,1306,5,0,0,1311,0,0,,0,,707,3512,2253,0,0,0,1,0,553,0
