General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Adrian Niño,ESP,FW,20-240,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.44,1.44,1.44
Alexander Sørloth,NOR,FW,29-071,1995,20,8,881,9.8,8,2,10,8,0,0,1,0,6.9,6.9,1.3,8.2,16,16,44,0.82,0.2,1.02,0.82,1.02,0.71,0.14,0.84,0.71,0.84
Antoine Griezmann,FRA,"FW,MF",33-330,1991,23,19,1660,18.4,8,4,12,7,1,2,2,0,6.0,4.4,4.7,9.1,33,97,113,0.43,0.22,0.65,0.38,0.6,0.32,0.25,0.58,0.24,0.49
Axel Witsel,BEL,DF,36-033,1989,12,8,761,8.5,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.6,2,18,1,0.0,0.12,0.12,0.0,0.12,0.0,0.06,0.07,0.0,0.07
Clément Lenglet,FRA,DF,29-242,1995,13,13,1103,12.3,1,1,2,1,0,0,6,0,1.4,1.4,0.8,2.1,11,54,0,0.08,0.08,0.16,0.08,0.16,0.11,0.06,0.17,0.11,0.17
Conor Gallagher,ENG,MF,25-008,2000,17,13,977,10.9,2,0,2,2,0,0,2,0,1.8,1.8,0.1,1.9,12,31,34,0.18,0.0,0.18,0.18,0.18,0.16,0.01,0.18,0.16,0.18
César Azpilicueta,ESP,DF,35-170,1989,7,6,525,5.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,42,8,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Giuliano Simeone,ARG,"MF,DF",22-058,2002,18,12,919,10.2,1,3,4,1,0,0,3,0,1.6,1.6,2.3,3.9,35,28,98,0.1,0.29,0.39,0.1,0.39,0.16,0.23,0.38,0.16,0.38
Jan Oblak,SVN,GK,32-038,1993,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Galán,ESP,DF,30-087,1994,13,11,907,10.1,0,2,2,0,0,0,6,0,0.1,0.1,2.0,2.1,28,29,64,0.0,0.2,0.2,0.0,0.2,0.01,0.2,0.21,0.01,0.21
