General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alexander Meyer,GER,GK,31,1991,7.0,280,323,86.7,6953,4124,56,57,98.2,145,146,99.3,79,117,67.5,0,0.0,0.0,0.0,0,4,0,0,1
Anthony Modeste,FRA,FW,34,1988,9.0,73,127,57.5,940,170,40,60,66.7,22,44,50.0,2,4,50.0,1,1.1,0.5,-0.1,7,5,5,1,8
Antonios Papadopoulos,GER,DF,22,1999,0.1,17,19,89.5,348,123,5,5,100.0,10,12,83.3,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1
Donyell Malen,NED,FW,23,1999,19.0,463,625,74.1,6680,1678,271,315,86.0,128,178,71.9,33,64,51.6,6,4.4,5.2,1.6,29,41,26,9,60
Emre Can,GER,MF,28,1994,21.1,1153,1288,89.5,20793,5986,446,483,92.3,545,586,93.0,122,158,77.2,1,1.3,1.4,-0.3,20,111,7,1,99
Felix Passlack,GER,DF,24,1998,0.7,30,40,75.0,655,309,8,10,80.0,16,17,94.1,6,11,54.5,0,0.4,0.2,-0.4,2,3,2,1,8
Gio Reyna,USA,"FW,MF",19,2002,6.9,248,314,79.0,3622,872,147,174,84.5,66,86,76.7,16,23,69.6,2,1.3,1.9,0.7,12,14,12,2,25
Gregor Kobel,SUI,GK,24,1997,27.0,871,1049,83.0,22004,13496,179,179,100.0,455,459,99.1,234,406,57.6,0,0.0,0.1,0.0,0,13,1,0,0
Jamie Gittens,ENG,"FW,MF",17,2004,5.9,104,142,73.2,1235,328,72,90,80.0,20,28,71.4,2,9,22.2,1,0.7,1.0,0.3,2,9,5,0,9
Jude Bellingham,ENG,MF,19,2003,29.9,1342,1643,81.7,23692,7381,605,694,87.2,509,590,86.3,169,233,72.5,4,4.0,4.9,0.0,34,194,45,3,252
Julian Brandt,GER,"MF,FW",26,1996,26.6,1053,1368,77.0,16552,4185,583,662,88.1,284,368,77.2,120,204,58.8,8,9.2,7.8,-1.2,73,60,40,9,119
Julian Ryerson,NOR,DF,24,1997,15.7,817,998,81.9,12525,3546,458,494,92.7,284,347,81.8,53,96,55.2,1,1.5,1.7,-0.5,13,49,10,9,55
Julien Duranville,BEL,MF,16,2006,0.3,11,17,64.7,164,100,5,5,100.0,4,8,50.0,1,1,100.0,0,0.3,0.5,-0.3,2,0,3,3,1
Justin Njinmah,GER,FW,21,2000,0.2,0,2,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Karim Adeyemi,GER,"FW,MF",20,2002,15.4,335,457,73.3,4409,1278,197,243,81.1,97,125,77.6,13,27,48.1,5,3.7,3.7,1.3,28,17,25,0,47
Mahmoud Dahoud,GER,MF,26,1996,3.7,213,259,82.2,3941,1179,89,103,86.4,91,93,97.8,30,45,66.7,0,0.5,0.2,-0.5,4,25,1,0,25
Marco Pašalić,CRO,MF,21,2000,0.1,6,7,85.7,69,32,4,4,100.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,2,0,0,3
Marco Reus,GER,"MF,FW",33,1989,15.0,450,568,79.2,5844,1398,259,309,83.8,148,170,87.1,9,24,37.5,4,2.6,1.4,1.4,20,27,9,1,45
Marius Wolf,GER,DF,27,1995,17.4,834,1061,78.6,13553,4900,428,484,88.4,302,366,82.5,75,129,58.1,1,2.9,3.2,-1.9,22,60,29,14,91
Mats Hummels,GER,DF,33,1988,22.4,1468,1677,87.5,31464,10587,403,447,90.2,800,841,95.1,247,338,73.1,0,1.1,1.4,-1.1,12,100,10,3,114
Nico Schlotterbeck,GER,DF,22,1999,25.0,1648,1910,86.3,33135,11360,558,609,91.6,860,920,93.5,215,335,64.2,5,1.7,1.3,3.3,14,137,11,0,159
Niklas Süle,GER,DF,26,1995,23.5,1677,1851,90.6,31584,10145,659,701,94.0,770,830,92.8,211,260,81.2,3,2.2,1.6,0.8,17,116,9,2,137
Raphaël Guerreiro,POR,"DF,MF",28,1993,25.4,1495,1811,82.6,21673,8387,874,956,91.4,466,550,84.7,78,171,45.6,12,7.6,7.8,4.4,58,135,54,11,191
Salih Özcan,TUR,MF,24,1998,17.5,882,999,88.3,13911,3887,446,489,91.2,317,357,88.8,69,91,75.8,1,0.5,0.5,0.5,9,75,7,1,81
Soumaïla Coulibaly,FRA,DF,18,2003,0.5,45,46,97.8,851,279,11,11,100.0,34,34,100.0,0,0,,0,0.0,0.0,0.0,0,3,0,0,6
Sébastien Haller,CIV,FW,28,1994,13.6,216,309,69.9,2676,504,130,174,74.7,60,82,73.2,6,9,66.7,3,2.3,1.5,0.7,16,13,4,0,22
Thomas Meunier,BEL,DF,30,1991,6.5,322,435,74.0,5628,2069,146,173,84.4,130,170,76.5,34,59,57.6,0,0.6,0.8,-0.6,6,27,11,5,30
Thorgan Hazard,BEL,"FW,DF",29,1993,5.2,235,324,72.5,3790,1328,121,151,80.1,92,118,78.0,18,41,43.9,0,0.9,0.9,-0.9,11,17,7,1,28
Tom Rothe,GER,DF,17,2004,0.3,15,18,83.3,282,72,5,6,83.3,9,9,100.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0
Youssoufa Moukoko,GER,FW,17,2004,12.7,142,202,70.3,1813,340,72,92,78.3,38,48,79.2,8,12,66.7,3,1.8,1.0,1.2,12,6,8,2,11
