General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alexander Meyer,GER,GK,31,1991,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Anthony Modeste,FRA,FW,34,1988,9.0,2,23,10,43.5,2.55,1.11,0.09,0.2,11.1,0,0,0,4.3,4.3,0.19,-2.3,-2.3
Antonios Papadopoulos,GER,DF,22,1999,0.1,0,1,0,0.0,6.92,0.0,0.0,,12.0,0,0,0,0.0,0.0,0.01,0.0,0.0
Donyell Malen,NED,FW,23,1999,19.0,9,64,30,46.9,3.38,1.58,0.14,0.3,15.9,3,0,0,9.1,9.1,0.15,-0.1,-0.1
Emre Can,GER,MF,28,1994,21.1,2,15,2,13.3,0.71,0.09,0.07,0.5,22.3,0,1,1,1.6,0.8,0.06,0.4,0.2
Felix Passlack,GER,DF,24,1998,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Gio Reyna,USA,"FW,MF",19,2002,6.9,7,24,11,45.8,3.46,1.58,0.25,0.55,15.1,1,1,1,4.3,3.5,0.16,2.7,2.5
Gregor Kobel,SUI,GK,24,1997,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jamie Gittens,ENG,"FW,MF",17,2004,5.9,3,24,11,45.8,4.05,1.86,0.13,0.27,17.6,0,0,0,2.4,2.4,0.1,0.6,0.6
Jude Bellingham,ENG,MF,19,2003,29.9,8,66,23,34.8,2.21,0.77,0.11,0.3,18.0,2,1,1,8.2,7.4,0.11,-0.2,-0.4
Julian Brandt,GER,"MF,FW",26,1996,26.6,9,42,26,61.9,1.58,0.98,0.21,0.35,18.0,1,0,0,5.2,5.2,0.12,3.8,3.8
Julian Ryerson,NOR,DF,24,1997,15.7,1,10,3,30.0,0.64,0.19,0.1,0.33,22.4,0,0,0,0.5,0.5,0.05,0.5,0.5
Julien Duranville,BEL,MF,16,2006,0.3,0,1,0,0.0,3.1,0.0,0.0,,25.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Justin Njinmah,GER,FW,21,2000,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Karim Adeyemi,GER,"FW,MF",20,2002,15.4,6,37,14,37.8,2.4,0.91,0.16,0.43,17.4,0,0,1,5.0,4.3,0.12,1.0,1.7
Mahmoud Dahoud,GER,MF,26,1996,3.7,0,6,1,16.7,1.6,0.27,0.0,0.0,26.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4
Marco Pašalić,CRO,MF,21,2000,0.1,0,1,0,0.0,8.18,0.0,0.0,,22.7,0,0,0,0.0,0.0,0.05,0.0,0.0
Marco Reus,GER,"MF,FW",33,1989,15.0,6,36,10,27.8,2.39,0.67,0.14,0.5,16.6,6,1,1,5.1,4.3,0.12,0.9,0.7
Marius Wolf,GER,DF,27,1995,17.4,1,23,6,26.1,1.32,0.34,0.04,0.17,19.4,0,0,0,1.2,1.2,0.05,-0.2,-0.2
Mats Hummels,GER,DF,33,1988,22.4,1,17,3,17.6,0.76,0.13,0.06,0.33,10.2,0,0,0,2.2,2.2,0.13,-1.2,-1.2
Nico Schlotterbeck,GER,DF,22,1999,25.0,4,18,6,33.3,0.72,0.24,0.22,0.67,16.9,0,0,0,1.6,1.6,0.09,2.4,2.4
Niklas Süle,GER,DF,26,1995,23.5,2,33,7,21.2,1.4,0.3,0.06,0.29,17.2,0,0,0,2.2,2.2,0.07,-0.2,-0.2
Raphaël Guerreiro,POR,"DF,MF",28,1993,25.4,4,33,14,42.4,1.3,0.55,0.12,0.29,19.8,6,0,0,2.7,2.7,0.08,1.3,1.3
Salih Özcan,TUR,MF,24,1998,17.5,0,3,1,33.3,0.17,0.06,0.0,0.0,9.3,0,0,0,0.6,0.6,0.19,-0.6,-0.6
Soumaïla Coulibaly,FRA,DF,18,2003,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sébastien Haller,CIV,FW,28,1994,13.6,9,33,19,57.6,2.42,1.4,0.27,0.47,9.9,0,0,1,8.4,7.7,0.23,0.6,1.3
Thomas Meunier,BEL,DF,30,1991,6.5,0,4,0,0.0,0.62,0.0,0.0,,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Thorgan Hazard,BEL,"FW,DF",29,1993,5.2,0,8,3,37.5,1.55,0.58,0.0,0.0,14.2,0,0,0,1.3,1.3,0.17,-1.3,-1.3
Tom Rothe,GER,DF,17,2004,0.3,0,1,0,0.0,3.46,0.0,0.0,,7.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Youssoufa Moukoko,GER,FW,17,2004,12.7,7,35,19,54.3,2.76,1.5,0.2,0.37,14.9,0,0,0,6.4,6.4,0.18,0.6,0.6
