General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Julian Brandt,GER,"MF,FW",26,1996,32,2397,75,78.3,26.6,29,80,12,3,27,0,2.09,67,28,39,1.46,1.46,55.8,29.0,26.8,1.01,0.86
Julian Ryerson,NOR,DF,24,1997,17,1410,83,46.1,15.7,17,83,10,0,,0,2.35,47,19,28,1.79,1.19,37.2,17.3,19.9,1.27,0.83
Julien Duranville,BEL,MF,16,2006,1,29,29,0.9,0.3,0,,0,1,29,1,1.0,2,0,2,6.21,5.11,1.2,1.2,0.0,0.01,-0.82
Justin Njinmah,GER,FW,21,2000,1,22,22,0.7,0.2,0,,0,1,22,2,0.0,0,1,-1,-4.09,-5.28,0.0,1.1,-1.1,-4.7,-5.56
Karim Adeyemi,GER,"FW,MF",20,2002,24,1386,58,45.3,15.4,20,64,2,4,27,1,2.17,41,17,24,1.56,0.75,32.6,17.4,15.2,0.99,0.31
Mahmoud Dahoud,GER,MF,26,1996,9,337,37,11.0,3.7,4,65,1,5,15,6,2.11,10,3,7,1.87,0.81,7.7,4.0,3.7,0.98,0.18
Marcel Lotka,POL,GK,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
Marco Pašalić,CRO,MF,21,2000,1,11,11,0.4,0.1,0,,0,1,11,1,0.0,0,1,-1,-8.18,-9.36,0.5,0.4,0.1,0.63,-0.19
Marco Reus,GER,"MF,FW",33,1989,25,1353,54,44.2,15.0,14,77,5,11,25,0,2.28,32,19,13,0.86,-0.51,29.4,17.1,12.4,0.82,0.0
Marius Wolf,GER,DF,27,1995,25,1570,63,51.3,17.4,17,82,11,8,21,2,2.32,48,20,28,1.61,0.94,37.5,20.9,16.6,0.95,0.26
Mats Hummels,GER,DF,33,1988,30,2018,67,65.9,22.4,24,81,16,6,13,3,2.17,53,22,31,1.38,0.69,47.1,26.7,20.4,0.91,0.26
Nico Schlotterbeck,GER,DF,22,1999,28,2252,80,73.6,25.0,27,83,23,1,1,3,2.11,57,34,23,0.92,-0.86,44.3,32.5,11.9,0.47,-1.31
Niklas Süle,GER,DF,26,1995,29,2118,73,69.2,23.5,23,87,20,6,19,2,2.07,61,33,28,1.19,0.14,52.6,32.8,19.8,0.84,0.07
Raphaël Guerreiro,POR,"DF,MF",28,1993,27,2290,85,74.8,25.4,26,87,19,1,32,4,1.85,58,41,17,0.67,-1.9,53.1,33.3,19.8,0.78,-0.16
Salih Özcan,TUR,MF,24,1998,26,1576,61,51.5,17.5,17,80,10,9,24,5,2.15,37,22,15,0.86,-0.6,34.2,23.4,10.8,0.61,-0.42
Soumaïla Coulibaly,FRA,DF,18,2003,1,45,45,1.5,0.5,0,,0,1,45,10,1.0,1,3,-2,-4.0,-5.22,0.9,0.7,0.3,0.52,-0.31
Sébastien Haller,CIV,FW,28,1994,19,1225,64,40.0,13.6,15,72,2,4,36,0,2.42,45,14,31,2.28,1.89,33.5,16.2,17.3,1.27,0.76
Thomas Meunier,BEL,DF,30,1991,10,585,59,19.1,6.5,7,77,5,3,15,6,2.1,5,9,-4,-0.62,-2.18,11.0,8.8,2.2,0.34,-0.59
Thorgan Hazard,BEL,"FW,DF",29,1993,14,464,33,15.2,5.2,2,77,1,12,26,1,1.79,6,8,-2,-0.39,-1.81,8.2,7.5,0.7,0.13,-0.81
Tom Rothe,GER,DF,17,2004,2,26,13,0.8,0.3,0,,0,2,13,9,1.5,1,0,1,3.46,2.33,0.5,1.1,-0.6,-2.07,-2.92
Youssoufa Moukoko,GER,FW,17,2004,26,1141,44,37.3,12.7,11,73,4,15,22,3,1.88,32,23,9,0.71,-0.7,28.5,18.4,10.1,0.8,-0.04
