General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdoulaye Kamara,GUI,MF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Alexander Meyer,GER,GK,31,1991,7,630,90,20.6,7.0,7,90,7,0,,27,1.57,15,12,3,0.43,-0.9,12.9,9.9,3.0,0.43,-0.49
Anthony Modeste,FRA,FW,34,1988,19,813,43,26.6,9.0,7,83,3,12,19,12,1.79,13,9,4,0.44,-0.96,15.0,13.3,1.6,0.18,-0.87
Antonios Papadopoulos,GER,DF,22,1999,1,13,13,0.4,0.1,0,,0,1,13,9,0.0,0,0,0,0.0,-1.15,0.1,0.0,0.1,0.4,-0.42
Donyell Malen,NED,FW,23,1999,26,1706,66,55.8,19.0,22,71,1,4,34,2,2.04,44,24,20,1.06,-0.21,41.7,21.3,20.4,1.08,0.58
Emre Can,GER,MF,28,1994,27,1900,70,62.1,21.1,20,87,17,7,24,5,1.96,55,30,25,1.18,0.1,46.4,26.9,19.5,0.93,0.28
Felix Passlack,GER,DF,24,1998,3,64,21,2.1,0.7,0,,0,3,21,20,3.0,2,0,2,2.81,1.7,2.2,1.0,1.2,1.69,0.89
Gio Reyna,USA,"FW,MF",19,2002,22,625,28,20.4,6.9,4,61,0,18,21,6,1.95,21,13,8,1.15,0.01,16.4,11.8,4.6,0.66,-0.2
Gregor Kobel,SUI,GK,24,1997,27,2430,90,79.4,27.0,27,90,27,0,,2,2.22,68,32,36,1.33,0.9,58.2,33.3,24.9,0.92,0.49
Jamie Gittens,ENG,"FW,MF",17,2004,15,533,36,17.4,5.9,4,59,0,11,27,3,2.53,19,7,12,2.03,1.06,12.9,8.4,4.4,0.75,-0.09
Jude Bellingham,ENG,MF,19,2003,31,2691,87,87.9,29.9,30,89,28,1,25,1,2.06,73,40,33,1.1,-0.36,60.1,39.0,21.0,0.7,-0.98
