General,General,General,General,General,General,Sca,Sca,Sca types,Sca types,Sca types,Sca types,Sca types,Sca types,Gca,Gca,Gca types,Gca types,Gca types,Gca types,Gca types,Gca types
Player,Nation,Pos,Age,Born,90s,Sca,Sca90,Passlive,Passdead,To,Sh,Fld,Def,Gca,Gca90,Passlive,Passdead,To,Sh,Fld,Def
Alexander Meyer,GER,GK,31,1991,7.0,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Anthony Modeste,FRA,FW,34,1988,9.0,12,1.33,10,0,0,2,0,0,1,0.11,1,0,0,0,0,0
Antonios Papadopoulos,GER,DF,22,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Donyell Malen,NED,FW,23,1999,19.0,80,4.22,50,9,12,4,5,0,14,0.74,9,0,3,1,1,0
Emre Can,GER,MF,28,1994,21.1,46,2.18,43,1,0,1,1,0,3,0.14,3,0,0,0,0,0
Felix Passlack,GER,DF,24,1998,0.7,6,8.44,4,0,0,0,1,1,1,1.41,1,0,0,0,0,0
Gio Reyna,USA,"FW,MF",19,2002,6.9,28,4.04,24,0,0,3,1,0,5,0.72,3,0,0,1,1,0
Gregor Kobel,SUI,GK,24,1997,27.0,4,0.15,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jamie Gittens,ENG,"FW,MF",17,2004,5.9,21,3.54,11,0,5,3,2,0,9,1.52,7,0,1,1,0,0
Jude Bellingham,ENG,MF,19,2003,29.9,125,4.18,89,0,16,8,10,2,17,0.57,12,0,3,0,2,0
Julian Brandt,GER,"MF,FW",26,1996,26.6,133,4.99,87,32,6,2,5,1,20,0.75,14,3,1,0,2,0
Julian Ryerson,NOR,DF,24,1997,15.7,28,1.79,23,3,2,0,0,0,0,0.0,0,0,0,0,0,0
Julien Duranville,BEL,MF,16,2006,0.3,5,15.52,3,0,2,0,0,0,1,3.1,1,0,0,0,0,0
Justin Njinmah,GER,FW,21,2000,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Karim Adeyemi,GER,"FW,MF",20,2002,15.4,59,3.83,40,0,8,5,4,2,12,0.78,9,0,2,1,0,0
Mahmoud Dahoud,GER,MF,26,1996,3.7,6,1.6,5,0,0,1,0,0,1,0.27,0,0,0,1,0,0
Marco Pašalić,CRO,MF,21,2000,0.1,1,8.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marco Reus,GER,"MF,FW",33,1989,15.0,52,3.46,36,4,1,9,2,0,7,0.47,3,1,0,2,1,0
Marius Wolf,GER,DF,27,1995,17.4,48,2.75,36,0,8,1,2,1,6,0.34,5,0,1,0,0,0
Mats Hummels,GER,DF,33,1988,22.4,41,1.83,35,1,0,4,0,1,3,0.13,2,0,0,0,0,1
Nico Schlotterbeck,GER,DF,22,1999,25.0,32,1.28,24,0,2,3,1,2,7,0.28,5,0,0,0,0,2
Niklas Süle,GER,DF,26,1995,23.5,41,1.74,32,0,3,6,0,0,6,0.25,3,0,1,2,0,0
Raphaël Guerreiro,POR,"DF,MF",28,1993,25.4,111,4.36,83,17,4,5,1,1,15,0.59,14,1,0,0,0,0
Salih Özcan,TUR,MF,24,1998,17.5,24,1.37,21,2,0,0,0,1,1,0.06,1,0,0,0,0,0
Soumaïla Coulibaly,FRA,DF,18,2003,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Sébastien Haller,CIV,FW,28,1994,13.6,40,2.94,22,0,4,10,4,0,8,0.59,4,0,2,1,1,0
Thomas Meunier,BEL,DF,30,1991,6.5,17,2.62,15,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Thorgan Hazard,BEL,"FW,DF",29,1993,5.2,23,4.45,16,4,0,3,0,0,0,0.0,0,0,0,0,0,0
Tom Rothe,GER,DF,17,2004,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Youssoufa Moukoko,GER,FW,17,2004,12.7,29,2.29,19,0,7,2,1,0,7,0.55,5,0,2,0,0,0
