General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Alexander Meyer,GER,GK,31,1991,7.0,323,261,61,17,0,1,0,0,0,0,0,0,280,1,2
Anthony Modeste,FRA,FW,34,1988,9.0,127,117,6,0,0,0,2,0,0,0,0,0,73,4,1
Antonios Papadopoulos,GER,DF,22,1999,0.1,19,19,0,0,0,1,0,0,0,0,0,0,17,0,0
Donyell Malen,NED,FW,23,1999,19.0,625,587,34,2,1,5,69,7,23,14,5,0,463,4,24
Emre Can,GER,MF,28,1994,21.1,1288,1253,34,26,2,11,4,7,0,0,0,0,1153,1,10
Felix Passlack,GER,DF,24,1998,0.7,40,34,6,0,1,0,2,6,0,0,0,0,30,0,3
Gio Reyna,USA,"FW,MF",19,2002,6.9,314,287,26,10,0,4,17,10,6,1,4,1,248,1,9
Gregor Kobel,SUI,GK,24,1997,27.0,1049,800,247,55,0,2,0,0,0,0,0,0,871,2,0
Jamie Gittens,ENG,"FW,MF",17,2004,5.9,142,138,3,0,2,1,6,3,0,0,0,0,104,1,1
Jude Bellingham,ENG,MF,19,2003,29.9,1643,1583,55,34,9,30,33,17,1,0,0,0,1342,5,37
Julian Brandt,GER,"MF,FW",26,1996,26.6,1368,1210,153,22,6,18,165,14,114,36,57,3,1053,5,33
Julian Ryerson,NOR,DF,24,1997,15.7,998,846,152,10,2,2,50,142,0,0,0,0,817,0,28
Julien Duranville,BEL,MF,16,2006,0.3,17,16,1,0,0,0,7,1,0,0,0,0,11,0,1
Justin Njinmah,GER,FW,21,2000,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Karim Adeyemi,GER,"FW,MF",20,2002,15.4,457,431,23,3,2,1,25,12,8,7,1,0,335,3,21
Mahmoud Dahoud,GER,MF,26,1996,3.7,259,253,4,2,1,1,3,0,2,0,2,0,213,2,7
Marco Pašalić,CRO,MF,21,2000,0.1,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0
Marco Reus,GER,"MF,FW",33,1989,15.0,568,525,42,19,0,1,19,3,6,1,0,0,450,1,21
Marius Wolf,GER,DF,27,1995,17.4,1061,889,172,21,4,8,61,149,2,2,0,0,834,0,38
Mats Hummels,GER,DF,33,1988,22.4,1677,1615,58,53,2,25,6,5,0,0,0,0,1468,4,14
Nico Schlotterbeck,GER,DF,22,1999,25.0,1910,1846,62,53,2,49,11,9,0,0,0,0,1648,2,25
Niklas Süle,GER,DF,26,1995,23.5,1851,1751,99,47,1,34,16,52,0,0,0,0,1677,1,17
Raphaël Guerreiro,POR,"DF,MF",28,1993,25.4,1811,1544,266,54,5,6,114,164,48,8,31,0,1495,1,38
Salih Özcan,TUR,MF,24,1998,17.5,999,959,39,31,1,6,3,6,0,0,0,0,882,1,7
Soumaïla Coulibaly,FRA,DF,18,2003,0.5,46,46,0,0,0,0,0,0,0,0,0,0,45,0,1
Sébastien Haller,CIV,FW,28,1994,13.6,309,287,22,0,1,1,3,1,0,0,0,0,216,0,8
Thomas Meunier,BEL,DF,30,1991,6.5,435,368,67,5,1,3,16,62,0,0,0,0,322,0,14
Thorgan Hazard,BEL,"FW,DF",29,1993,5.2,324,268,55,9,0,2,37,26,17,4,12,0,235,1,3
Tom Rothe,GER,DF,17,2004,0.3,18,14,4,2,0,0,2,2,0,0,0,0,15,0,0
Youssoufa Moukoko,GER,FW,17,2004,12.7,202,176,25,0,1,1,5,1,0,0,0,0,142,1,11
