General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alexander Meyer,GER,GK,31,1991,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Anthony Modeste,FRA,FW,34,1988,9.0,4,4,2,0,2,2,5,40.0,3,7,0,7,2,6,22,0
Antonios Papadopoulos,GER,DF,22,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Donyell Malen,NED,FW,23,1999,19.0,13,5,3,4,6,5,12,41.7,7,14,1,13,4,17,11,0
Emre Can,GER,MF,28,1994,21.1,57,28,25,27,5,22,43,51.2,21,16,6,10,25,82,39,1
Felix Passlack,GER,DF,24,1998,0.7,4,3,0,4,0,1,1,100.0,0,1,1,0,0,4,1,0
Gio Reyna,USA,"FW,MF",19,2002,6.9,14,7,2,5,7,5,10,50.0,5,8,2,6,3,17,5,0
Gregor Kobel,SUI,GK,24,1997,27.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,2
Jamie Gittens,ENG,"FW,MF",17,2004,5.9,8,4,2,5,1,2,7,28.6,5,1,0,1,1,9,2,0
Jude Bellingham,ENG,MF,19,2003,29.9,76,42,28,34,14,34,51,66.7,17,51,4,47,35,111,30,0
Julian Brandt,GER,"MF,FW",26,1996,26.6,29,20,6,14,9,12,43,27.9,31,23,0,23,15,44,9,1
Julian Ryerson,NOR,DF,24,1997,15.7,27,15,17,7,3,19,37,51.4,18,13,2,11,8,35,28,0
Julien Duranville,BEL,MF,16,2006,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Justin Njinmah,GER,FW,21,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Karim Adeyemi,GER,"FW,MF",20,2002,15.4,16,11,6,6,4,8,30,26.7,22,18,1,17,7,23,3,0
Mahmoud Dahoud,GER,MF,26,1996,3.7,11,9,3,4,4,7,7,100.0,0,6,2,4,7,18,3,0
Marco Pašalić,CRO,MF,21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marco Reus,GER,"MF,FW",33,1989,15.0,30,17,12,14,4,7,24,29.2,17,12,4,8,8,38,8,0
Marius Wolf,GER,DF,27,1995,17.4,25,18,9,12,4,16,29,55.2,13,40,10,30,18,43,22,1
Mats Hummels,GER,DF,33,1988,22.4,62,34,38,22,2,32,55,58.2,23,30,16,14,33,95,100,1
Nico Schlotterbeck,GER,DF,22,1999,25.0,59,34,34,24,1,37,53,69.8,16,38,21,17,32,91,71,1
Niklas Süle,GER,DF,26,1995,23.5,25,19,18,3,4,14,23,60.9,9,28,19,9,17,42,53,0
Raphaël Guerreiro,POR,"DF,MF",28,1993,25.4,36,20,13,15,8,21,34,61.8,13,21,2,19,36,72,23,0
Salih Özcan,TUR,MF,24,1998,17.5,31,18,10,16,5,16,39,41.0,23,24,2,22,28,59,19,1
Soumaïla Coulibaly,FRA,DF,18,2003,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Sébastien Haller,CIV,FW,28,1994,13.6,5,4,2,1,2,0,4,0.0,4,8,0,8,1,6,10,0
Thomas Meunier,BEL,DF,30,1991,6.5,16,7,8,5,3,10,17,58.8,7,7,2,5,9,25,16,0
Thorgan Hazard,BEL,"FW,DF",29,1993,5.2,17,6,5,11,1,12,17,70.6,5,6,0,6,5,22,5,0
Tom Rothe,GER,DF,17,2004,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0
Youssoufa Moukoko,GER,FW,17,2004,12.7,13,7,3,6,4,3,6,50.0,3,9,0,9,2,15,1,0
