General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alessandro Marcandalli,ITA,DF,22-142,2002,1,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Alessio Zerbin,ITA,DF,25-348,1999,4,3,281,3.1,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,14,15,11,0.32,0.0,0.32,0.32,0.32,0.1,0.12,0.22,0.1,0.22
Alfred Duncan,GHA,MF,31-341,1993,11,10,795,8.8,0,0,0,0,0,0,1,0,0.7,0.7,0.8,1.5,7,44,11,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
Antonio Candela,ITA,DF,24-293,2000,14,12,1008,11.2,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.2,12,27,25,0.0,0.09,0.09,0.0,0.09,0.03,0.07,0.11,0.03,0.11
Antonio Raimondo,ITA,"FW,DF",20-333,2004,9,0,94,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,2,7,0.0,0.0,0.0,0.0,0.0,0.31,0.09,0.4,0.31,0.4
Bjarki Bjarkason,ISL,"DF,MF",24-279,2000,8,1,137,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
Cheick Oumar Conde,GUI,MF,24-203,2000,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Gytkjær,DEN,FW,34-284,1990,18,2,300,3.3,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.9,2,1,20,0.3,0.0,0.3,0.3,0.3,0.22,0.04,0.26,0.22,0.26
Daniel Fila,CZE,FW,22-177,2002,1,1,79,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,6,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
Domen Črnigoj,SVN,MF,29-088,1995,8,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,4,6,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Fali Candé,GNB,DF,27-021,1998,3,3,270,3.0,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.8,1,13,0,0.0,0.33,0.33,0.0,0.33,0.11,0.15,0.26,0.11,0.26
Filip Stankovic,SRB,GK,22-355,2002,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Zampano,ITA,DF,31-137,1993,20,16,1543,17.1,1,2,3,1,0,0,5,0,1.0,1.0,0.8,1.8,42,38,78,0.06,0.12,0.17,0.06,0.17,0.06,0.05,0.1,0.06,0.1
Franco Carboni,ITA,DF,21-316,2003,6,2,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,2,6,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.05,0.01,0.05
