General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Alessandro Florenzi,ITA,DF,31,1991,2.3,0,5,1,20.0,2.22,0.44,0.0,0.0,16.2,1,0,0,0.8,0.8,0.15,-0.8,-0.8
Alexis Saelemaekers,BEL,"FW,DF",23,1999,15.6,2,35,10,28.6,2.25,0.64,0.06,0.2,20.7,0,0,0,2.5,2.5,0.07,-0.5,-0.5
Ante Rebić,CRO,"FW,MF",28,1993,10.9,3,27,13,48.1,2.48,1.19,0.11,0.23,16.0,2,0,0,3.5,3.5,0.13,-0.5,-0.5
Antonio Mirante,ITA,GK,39,1983,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Aster Vranckx,BEL,MF,19,2002,2.7,0,2,0,0.0,0.75,0.0,0.0,,29.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Brahim Díaz,MAR,"MF,FW",22,1999,21.4,6,35,16,45.7,1.64,0.75,0.17,0.38,14.5,1,0,0,6.0,6.0,0.17,0.0,0.0
Charles De Ketelaere,BEL,"MF,FW",21,2001,12.4,0,19,3,15.8,1.53,0.24,0.0,0.0,12.5,0,0,0,2.0,2.0,0.11,-2.0,-2.0
Ciprian Tătărușanu,ROU,GK,36,1986,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Davide Calabria,ITA,DF,25,1996,18.8,1,16,2,12.5,0.85,0.11,0.06,0.5,23.9,0,0,0,1.2,1.2,0.07,-0.2,-0.2
Divock Origi,BEL,FW,27,1995,11.4,2,29,12,41.4,2.54,1.05,0.07,0.17,18.2,0,0,0,2.1,2.1,0.07,-0.1,-0.1
Fikayo Tomori,ENG,DF,24,1997,30.7,1,9,4,44.4,0.29,0.13,0.11,0.25,14.1,0,0,0,1.3,1.3,0.15,-0.3,-0.3
Fodé Ballo-Touré,SEN,DF,25,1997,5.8,1,5,3,60.0,0.86,0.52,0.2,0.33,11.4,0,0,0,0.6,0.6,0.12,0.4,0.4
Ismaël Bennacer,ALG,MF,24,1997,22.3,2,16,3,18.8,0.72,0.13,0.13,0.67,25.0,3,0,0,1.0,1.0,0.06,1.0,1.0
Junior Messias,BRA,"FW,DF",31,1991,16.6,5,32,11,34.4,1.92,0.66,0.16,0.45,18.7,1,0,0,2.3,2.3,0.07,2.7,2.7
Malick Thiaw,GER,DF,20,2001,15.1,0,8,3,37.5,0.53,0.2,0.0,0.0,10.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8
Marko Lazetić,SRB,FW,18,2004,0.1,0,1,0,0.0,10.0,0.0,0.0,,13.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Matteo Gabbia,ITA,DF,22,1999,6.8,0,1,0,0.0,0.15,0.0,0.0,,19.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Mike Maignan,FRA,GK,27,1995,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Olivier Giroud,FRA,FW,35,1986,23.8,13,77,29,37.7,3.24,1.22,0.13,0.34,12.7,6,3,3,12.7,10.4,0.14,0.3,-0.4
Pierre Kalulu,FRA,DF,22,2000,28.3,1,11,2,18.2,0.39,0.07,0.09,0.5,10.0,0,0,0,1.5,1.5,0.14,-0.5,-0.5
Rade Krunić,BIH,MF,28,1993,18.4,0,14,2,14.3,0.76,0.11,0.0,0.0,14.9,0,0,0,1.1,1.1,0.08,-1.1,-1.1
Rafael Leão,POR,"FW,MF",23,1999,26.9,15,92,29,31.5,3.42,1.08,0.16,0.52,17.9,0,0,0,10.8,10.8,0.12,4.2,4.2
Sandro Tonali,ITA,MF,22,2000,30.1,2,32,14,43.8,1.06,0.46,0.06,0.14,22.2,6,0,0,2.4,2.4,0.07,-0.4,-0.4
Sergiño Dest,USA,DF,21,2000,3.7,0,2,1,50.0,0.55,0.27,0.0,0.0,20.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Simon Kjær,DEN,DF,33,1989,11.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Theo Hernández,FRA,DF,24,1997,30.8,4,51,11,21.6,1.66,0.36,0.06,0.27,23.1,5,1,1,4.1,3.3,0.06,-0.1,-0.3
Tiemoué Bakayoko,FRA,MF,27,1994,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tommaso Pobega,ITA,MF,23,1999,9.8,2,20,5,25.0,2.04,0.51,0.1,0.4,18.7,0,0,0,1.4,1.4,0.07,0.6,0.6
Yacine Adli,FRA,"MF,FW",22,2000,1.6,0,2,2,100.0,1.25,1.25,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Zlatan Ibrahimović,SWE,FW,40,1981,1.6,1,5,2,40.0,3.08,1.23,0.0,0.0,24.8,1,1,1,1.2,0.4,0.08,-0.2,-0.4
