General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alessandro Florenzi,ITA,DF,31,1991,2.3,130,172,75.6,2370,661,52,57,91.2,64,78,82.1,12,34,35.3,0,0.5,1.1,-0.5,6,8,6,5,10
Alexis Saelemaekers,BEL,"FW,DF",23,1999,15.6,480,621,77.3,6935,1932,279,332,84.0,155,197,78.7,26,46,56.5,3,4.1,3.6,-1.1,22,28,30,10,52
Ante Rebić,CRO,"FW,MF",28,1993,10.9,187,334,56.0,2673,815,110,148,74.3,51,98,52.0,14,38,36.8,2,2.0,1.9,0.0,13,12,12,3,29
Antonio Mirante,ITA,GK,39,1983,0.0,4,4,100.0,96,57,0,0,,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Aster Vranckx,BEL,MF,19,2002,2.7,96,127,75.6,1492,379,54,62,87.1,33,40,82.5,7,17,41.2,0,0.3,0.2,-0.3,1,7,2,1,4
Brahim Díaz,MAR,"MF,FW",22,1999,21.4,575,719,80.0,8239,2469,329,375,87.7,193,231,83.5,26,46,56.5,7,5.6,3.4,1.4,41,80,40,3,121
Charles De Ketelaere,BEL,"MF,FW",21,2001,12.4,299,383,78.1,4161,1234,183,225,81.3,95,110,86.4,11,16,68.8,1,2.0,1.8,-1.0,20,28,19,0,59
Ciprian Tătărușanu,ROU,GK,36,1986,16.0,434,560,77.5,12788,9173,60,60,100.0,198,204,97.1,174,290,60.0,1,0.5,0.0,0.5,2,9,0,0,0
Davide Calabria,ITA,DF,25,1996,18.8,1040,1276,81.5,17672,5902,484,518,93.4,452,524,86.3,88,187,47.1,4,1.7,1.6,2.3,19,71,19,12,108
