General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Divock Origi,BEL,FW,27,1995,11.4,128,193,66.3,1699,360,75,97,77.3,35,53,66.0,6,13,46.2,1,1.2,0.5,-0.2,11,7,6,1,18
Fikayo Tomori,ENG,DF,24,1997,30.7,1697,1922,88.3,34375,10863,568,608,93.4,876,942,93.0,242,324,74.7,1,0.8,0.9,0.2,9,91,7,0,122
Fodé Ballo-Touré,SEN,DF,25,1997,5.8,234,281,83.3,3827,1223,117,128,91.4,103,119,86.6,13,26,50.0,0,0.2,0.3,-0.2,4,13,8,5,25
Ismaël Bennacer,ALG,MF,24,1997,22.3,1219,1423,85.7,21142,5792,565,616,91.7,451,505,89.3,151,228,66.2,2,3.3,3.1,-1.3,43,123,28,4,132
Junior Messias,BRA,"FW,DF",31,1991,16.6,430,563,76.4,6793,1803,232,277,83.8,156,191,81.7,30,57,52.6,2,0.8,1.6,1.2,13,33,8,2,54
Malick Thiaw,GER,DF,20,2001,15.1,932,1056,88.3,18898,6496,275,311,88.4,541,576,93.9,112,154,72.7,0,0.2,0.2,-0.2,2,53,5,0,67
Marko Lazetić,SRB,FW,18,2004,0.1,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Matteo Gabbia,ITA,DF,22,1999,6.8,289,359,80.5,6382,2047,78,92,84.8,147,163,90.2,59,91,64.8,0,0.0,0.0,0.0,0,14,0,0,15
Mike Maignan,FRA,GK,27,1995,22.0,674,814,82.8,16900,10659,133,134,99.3,354,360,98.3,185,314,58.9,1,0.0,0.0,1.0,1,17,0,0,1
Olivier Giroud,FRA,FW,35,1986,23.8,351,560,62.7,4172,765,223,333,67.0,81,123,65.9,8,15,53.3,5,4.0,2.0,1.0,24,13,7,0,36
Pierre Kalulu,FRA,DF,22,2000,28.3,1589,1821,87.3,29265,9921,612,663,92.3,836,909,92.0,128,208,61.5,0,1.2,1.2,-1.2,10,109,10,5,138
Rade Krunić,BIH,MF,28,1993,18.4,819,955,85.8,12702,3734,403,460,87.6,337,372,90.6,43,59,72.9,1,1.1,1.0,-0.1,15,61,12,0,73
Rafael Leão,POR,"FW,MF",23,1999,26.9,595,845,70.4,10191,3212,282,365,77.3,226,302,74.8,65,107,60.7,8,7.0,6.2,1.0,49,64,59,14,122
Sandro Tonali,ITA,MF,22,2000,30.1,1185,1565,75.7,21009,6485,526,610,86.2,482,583,82.7,139,278,50.0,7,5.7,4.5,1.3,62,124,29,8,159
Sergiño Dest,USA,DF,21,2000,3.7,169,198,85.4,2535,793,95,102,93.1,65,73,89.0,5,12,41.7,0,0.3,0.2,-0.3,4,15,3,1,14
Simon Kjær,DEN,DF,33,1989,11.2,591,683,86.5,12451,4463,175,193,90.7,313,331,94.6,99,152,65.1,0,0.0,0.2,0.0,0,47,1,0,45
Theo Hernández,FRA,DF,24,1997,30.8,1391,1751,79.4,23094,7593,686,765,89.7,554,672,82.4,112,203,55.2,3,3.3,2.9,-0.3,37,90,36,12,128
Tiemoué Bakayoko,FRA,MF,27,1994,0.5,17,20,85.0,305,99,4,5,80.0,12,13,92.3,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,2
Tommaso Pobega,ITA,MF,23,1999,9.8,307,401,76.6,5520,1482,138,170,81.2,133,151,88.1,32,60,53.3,0,0.3,0.6,-0.3,5,36,8,2,36
Yacine Adli,FRA,"MF,FW",22,2000,1.6,49,76,64.5,931,308,21,28,75.0,17,24,70.8,9,16,56.3,0,0.3,0.2,-0.3,2,6,2,0,10
Zlatan Ibrahimović,SWE,FW,40,1981,1.6,36,51,70.6,517,102,22,31,71.0,10,13,76.9,2,2,100.0,0,0.2,0.1,-0.2,1,3,2,0,4
