General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Malick Thiaw,GER,DF,20,2001,20,1362,68,39.8,15.1,15,83,11,5,24,13,1.95,21,12,9,0.59,0.07,24.7,13.8,11.0,0.72,0.43
Marko Lazetić,SRB,FW,18,2004,1,9,9,0.3,0.1,0,,0,1,9,4,1.0,0,0,0,0.0,-0.55,0.1,0.2,-0.1,-1.34,-1.81
Matteo Gabbia,ITA,DF,22,1999,12,613,51,17.9,6.8,6,87,5,6,16,24,1.92,11,14,-3,-0.44,-1.21,10.3,10.4,-0.1,-0.02,-0.59
Mike Maignan,FRA,GK,27,1995,22,1978,90,57.8,22.0,22,90,21,0,,0,1.82,37,21,16,0.73,0.42,34.3,22.1,12.2,0.56,0.21
Olivier Giroud,FRA,FW,35,1986,33,2139,65,62.5,23.8,25,78,9,8,23,2,1.88,42,25,17,0.72,0.43,36.5,23.4,13.1,0.55,0.23
Pierre Kalulu,FRA,DF,22,2000,34,2548,75,74.5,28.3,26,88,25,8,32,2,1.76,46,41,5,0.18,-1.47,42.7,34.3,8.4,0.3,-0.66
Rade Krunić,BIH,MF,28,1993,23,1657,72,48.5,18.4,18,83,10,5,34,5,2.13,34,17,17,0.92,0.72,29.3,20.1,9.2,0.5,0.07
Rafael Leão,POR,"FW,MF",23,1999,35,2421,69,70.8,26.9,28,79,13,7,31,0,2.0,53,31,22,0.82,0.91,44.5,27.9,16.6,0.62,0.51
Sandro Tonali,ITA,MF,22,2000,34,2713,80,79.3,30.1,30,87,23,4,25,2,1.82,49,36,13,0.43,-0.59,47.0,33.1,13.9,0.46,-0.03
Sergiño Dest,USA,DF,21,2000,8,329,41,9.6,3.7,2,68,1,6,32,7,1.63,10,7,3,0.82,0.3,6.1,5.7,0.4,0.11,-0.39
Simon Kjær,DEN,DF,33,1989,17,1007,59,29.4,11.2,12,74,4,5,24,16,1.82,12,7,5,0.45,-0.15,13.0,12.3,0.7,0.06,-0.58
Theo Hernández,FRA,DF,24,1997,32,2771,87,81.0,30.8,32,87,27,0,,2,2.0,56,31,25,0.81,1.37,48.9,30.5,18.4,0.6,0.69
Tiemoué Bakayoko,FRA,MF,27,1994,3,41,14,1.2,0.5,0,,0,3,14,30,2.0,1,1,0,0.0,-0.56,0.8,1.0,-0.2,-0.54,-1.01
Tommaso Pobega,ITA,MF,23,1999,19,883,46,25.8,9.8,9,81,5,10,16,16,2.0,17,13,4,0.41,-0.2,14.7,10.8,4.0,0.4,-0.09
Yacine Adli,FRA,"MF,FW",22,2000,6,144,24,4.2,1.6,1,59,0,5,17,32,1.17,2,4,-2,-1.25,-1.88,2.4,2.9,-0.5,-0.33,-0.83
Zlatan Ibrahimović,SWE,FW,40,1981,4,146,37,4.3,1.6,1,75,0,3,24,3,1.0,3,4,-1,-0.62,-1.22,2.9,2.6,0.4,0.24,-0.24
