General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Alessandro Florenzi,ITA,DF,31,1991,6,203,34,5.9,2.3,2,73,1,4,14,8,1.33,3,1,2,0.89,0.36,4.1,1.9,2.2,0.99,0.56
Alexis Saelemaekers,BEL,"FW,DF",23,1999,30,1403,47,41.0,15.6,14,67,0,16,29,1,1.7,21,16,5,0.32,-0.39,23.3,16.4,6.9,0.44,-0.04
Andrea Bozzolan,ITA,DF,18,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
Andreas Jungdal,DEN,GK,20,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,
Ante Rebić,CRO,"FW,MF",28,1993,23,980,43,28.7,10.9,10,72,2,13,20,5,1.74,17,11,6,0.55,0.0,15.4,13.0,2.4,0.22,-0.35
Antonio Mirante,ITA,GK,39,1983,1,2,2,0.1,0.0,0,,0,1,2,37,3.0,1,0,1,45.0,44.47,1.1,0.0,1.1,49.3,48.87
Aster Vranckx,BEL,MF,19,2002,9,240,27,7.0,2.7,2,82,1,7,11,24,2.11,4,3,1,0.37,-0.19,4.2,3.1,1.1,0.42,-0.04
Brahim Díaz,MAR,"MF,FW",22,1999,33,1925,58,56.3,21.4,27,65,1,6,28,4,1.85,36,21,15,0.7,0.34,34.2,19.8,14.5,0.68,0.48
Charles De Ketelaere,BEL,"MF,FW",21,2001,32,1116,35,32.6,12.4,9,67,0,23,22,5,1.78,19,19,0,0.0,-0.82,20.3,16.1,4.2,0.34,-0.19
Ciprian Tătărușanu,ROU,GK,36,1986,16,1440,90,42.1,16.0,16,90,16,0,,22,1.88,26,22,4,0.25,-0.52,23.4,19.0,4.4,0.28,-0.33
Davide Calabria,ITA,DF,25,1996,25,1690,68,49.4,18.8,21,78,10,4,15,3,1.72,35,25,10,0.53,-0.04,28.4,19.6,8.8,0.47,0.0
Devis Vásquez,COL,GK,24,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,
Divock Origi,BEL,FW,27,1995,27,1027,38,30.0,11.4,10,70,2,17,19,4,1.63,14,13,1,0.09,-0.66,15.5,13.2,2.3,0.2,-0.38
Fikayo Tomori,ENG,DF,24,1997,33,2760,84,80.7,30.7,32,85,26,1,32,1,1.97,57,29,28,0.91,1.87,50.8,31.6,19.2,0.62,0.82
Fodé Ballo-Touré,SEN,DF,25,1997,10,523,52,15.3,5.8,5,90,5,5,15,24,1.8,6,8,-2,-0.34,-1.06,8.4,7.6,0.9,0.15,-0.37
Ismaël Bennacer,ALG,MF,24,1997,28,2007,72,58.7,22.3,24,79,13,4,26,1,1.82,38,21,17,0.76,0.51,34.8,23.1,11.7,0.52,0.14
Junior Messias,BRA,"FW,DF",31,1991,25,1498,60,43.8,16.6,19,70,3,6,29,4,1.8,32,19,13,0.78,0.41,23.4,16.1,7.4,0.44,-0.04
Lapo Nava,ITA,GK,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
