General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Arnaud Nordin,FRA,FW,24,1998,36,2401,67,70.2,26.7,30,75,7,6,25,1,1.31,50,41,9,0.34,0.87,36.9,38.8,-1.9,-0.07,0.64
Arnaud Souquet,FRA,"DF,FW",30,1992,12,361,30,10.6,4.0,3,63,0,9,19,5,1.17,6,9,-3,-0.75,-0.92,6.1,8.7,-2.6,-0.66,-0.44
Axel Gueguin,FRA,"FW,MF",17,2005,5,24,5,0.7,0.3,0,,0,5,5,9,1.4,1,0,1,3.75,3.7,0.7,0.6,0.1,0.53,0.79
Benjamin Lecomte,FRA,GK,31,1991,19,1710,90,50.0,19.0,19,90,19,0,,0,1.74,37,22,15,0.79,1.42,29.8,29.8,0.0,0.0,0.52
Bingourou Kamara,SEN,GK,25,1996,5,408,82,11.9,4.5,4,90,4,1,48,24,0.2,5,11,-6,-1.32,-1.59,5.0,10.3,-5.3,-1.17,-1.03
Boubakar Kouyaté,MLI,DF,25,1997,15,1256,84,36.7,14.0,15,84,12,0,,1,1.8,25,13,12,0.86,1.23,21.8,20.1,1.7,0.12,0.61
Béni Makouana,CGO,"FW,MF",19,2002,8,198,25,5.8,2.2,1,45,0,7,22,6,1.13,3,3,0,0.0,-0.08,3.0,3.7,-0.8,-0.35,-0.09
Cheikh Faye,SEN,FW,23,1999,2,37,19,1.1,0.4,0,,0,2,19,1,1.5,1,2,-1,-2.43,-2.54,0.3,2.8,-2.5,-6.1,-5.91
Christopher Jullien,FRA,DF,29,1993,30,2695,90,78.8,29.9,30,90,29,0,,3,1.37,51,45,6,0.2,0.57,41.4,47.6,-6.2,-0.21,0.26
Dimitry Bertaud,COD,GK,24,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,
Edvin Bongemba,FRA,MF,18,2004,0,,,,,0,,0,0,,5,,,,,,,,,,,
Elye Wahi,FRA,FW,19,2003,33,2513,76,73.5,27.9,29,81,9,4,43,0,1.3,46,43,3,0.11,0.11,36.3,41.9,-5.6,-0.2,0.24
Enzo Tchato,CMR,DF,19,2002,21,1096,52,32.0,12.2,11,82,6,10,20,11,0.86,12,26,-14,-1.15,-1.81,13.0,19.6,-6.6,-0.54,-0.41
Faitout Maouassa,FRA,"FW,DF",24,1998,33,1923,58,56.2,21.4,23,71,4,10,28,0,1.3,39,37,2,0.09,0.03,28.9,36.9,-8.0,-0.37,-0.26
Falaye Sacko,MLI,DF,27,1995,35,2580,74,75.4,28.7,29,86,23,6,15,3,1.34,57,45,12,0.42,1.38,41.7,49.6,-7.9,-0.28,-0.06
Issiaga Sylla,GUI,DF,28,1994,15,1305,87,38.2,14.5,15,87,14,0,,1,1.8,27,11,16,1.1,1.66,22.6,16.2,6.4,0.44,1.13
Jonas Omlin,SUI,GK,28,1994,14,1166,83,34.1,13.0,14,83,12,0,,0,1.14,21,26,-5,-0.39,-0.71,15.8,19.9,-4.1,-0.32,-0.08
Jordan Ferri,FRA,MF,30,1992,34,2738,81,80.1,30.4,32,84,20,2,28,0,1.26,52,50,2,0.07,-0.07,42.3,45.5,-3.2,-0.11,0.79
Joris Chotard,FRA,MF,20,2001,35,2461,70,72.0,27.3,26,87,17,9,24,2,1.4,51,44,7,0.26,0.63,39.6,45.4,-5.8,-0.21,0.18
Khalil Fayad,FRA,MF,18,2004,24,718,30,21.0,8.0,7,67,2,17,15,8,1.21,17,15,2,0.25,0.22,10.4,14.3,-3.9,-0.49,-0.29
Léo Leroy,FRA,MF,22,2000,27,1192,44,34.9,13.2,14,69,2,13,18,6,1.3,20,19,1,0.08,-0.01,17.6,22.3,-4.7,-0.36,-0.15
Mamadou Sakho,FRA,DF,32,1990,15,763,51,22.3,8.5,7,76,1,8,29,17,1.07,16,20,-4,-0.47,-0.71,11.1,13.2,-2.1,-0.25,0.02
Matis Carvalho,POR,GK,23,1999,2,136,68,4.0,1.5,1,90,1,1,46,5,1.5,2,3,-1,-0.66,-0.77,1.6,2.2,-0.6,-0.39,-0.13
Matéo Loubatieres,FRA,MF,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Maxime Estève,FRA,DF,20,2002,23,1646,72,48.1,18.3,18,86,15,5,21,4,1.17,24,29,-5,-0.27,-0.68,23.0,34.8,-11.8,-0.65,-0.74
Nicolas Cozza,FRA,DF,23,1999,17,1277,75,37.3,14.2,14,87,13,3,18,1,0.82,21,29,-8,-0.56,-1.03,17.4,25.7,-8.4,-0.59,-0.52
Pedro Mendes,POR,DF,31,1990,1,13,13,0.4,0.1,0,,0,1,13,7,0.0,1,1,0,0.0,-0.08,0.2,1.3,-1.1,-7.91,-7.68
Redouane Halhal,MAR,DF,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Ryan Tchato Mbiayi,CMR,DF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Sacha Delaye,FRA,"FW,MF",20,2002,3,20,7,0.6,0.2,0,,0,3,7,7,1.33,2,1,1,4.5,4.45,1.7,0.7,0.9,4.27,4.56
Stephy Mavididi,ENG,FW,24,1998,26,1288,50,37.7,14.3,14,70,2,12,26,1,1.31,23,24,-1,-0.07,-0.24,20.5,25.0,-4.4,-0.31,-0.08
