General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Arnaud Nordin,FRA,FW,24,1998,26.7,9,59,24,40.7,2.21,0.9,0.15,0.38,16.1,0,0,0,6.5,6.5,0.11,2.5,2.5
Arnaud Souquet,FRA,"DF,FW",30,1992,4.0,0,1,0,0.0,0.25,0.0,0.0,,20.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Axel Gueguin,FRA,"FW,MF",17,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Benjamin Lecomte,FRA,GK,31,1991,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Bingourou Kamara,SEN,GK,25,1996,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Boubakar Kouyaté,MLI,DF,25,1997,14.0,0,11,3,27.3,0.79,0.21,0.0,0.0,11.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Béni Makouana,CGO,"FW,MF",19,2002,2.2,0,6,1,16.7,2.73,0.45,0.0,0.0,13.9,0,0,0,0.8,0.8,0.14,-0.8,-0.8
Cheikh Faye,SEN,FW,23,1999,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Jullien,FRA,DF,29,1993,29.9,0,17,2,11.8,0.57,0.07,0.0,0.0,8.6,0,0,0,2.0,2.0,0.12,-2.0,-2.0
Elye Wahi,FRA,FW,19,2003,27.9,19,62,36,58.1,2.22,1.29,0.29,0.5,14.5,1,1,1,12.2,11.4,0.18,6.8,6.6
Enzo Tchato,CMR,DF,19,2002,12.2,1,4,2,50.0,0.33,0.16,0.25,0.5,18.8,0,0,0,0.4,0.4,0.09,0.6,0.6
Faitout Maouassa,FRA,"FW,DF",24,1998,21.4,5,34,12,35.3,1.59,0.56,0.15,0.42,20.1,1,0,0,3.3,3.3,0.1,1.7,1.7
Falaye Sacko,MLI,DF,27,1995,28.7,1,6,2,33.3,0.21,0.07,0.17,0.5,16.7,0,0,0,0.8,0.8,0.13,0.2,0.2
Issiaga Sylla,GUI,DF,28,1994,14.5,1,10,1,10.0,0.69,0.07,0.1,1.0,14.8,0,0,0,0.8,0.8,0.08,0.2,0.2
Jonas Omlin,SUI,GK,28,1994,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jordan Ferri,FRA,MF,30,1992,30.4,1,14,2,14.3,0.46,0.07,0.07,0.5,24.1,0,0,0,0.8,0.8,0.06,0.2,0.2
Joris Chotard,FRA,MF,20,2001,27.3,0,12,1,8.3,0.44,0.04,0.0,0.0,27.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Khalil Fayad,FRA,MF,18,2004,8.0,0,8,3,37.5,1.0,0.38,0.0,0.0,21.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Léo Leroy,FRA,MF,22,2000,13.2,0,18,6,33.3,1.36,0.45,0.0,0.0,20.6,1,0,0,1.1,1.1,0.06,-1.1,-1.1
Mamadou Sakho,FRA,DF,32,1990,8.5,1,3,2,66.7,0.35,0.24,0.33,0.5,6.1,0,0,0,0.5,0.5,0.18,0.5,0.5
Matis Carvalho,POR,GK,23,1999,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Maxime Estève,FRA,DF,20,2002,18.3,0,6,0,0.0,0.33,0.0,0.0,,9.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Nicolas Cozza,FRA,DF,23,1999,14.2,2,7,4,57.1,0.49,0.28,0.29,0.5,10.0,0,0,0,1.4,1.4,0.2,0.6,0.6
Pedro Mendes,POR,DF,31,1990,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Sacha Delaye,FRA,"FW,MF",20,2002,0.2,1,2,1,50.0,9.0,4.5,0.5,1.0,20.4,0,0,0,0.1,0.1,0.03,0.9,0.9
Stephy Mavididi,ENG,FW,24,1998,14.3,4,37,15,40.5,2.59,1.05,0.11,0.27,16.8,0,0,0,4.3,4.3,0.12,-0.3,-0.3
Thibault Tamas,FRA,DF,21,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Théo Sainte-Luce,FRA,DF,23,1998,5.9,1,3,2,66.7,0.51,0.34,0.33,0.5,20.5,0,0,0,0.4,0.4,0.14,0.6,0.6
Téji Savanier,FRA,MF,30,1991,28.3,12,58,24,41.4,2.05,0.85,0.1,0.25,27.0,19,6,6,8.6,3.8,0.07,3.4,2.2
Valère Germain,FRA,"FW,MF",32,1990,7.6,2,19,6,31.6,2.49,0.78,0.11,0.33,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5
Wahbi Khazri,TUN,"FW,MF",31,1991,18.2,4,38,16,42.1,2.09,0.88,0.11,0.25,22.2,0,0,0,4.1,4.1,0.11,-0.1,-0.1
